"ID","Name","Node"
"load-1068-1","MIDLAND 1 0-1","1068"
"load-1068-2","MIDLAND 1 0-2","1068"
"load-1071-1","ODESSA 1 0-1","1071"
"load-1083-1","FORT STOCK~4-1","1083"
"load-1085-1","KERMIT 0-1","1085"
"load-1085-2","KERMIT 0-2","1085"
"load-1086-1","PECOS 0-1","1086"
"load-1087-1","SHEFFIELD 0-1","1087"
"load-1089-1","LAMESA 0-1","1089"
"load-1089-2","LAMESA 0-2","1089"
"load-1091-1","RALLS 2 0-1","1091"
"load-1091-2","RALLS 2 0-2","1091"
"load-2001-1","PARIS 3 0-1","2001"
"load-2001-2","PARIS 3 0-2","2001"
"load-2007-1","HONEY GROV~1-1","2007"
"load-2008-1","MEMPHIS 0-1","2008"
"load-2009-1","IOWA PARK 0-1","2009"
"load-2010-1","VERNON 2 0-1","2010"
"load-2010-2","VERNON 2 0-2","2010"
"load-2010-3","VERNON 2 0-3","2010"
"load-2010-4","VERNON 2 0-4","2010"
"load-2010-5","VERNON 2 0-5","2010"
"load-2014-1","CHILDRESS 0-1","2014"
"load-2014-2","CHILDRESS 0-2","2014"
"load-2015-1","FORESTBURG 0-1","2015"
"load-2016-1","SHERMAN 3 0-1","2016"
"load-2020-1","WICHITA F~12-1","2020"
"load-2022-1","PARIS 2 1-1","2022"
"load-2025-1","WICHITA F~10-1","2025"
"load-2026-1","WHEELER 0-1","2026"
"load-2026-2","WHEELER 0-2","2026"
"load-2026-3","WHEELER 0-3","2026"
"load-2026-4","WHEELER 0-4","2026"
"load-2027-1","DEPORT 0-1","2027"
"load-2028-1","WICHITA FA~9-1","2028"
"load-2029-1","SILVERTON 0-1","2029"
"load-2030-1","BONHAM 0-1","2030"
"load-2030-2","BONHAM 0-2","2030"
"load-2031-1","MATADOR 0-1","2031"
"load-2031-2","MATADOR 0-2","2031"
"load-2031-3","MATADOR 0-3","2031"
"load-2032-1","ARTHUR CIT~1-1","2032"
"load-2033-1","LEONARD 0-1","2033"
"load-2033-2","LEONARD 0-2","2033"
"load-2034-1","GORDONVILL~1-1","2034"
"load-2035-1","KNOX CITY 0-1","2035"
"load-2035-2","KNOX CITY 0-2","2035"
"load-2036-1","WICHITA F~13-1","2036"
"load-2037-1","LINDSAY 0-1","2037"
"load-2037-2","LINDSAY 0-2","2037"
"load-2038-1","ECTOR 0-1","2038"
"load-2039-1","SUNSET 0-1","2039"
"load-2040-1","CLARKSVILL~1-1","2040"
"load-2043-1","SADLER 0-1","2043"
"load-2044-1","WHITESBORO 0-1","2044"
"load-2045-1","SHEPPARD A~1-1","2045"
"load-2046-1","POTTSBORO 0-1","2046"
"load-2047-1","BELLS 0-1","2047"
"load-2047-2","BELLS 0-2","2047"
"load-2048-1","CROSBYTON 0-1","2048"
"load-2049-1","ELECTRA 0-1","2049"
"load-2049-2","ELECTRA 0-2","2049"
"load-2049-3","ELECTRA 0-3","2049"
"load-2050-1","PATTONVILL~1-1","2050"
"load-2051-1","HENRIETTA 0-1","2051"
"load-2052-1","PANHANDLE~13-1","2052"
"load-2052-2","PANHANDLE~13-2","2052"
"load-2053-1","BOWIE 0-1","2053"
"load-2055-1","WICHITA FA~2-1","2055"
"load-2060-1","ROXTON 0-1","2060"
"load-2063-1","DENISON 2 0-1","2063"
"load-2064-1","SUMNER 0-1","2064"
"load-2064-2","SUMNER 0-2","2064"
"load-2065-1","GAINESVILL~1-1","2065"
"load-2066-1","ASPERMONT 0-1","2066"
"load-2066-2","ASPERMONT 0-2","2066"
"load-2066-3","ASPERMONT 0-3","2066"
"load-2067-1","WICHITA F~11-1","2067"
"load-2068-1","WINDTHORST 0-1","2068"
"load-2069-1","HOWE 0-1","2069"
"load-2072-1","COLLINSVIL~1-1","2072"
"load-2079-1","PADUCAH 0-1","2079"
"load-2080-1","NOCONA 0-1","2080"
"load-2081-1","DODD CITY 0-1","2081"
"load-2082-1","WICHITA FA~5-1","2082"
"load-2086-1","MONTAGUE 0-1","2086"
"load-2087-1","SPUR 0-1","2087"
"load-2090-1","ANNONA 0-1","2090"
"load-2091-1","SEYMOUR 0-1","2091"
"load-2092-1","DENISON 1 0-1","2092"
"load-2106-1","WHITEWRIGH~1-1","2106"
"load-2107-1","SHERMAN 2 0-1","2107"
"load-2108-1","ROCHESTER 0-1","2108"
"load-2109-1","BURKBURNET~1-1","2109"
"load-2110-1","MUENSTER 2 0-1","2110"
"load-2111-1","ARCHER CIT~1-1","2111"
"load-2111-2","ARCHER CIT~1-2","2111"
"load-2112-1","PETROLIA 0-1","2112"
"load-2114-1","PARIS 1 1-1","2114"
"load-2121-1","BAGWELL 0-1","2121"
"load-2122-1","TELEPHONE 0-1","2122"
"load-2124-1","VAN ALSTYN~1-1","2124"
"load-2125-1","TIOGA 0-1","2125"
"load-2126-1","VALLEY VIE~1-1","2126"
"load-2129-1","TRENTON 0-1","2129"
"load-2132-1","HASKELL 2-1","2132"
"load-2133-1","SAINT JO 0-1","2133"
"load-3002-1","KERRVILLE 1-1","3002"
"load-3005-1","LEAKEY 0-1","3005"
"load-3005-2","LEAKEY 0-2","3005"
"load-3005-3","LEAKEY 0-3","3005"
"load-3006-1","HAMLIN 0-1","3006"
"load-3007-1","MERKEL 3 0-1","3007"
"load-3008-1","COLEMAN 0-1","3008"
"load-3008-2","COLEMAN 0-2","3008"
"load-3009-1","SONORA 0-1","3009"
"load-3010-1","CAMP WOOD 0-1","3010"
"load-3011-1","LLANO 0-1","3011"
"load-3011-2","LLANO 0-2","3011"
"load-3012-1","WILLOW CIT~1-1","3012"
"load-3013-1","ABILENE 4 0-1","3013"
"load-3014-1","KINGSLAND 0-1","3014"
"load-3015-1","ROSCOE 6 0-1","3015"
"load-3021-1","LUEDERS 0-1","3021"
"load-3021-2","LUEDERS 0-2","3021"
"load-3022-1","COLORADO C~1-1","3022"
"load-3023-1","STAMFORD 0-1","3023"
"load-3024-1","ELDORADO 0-1","3024"
"load-3025-1","SAN SABA 0-1","3025"
"load-3029-1","LOMETA 0-1","3029"
"load-3030-1","SAN ANGELO~1-1","3030"
"load-3031-1","TUSCOLA 0-1","3031"
"load-3032-1","ABILENE 7 0-1","3032"
"load-3035-1","CHEROKEE 0-1","3035"
"load-3036-1","RICHLAND S~1-1","3036"
"load-3036-2","RICHLAND S~1-2","3036"
"load-3040-1","BALLINGER 0-1","3040"
"load-3042-1","SILVER 1-1","3042"
"load-3042-2","SILVER 1-2","3042"
"load-3049-1","ANSON 0-1","3049"
"load-3051-1","DEL RIO 1-1","3051"
"load-3051-2","DEL RIO 1-2","3051"
"load-3052-1","HUNT 0-1","3052"
"load-3066-1","BRADY 0-1","3066"
"load-3069-1","OVALO 0-1","3069"
"load-3072-1","MILES 0-1","3072"
"load-3075-1","MASON 0-1","3075"
"load-3076-1","BRACKETTVI~5-1","3076"
"load-3077-1","ABILENE 6 0-1","3077"
"load-3093-1","ROCKSPRING~1-1","3093"
"load-3099-1","DYESS AFB 0-1","3099"
"load-3100-1","HAWLEY 0-1","3100"
"load-3101-1","BUCHANAN D~4-1","3101"
"load-3101-2","BUCHANAN D~4-2","3101"
"load-3101-3","BUCHANAN D~4-3","3101"
"load-3102-1","ABILENE 3 0-1","3102"
"load-3103-1","SWEETWATER~6-1","3103"
"load-3103-2","SWEETWATER~6-2","3103"
"load-3107-1","INGRAM 0-1","3107"
"load-3108-1","KEMPNER 0-1","3108"
"load-3114-1","SAN ANGELO~2-1","3114"
"load-3114-2","SAN ANGELO~2-2","3114"
"load-3115-1","ROTAN 0-1","3115"
"load-3115-2","ROTAN 0-2","3115"
"load-3123-1","UVALDE 0-1","3123"
"load-3124-1","FREDERICKS~1-1","3124"
"load-3125-1","ABILENE 5 0-1","3125"
"load-3126-1","SABINAL 0-1","3126"
"load-3128-1","LORAINE 2 0-1","3128"
"load-3130-1","SAN ANGELO~3-1","3130"
"load-3130-2","SAN ANGELO~3-2","3130"
"load-3130-3","SAN ANGELO~3-3","3130"
"load-3130-4","SAN ANGELO~3-4","3130"
"load-3132-1","EDEN 0-1","3132"
"load-3136-1","SNYDER 2 3-1","3136"
"load-3138-1","MENARD 0-1","3138"
"load-3138-2","MENARD 0-2","3138"
"load-3139-1","WINTERS 0-1","3139"
"load-3139-2","WINTERS 0-2","3139"
"load-3139-3","WINTERS 0-3","3139"
"load-3140-1","GOLDSBORO 0-1","3140"
"load-3142-1","GOODFELLOW~1-1","3142"
"load-3142-2","GOODFELLOW~1-2","3142"
"load-3143-1","SANTA ANNA 0-1","3143"
"load-3144-1","ROWENA 0-1","3144"
"load-3144-2","ROWENA 0-2","3144"
"load-3144-3","ROWENA 0-3","3144"
"load-3145-1","TRENT 2 0-1","3145"
"load-3145-2","TRENT 2 0-2","3145"
"load-3146-1","JUNCTION 0-1","3146"
"load-3146-2","JUNCTION 0-2","3146"
"load-3147-1","LAMPASAS 0-1","3147"
"load-4002-1","LAUGHLIN A~1-1","4002"
"load-4003-1","EDINBURG 3 0-1","4003"
"load-4005-1","LAREDO 7 1-1","4005"
"load-4006-1","BRUNI 2 0-1","4006"
"load-4006-2","BRUNI 2 0-2","4006"
"load-4007-1","MCALLEN 2 0-1","4007"
"load-4008-1","POTEET 0-1","4008"
"load-4011-1","HEBBRONVIL~1-1","4011"
"load-4012-1","PROGRESO 0-1","4012"
"load-4013-1","EDINBURG 2 0-1","4013"
"load-4015-1","EAGLE PASS 1-1","4015"
"load-4016-1","CHARLOTTE 0-1","4016"
"load-4017-1","CORPUS CH~24-1","4017"
"load-4018-1","WOODSBORO 0-1","4018"
"load-4019-1","MERCEDES 0-1","4019"
"load-4019-2","MERCEDES 0-2","4019"
"load-4020-1","CORPUS CH~13-1","4020"
"load-4021-1","EDCOUCH 0-1","4021"
"load-4022-1","ENCINAL 0-1","4022"
"load-4023-1","MOORE 0-1","4023"
"load-4027-1","MCALLEN 3 0-1","4027"
"load-4031-1","SAN YGNACI~1-1","4031"
"load-4032-1","KINGSVILLE 0-1","4032"
"load-4033-1","LAREDO 6 0-1","4033"
"load-4034-1","HIDALGO 0-1","4034"
"load-4035-1","CORPUS CH~15-1","4035"
"load-4036-1","CRYSTAL CI~1-1","4036"
"load-4036-2","CRYSTAL CI~1-2","4036"
"load-4037-1","SINTON 0-1","4037"
"load-4038-1","BEEVILLE 0-1","4038"
"load-4038-2","BEEVILLE 0-2","4038"
"load-4040-1","MISSION 4 1-1","4040"
"load-4042-1","SAN JUAN 1-1","4042"
"load-4042-2","SAN JUAN 1-2","4042"
"load-4043-1","FALCON HEI~5-1","4043"
"load-4048-1","LA JOYA 0-1","4048"
"load-4051-1","BISHOP 0-1","4051"
"load-4051-2","BISHOP 0-2","4051"
"load-4053-1","ARMSTRONG ~4-1","4053"
"load-4054-1","SKIDMORE 0-1","4054"
"load-4055-1","CORPUS CH~29-1","4055"
"load-4055-2","CORPUS CH~29-2","4055"
"load-4064-1","CORPUS CH~16-1","4064"
"load-4066-1","WESLACO 0-1","4066"
"load-4067-1","HARLINGEN ~1-1","4067"
"load-4068-1","ELSA 0-1","4068"
"load-4068-2","ELSA 0-2","4068"
"load-4069-1","CORPUS CH~14-1","4069"
"load-4071-1","BROWNSVILL~4-1","4071"
"load-4072-1","CORPUS CHR~7-1","4072"
"load-4078-1","CORPUS CH~28-1","4078"
"load-4079-1","MISSION 3 0-1","4079"
"load-4086-1","RIO HONDO 0-1","4086"
"load-4087-1","CORPUS CH~25-1","4087"
"load-4088-1","PHARR 0-1","4088"
"load-4089-1","SANTA ROSA~1-1","4089"
"load-4099-1","ODEM 0-1","4099"
"load-4100-1","CORPUS CH~10-1","4100"
"load-4101-1","LAREDO 3 0-1","4101"
"load-4102-1","OLMITO 0-1","4102"
"load-4103-1","EDINBURG 1 0-1","4103"
"load-4106-1","PORT ISABE~1-1","4106"
"load-4107-1","DONNA 0-1","4107"
"load-4108-1","INGLESIDE 0-1","4108"
"load-4109-1","CORPUS CHR~8-1","4109"
"load-4110-1","LOS FRESNO~1-1","4110"
"load-4111-1","HARLINGEN ~2-1","4111"
"load-4111-2","HARLINGEN ~2-2","4111"
"load-4112-1","RIVIERA 0-1","4112"
"load-4117-1","JOURDANTON 0-1","4117"
"load-4118-1","GEORGE WES~1-1","4118"
"load-4119-1","ROMA 0-1","4119"
"load-4119-2","ROMA 0-2","4119"
"load-4120-1","CORPUS CHR~9-1","4120"
"load-4121-1","SANTA MARI~1-1","4121"
"load-4122-1","MCALLEN 1 0-1","4122"
"load-4123-1","CORPUS CH~27-1","4123"
"load-4124-1","FALFURRIAS 0-1","4124"
"load-4124-2","FALFURRIAS 0-2","4124"
"load-4125-1","PETTUS 0-1","4125"
"load-4126-1","BROWNSVILL~5-1","4126"
"load-4127-1","ALICE 0-1","4127"
"load-4128-1","RIO GRANDE~1-1","4128"
"load-4128-2","RIO GRANDE~1-2","4128"
"load-4129-1","PREMONT 0-1","4129"
"load-4129-2","PREMONT 0-2","4129"
"load-4129-3","PREMONT 0-3","4129"
"load-4129-4","PREMONT 0-4","4129"
"load-4130-1","FREER 0-1","4130"
"load-4132-1","PEARSALL 1-1","4132"
"load-4139-1","SANDIA 0-1","4139"
"load-4143-1","DILLEY 0-1","4143"
"load-4144-1","ORANGE GRO~1-1","4144"
"load-4145-1","PORTLAND 0-1","4145"
"load-4147-1","LAREDO 4 1-1","4147"
"load-4148-1","THREE RIVE~1-1","4148"
"load-4148-2","THREE RIVE~1-2","4148"
"load-4148-3","THREE RIVE~1-3","4148"
"load-4149-1","ROCKPORT 0-1","4149"
"load-4149-2","ROCKPORT 0-2","4149"
"load-4150-1","CORPUS CH~12-1","4150"
"load-4154-1","PENITAS 0-1","4154"
"load-4155-1","SULLIVAN C~1-1","4155"
"load-4155-2","SULLIVAN C~1-2","4155"
"load-4156-1","CORPUS CH~26-1","4156"
"load-4157-1","MISSION 2 0-1","4157"
"load-4159-1","CORPUS CHR~2-1","4159"
"load-4164-1","GRULLA 0-1","4164"
"load-4167-1","HARGILL 0-1","4167"
"load-4167-2","HARGILL 0-2","4167"
"load-4168-1","CORPUS CH~11-1","4168"
"load-4169-1","MATHIS 0-1","4169"
"load-4170-1","ARANSAS PA~1-1","4170"
"load-4171-1","SAN BENITO 0-1","4171"
"load-4172-1","PLEASANTON 0-1","4172"
"load-4173-1","REFUGIO 0-1","4173"
"load-4173-2","REFUGIO 0-2","4173"
"load-4174-1","LYTLE 0-1","4174"
"load-4175-1","LAREDO 2 0-1","4175"
"load-4175-2","LAREDO 2 0-2","4175"
"load-4178-1","GOLIAD 0-1","4178"
"load-4178-2","GOLIAD 0-2","4178"
"load-4179-1","SAN DIEGO 0-1","4179"
"load-4180-1","PORT ARANS~1-1","4180"
"load-4182-1","TAFT 1 1-1","4182"
"load-4185-1","ZAPATA 0-1","4185"
"load-4186-1","SANTA ROS~11-1","4186"
"load-4186-2","SANTA ROS~11-2","4186"
"load-4187-1","COTULLA 0-1","4187"
"load-4188-1","QUEMADO 0-1","4188"
"load-4189-1","CARRIZO SP~1-1","4189"
"load-4189-2","CARRIZO SP~1-2","4189"
"load-4189-3","CARRIZO SP~1-3","4189"
"load-4190-1","LAREDO 5 0-1","4190"
"load-4191-1","RAYMONDVIL~1-1","4191"
"load-4191-2","RAYMONDVIL~1-2","4191"
"load-4193-1","BROWNSVILL~2-1","4193"
"load-5003-1","GARLAND 5 0-1","5003"
"load-5004-1","KERENS 0-1","5004"
"load-5004-2","KERENS 0-2","5004"
"load-5005-1","LIPAN 0-1","5005"
"load-5006-1","DALLAS 24 0-1","5006"
"load-5007-1","DENTON 4 0-1","5007"
"load-5008-1","ALBANY 2 0-1","5008"
"load-5009-1","DALLAS 21 0-1","5009"
"load-5010-1","PLANO 2 0-1","5010"
"load-5011-1","THORNTON 0-1","5011"
"load-5012-1","DENTON 5 0-1","5012"
"load-5013-1","EARLY 0-1","5013"
"load-5014-1","DECATUR 0-1","5014"
"load-5016-1","KELLER 2 1-1","5016"
"load-5017-1","PONDER 0-1","5017"
"load-5022-1","ALEDO 1 1-1","5022"
"load-5024-1","GATESVILLE~4-1","5024"
"load-5025-1","CLEBURNE 2 0-1","5025"
"load-5026-1","FORT WORTH~6-1","5026"
"load-5027-1","FORT WORT~16-1","5027"
"load-5028-1","FORT WORTH~1-1","5028"
"load-5029-1","TROY 0-1","5029"
"load-5030-1","SPRINGTOWN 0-1","5030"
"load-5031-1","PRINCETON 0-1","5031"
"load-5032-1","DALLAS 27 0-1","5032"
"load-5034-1","DALLAS 1 1-1","5034"
"load-5043-1","ROYSE CITY 0-1","5043"
"load-5044-1","BOYD 0-1","5044"
"load-5046-1","STEPHENVIL~2-1","5046"
"load-5048-1","MANSFIELD 1-1","5048"
"load-5048-2","MANSFIELD 1-2","5048"
"load-5050-1","GREENVILLE~2-1","5050"
"load-5053-1","PLANO 4 0-1","5053"
"load-5054-1","GROESBECK 0-1","5054"
"load-5056-1","GRAHAM 1-1","5056"
"load-5062-1","MABANK 2 3-1","5062"
"load-5064-1","ARLINGTON ~2-1","5064"
"load-5070-1","DALLAS 41 0-1","5070"
"load-5071-1","WACO 3 0-1","5071"
"load-5071-2","WACO 3 0-2","5071"
"load-5072-1","DALLAS 19 0-1","5072"
"load-5073-1","BANGS 0-1","5073"
"load-5074-1","PROSPER 0-1","5074"
"load-5075-1","EVANT 0-1","5075"
"load-5075-2","EVANT 0-2","5075"
"load-5077-1","TERRELL 1 1-1","5077"
"load-5078-1","AUBREY 0-1","5078"
"load-5079-1","WACO 4 0-1","5079"
"load-5080-1","LORENA 0-1","5080"
"load-5080-2","LORENA 0-2","5080"
"load-5080-3","LORENA 0-3","5080"
"load-5081-1","FORT HOOD 0-1","5081"
"load-5082-1","ARLINGTON~13-1","5082"
"load-5084-1","MCKINNEY 3 1-1","5084"
"load-5085-1","DALLAS 38 0-1","5085"
"load-5086-1","ARLINGTON~17-1","5086"
"load-5087-1","MILFORD 0-1","5087"
"load-5090-1","DALLAS 15 0-1","5090"
"load-5091-1","FROST 0-1","5091"
"load-5092-1","GRANDVIEW 0-1","5092"
"load-5093-1","HASLET 0-1","5093"
"load-5094-1","BARDWELL 0-1","5094"
"load-5095-1","LAKE DALLA~1-1","5095"
"load-5096-1","PLANO 1 0-1","5096"
"load-5097-1","EULESS 2 0-1","5097"
"load-5098-1","FORT WORT~17-1","5098"
"load-5098-2","FORT WORT~17-2","5098"
"load-5099-1","FLOWER MOU~2-1","5099"
"load-5100-1","DALLAS 11 0-1","5100"
"load-5101-1","COMANCHE 0-1","5101"
"load-5103-1","RICHARDSON~3-1","5103"
"load-5103-2","RICHARDSON~3-2","5103"
"load-5104-1","FORT WORT~28-1","5104"
"load-5105-1","IRVING 1 0-1","5105"
"load-5108-1","DALLAS 44 0-1","5108"
"load-5109-1","LANCASTER ~1-1","5109"
"load-5110-1","PALO PINTO~8-1","5110"
"load-5111-1","ADDISON 0-1","5111"
"load-5112-1","HICO 0-1","5112"
"load-5113-1","KRUM 0-1","5113"
"load-5114-1","KAUFMAN 0-1","5114"
"load-5115-1","CADDO MILL~1-1","5115"
"load-5116-1","PLANO 7 0-1","5116"
"load-5117-1","FORT WORT~25-1","5117"
"load-5118-1","BAIRD 0-1","5118"
"load-5119-1","PERRIN 0-1","5119"
"load-5121-1","BROWNWOOD 1-1","5121"
"load-5122-1","DALLAS 6 0-1","5122"
"load-5124-1","MARLIN 1-1","5124"
"load-5125-1","ARLINGTON~14-1","5125"
"load-5126-1","DALLAS 8 0-1","5126"
"load-5126-2","DALLAS 8 0-2","5126"
"load-5127-1","JONESBORO 0-1","5127"
"load-5127-2","JONESBORO 0-2","5127"
"load-5128-1","DALLAS 33 0-1","5128"
"load-5129-1","GOLDTHWAIT~6-1","5129"
"load-5129-2","GOLDTHWAIT~6-2","5129"
"load-5130-1","PLANO 5 0-1","5130"
"load-5132-1","BELTON 1-1","5132"
"load-5133-1","TOLAR 0-1","5133"
"load-5134-1","BRECKENRID~1-1","5134"
"load-5135-1","EASTLAND 0-1","5135"
"load-5135-2","EASTLAND 0-2","5135"
"load-5136-1","COOPER 0-1","5136"
"load-5138-1","WACO 1 1-1","5138"
"load-5139-1","DALLAS 42 0-1","5139"
"load-5140-1","GATESVILLE~1-1","5140"
"load-5141-1","ANNA 0-1","5141"
"load-5141-2","ANNA 0-2","5141"
"load-5142-1","MOODY 0-1","5142"
"load-5143-1","FORT WORT~12-1","5143"
"load-5143-2","FORT WORT~12-2","5143"
"load-5144-1","WACO 6 0-1","5144"
"load-5145-1","GRAND PRAI~1-1","5145"
"load-5146-1","ROWLETT 2 0-1","5146"
"load-5147-1","PLANO 6 0-1","5147"
"load-5148-1","IRVING 5 0-1","5148"
"load-5149-1","DALLAS 7 0-1","5149"
"load-5150-1","BRYSON 2 0-1","5150"
"load-5150-2","BRYSON 2 0-2","5150"
"load-5150-3","BRYSON 2 0-3","5150"
"load-5151-1","MORGAN 0-1","5151"
"load-5152-1","SACHSE 0-1","5152"
"load-5153-1","PARADISE 0-1","5153"
"load-5154-1","RIO VISTA 0-1","5154"
"load-5154-2","RIO VISTA 0-2","5154"
"load-5155-1","STRAWN 0-1","5155"
"load-5156-1","MAY-00-1","5156"
"load-5157-1","DESOTO 0-1","5157"
"load-5158-1","MESQUITE 2 0-1","5158"
"load-5159-1","ROSEBUD 0-1","5159"
"load-5159-2","ROSEBUD 0-2","5159"
"load-5160-1","DENTON 2 0-1","5160"
"load-5161-1","DALLAS 4 0-1","5161"
"load-5162-1","AXTELL 0-1","5162"
"load-5163-1","NOLANVILLE 0-1","5163"
"load-5165-1","DENTON 1 1-1","5165"
"load-5168-1","DALLAS 39 0-1","5168"
"load-5171-1","MERTENS 0-1","5171"
"load-5172-1","WEATHERFOR~1-1","5172"
"load-5173-1","PLANO 3 0-1","5173"
"load-5174-1","MALONE 0-1","5174"
"load-5174-2","MALONE 0-2","5174"
"load-5175-1","DENTON 3 0-1","5175"
"load-5176-1","GRAFORD 0-1","5176"
"load-5177-1","ARLINGTON~16-1","5177"
"load-5178-1","ROCKWALL 1 0-1","5178"
"load-5180-1","CORSICANA ~3-1","5180"
"load-5180-2","CORSICANA ~3-2","5180"
"load-5181-1","GARLAND 2 0-1","5181"
"load-5182-1","GATESVILLE~2-1","5182"
"load-5183-1","CARROLLTON~3-1","5183"
"load-5184-1","FORT WORT~19-1","5184"
"load-5184-2","FORT WORT~19-2","5184"
"load-5185-1","RHOME 0-1","5185"
"load-5186-1","VENUS 0-1","5186"
"load-5187-1","OLNEY 2 0-1","5187"
"load-5188-1","CARROLLTON~1-1","5188"
"load-5189-1","DALLAS 20 0-1","5189"
"load-5190-1","GORDON 0-1","5190"
"load-5191-1","MERIDIAN 0-1","5191"
"load-5193-1","KILLEEN 4 1-1","5193"
"load-5193-2","KILLEEN 4 1-2","5193"
"load-5194-1","DUNCANVILL~1-1","5194"
"load-5195-1","ARGYLE 0-1","5195"
"load-5199-1","FORT WORTH~4-1","5199"
"load-5200-1","MINERAL WE~1-1","5200"
"load-5201-1","COOLIDGE 0-1","5201"
"load-5202-1","RICE 0-1","5202"
"load-5203-1","DALLAS 35 0-1","5203"
"load-5209-1","WALNUT SPR~1-1","5209"
"load-5210-1","BEDFORD 2 0-1","5210"
"load-5211-1","HUBBARD 0-1","5211"
"load-5212-1","FERRIS 0-1","5212"
"load-5213-1","GARLAND 4 0-1","5213"
"load-5214-1","DALLAS 32 0-1","5214"
"load-5215-1","PILOT POIN~1-1","5215"
"load-5216-1","FORT WORT~26-1","5216"
"load-5217-1","NORTH RICH~2-1","5217"
"load-5218-1","JUSTIN 0-1","5218"
"load-5219-1","SCURRY 0-1","5219"
"load-5220-1","SANGER 0-1","5220"
"load-5221-1","KILLEEN 1 0-1","5221"
"load-5222-1","MABANK 1 0-1","5222"
"load-5222-2","MABANK 1 0-2","5222"
"load-5223-1","MEXIA 0-1","5223"
"load-5224-1","CARROLLTON~2-1","5224"
"load-5225-1","NEVADA 0-1","5225"
"load-5226-1","ZEPHYR 0-1","5226"
"load-5227-1","TERRELL 2 0-1","5227"
"load-5228-1","DALLAS 14 0-1","5228"
"load-5229-1","DALLAS 13 0-1","5229"
"load-5230-1","DALLAS 28 0-1","5230"
"load-5231-1","HAMILTON 0-1","5231"
"load-5232-1","ARLINGTON~15-1","5232"
"load-5233-1","EULESS 1 0-1","5233"
"load-5234-1","FRISCO 1 0-1","5234"
"load-5235-1","SALADO 0-1","5235"
"load-5244-1","FORT WORT~15-1","5244"
"load-5245-1","GRAPEVINE 0-1","5245"
"load-5246-1","GLEN ROSE ~5-1","5246"
"load-5247-1","KOPPERL 0-1","5247"
"load-5248-1","BEDFORD 1 0-1","5248"
"load-5249-1","FORT WORT~22-1","5249"
"load-5250-1","DALLAS 5 0-1","5250"
"load-5251-1","GRAND PRAI~2-1","5251"
"load-5252-1","DALLAS 22 0-1","5252"
"load-5253-1","FLOWER MOU~1-1","5253"
"load-5254-1","ROANOKE 0-1","5254"
"load-5255-1","MILLSAP 0-1","5255"
"load-5256-1","FORRESTON 0-1","5256"
"load-5257-1","ITALY 0-1","5257"
"load-5258-1","FORNEY 0-1","5258"
"load-5259-1","LAVON 0-1","5259"
"load-5264-1","DE LEON 0-1","5264"
"load-5265-1","KELLER 1 0-1","5265"
"load-5266-1","CEDAR HILL 0-1","5266"
"load-5267-1","MC GREGOR 0-1","5267"
"load-5267-2","MC GREGOR 0-2","5267"
"load-5267-3","MC GREGOR 0-3","5267"
"load-5268-1","COMMERCE 0-1","5268"
"load-5269-1","MIDLOTHIAN~3-1","5269"
"load-5270-1","WEST 0-1","5270"
"load-5270-2","WEST 0-2","5270"
"load-5271-1","BARTLETT 0-1","5271"
"load-5272-1","DALLAS 16 0-1","5272"
"load-5272-2","DALLAS 16 0-2","5272"
"load-5273-1","COPPELL 0-1","5273"
