"ID","MW","MVAr","ConstMvaMW","ConstMvaMVAr","ConstIMW","ConstIMVAr","ConstYMW","ConstYMVAr","InService"
"load-1064-2",117.168,33.198,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1067-1",101.55,28.773,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1068-1",0.69,0.195,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1068-2",58.713,16.635,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1071-1",91.464,25.914999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1083-1",39.945,11.318,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1085-1",2.922,0.82799995,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1085-2",18.375,5.206,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1086-1",39.672,11.24,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1087-1",0.909,0.258,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1089-1",0.831,0.235,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1089-2",39.774,11.269,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1091-1",4.713,1.335,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1091-2",6.909,1.958,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2001-1",14.307,4.054,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2001-2",34.05,9.647,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2007-1",9.54,2.703,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2008-1",8.061,2.284,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2009-1",39.135,11.088,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-1",5.106,1.447,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-2",9.606,2.722,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-3",2.928,0.83,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-4",0.192,0.054000005,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-5",38.973,11.042,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2014-1",3.624,1.027,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2014-2",21.804,6.178,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2015-1",4.686,1.328,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2016-1",69.267,19.626,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2020-1",47.973,13.592,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2022-1",11.565,3.277,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2025-1",39.618,11.225,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-1",2.511,0.711,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-2",0.9480001,0.269,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-3",7.1729994,2.032,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-4",7.9380007,2.249,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2027-1",3.5550003,1.007,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2028-1",14.238,4.034,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2029-1",3.201,0.90699995,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2030-1",3.912,1.108,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2030-2",43.233,12.249,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2031-1",0.786,0.223,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2031-2",1.272,0.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2031-3",3.7080002,1.051,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2032-1",3.3539999,0.95,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2033-1",1.302,0.369,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2033-2",12.27,3.477,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2034-1",5.34,1.513,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2035-1",4.149,1.176,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2035-2",0.534,0.151,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2036-1",41.586,11.783,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2037-1",0.69,0.195,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2037-2",2.811,0.796,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2038-1",2.604,0.738,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2039-1",5.559,1.575,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2040-1",15.903001,4.506,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2043-1",4.236,1.2,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2044-1",27.404999,7.7649994,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2045-1",22.605,6.405,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2046-1",22.134,6.2710004,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2047-1",9.408,2.666,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2047-2",5.547,1.572,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2048-1",6.4169993,1.818,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2049-1",0.48600003,0.138,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2049-2",0.579,0.164,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2049-3",10.506,2.977,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2050-1",3.657,1.036,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2051-1",17.85,5.057,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2052-1",9.459,2.68,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2052-2",15.378,4.357,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2053-1",29.132998,8.254,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2055-1",49.62,14.059,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2060-1",3.795,1.075,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2063-1",65.616,18.591,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2064-1",7.038,1.994,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2064-2",3.009,0.85300004,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2065-1",78.36,22.202,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2066-1",4.05,1.147,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2066-2",2.541,0.72,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2066-3",0.522,0.148,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2067-1",53.967,15.291001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2068-1",5.76,1.632,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2069-1",21.924,6.212,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2072-1",9.705,2.75,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2079-1",4.479,1.269,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2080-1",16.932,4.797,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2081-1",4.464,1.265,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2082-1",59.031,16.725,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2086-1",2.193,0.621,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2087-1",7.896,2.237,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2090-1",2.424,0.687,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2091-1",17.046,4.83,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2092-1",24.108,6.831,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2106-1",14.403001,4.081,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2107-1",74.151,21.009,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2108-1",2.145,0.608,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2109-1",33.81,9.579,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2110-1",8.589,2.434,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2111-1",7.002,1.984,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2111-2",6.9510007,1.969,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2112-1",4.542,1.287,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2114-1",70.776,20.053,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2121-1",2.334,0.661,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2122-1",6.723,1.905,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2124-1",21.285,6.031,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2125-1",4.056,1.149,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2126-1",14.235001,4.033,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2129-1",6.633,1.879,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2132-1",11.94,3.383,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2133-1",5.679,1.609,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3002-1",112.86,31.976997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3005-1",0.792,0.224,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3005-2",0.825,0.23399998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3005-3",5.724,1.622,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3006-1",7.3470006,2.082,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3007-1",14.964,4.24,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3008-1",18.996,5.382,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3008-2",0.813,0.23,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3009-1",12.540001,3.553,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3010-1",4.671,1.323,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3011-1",18.981,5.378,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3011-2",8.157,2.311,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3012-1",0.564,0.16,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3013-1",64.557,18.291,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3014-1",22.002,6.234,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3015-1",5.364,1.52,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3021-1",0.525,0.149,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3021-2",1.416,0.401,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3022-1",24.591,6.967,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3023-1",10.407,2.949,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3024-1",10.131,2.87,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3025-1",13.674,3.874,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3029-1",4.866,1.379,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3030-1",129.72,36.754,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3031-1",14.733,4.174,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3032-1",72.864,20.645,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3035-1",3.4649997,0.98200005,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3036-1",1.299,0.368,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3036-2",4.503,1.276,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3040-1",14.607,4.139,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3042-1",5.016,1.421,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3042-2",3.738,1.059,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3049-1",10.584,2.999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3051-1",0.84300005,0.23900001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3051-2",144.447,40.927,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3052-1",8.076,2.288,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3066-1",22.035,6.243,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3069-1",3.813,1.08,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3072-1",5.985,1.6960001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3075-1",12.183,3.4520001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3076-1",10.794,3.058,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3077-1",68.655,19.452,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3093-1",5.046,1.43,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3099-1",12.078,3.422,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3100-1",8.526,2.416,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3101-1",0.105,0.03,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3101-2",2.793,0.791,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3101-3",6.534,1.8509998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3102-1",75.255,21.322,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3103-1",0.333,0.094,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3103-2",38.985,11.046,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3107-1",14.868,4.213,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3108-1",23.523,6.6650004,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3114-1",0.153,0.043,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3114-2",98.154,27.809998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3115-1",6.018,1.705,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3115-2",3.558,1.008,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3123-1",66.066,18.719,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3124-1",64.539,18.286,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3125-1",91.257,25.856,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3126-1",9.957,2.821,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3128-1",2.82,0.79899997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-1",3.4290001,0.97200006,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-2",0.93,0.264,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-3",3.8880002,1.102,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-4",83.907,23.774,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3132-1",9.564,2.71,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3136-1",46.956,13.304,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3138-1",6.129,1.737,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3138-2",4.818,1.365,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3139-1",0.48,0.136,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3139-2",4.317,1.223,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3139-3",10.119,2.867,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3140-1",0.22200002,0.063,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3142-1",1.038,0.294,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3142-2",6.03,1.709,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3143-1",5.754,1.63,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3144-1",1.683,0.477,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3144-2",1.869,0.53,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3144-3",2.004,0.568,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3145-1",0.954,0.27,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3145-2",1.986,0.563,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3146-1",0.204,0.058,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3146-2",11.832,3.3519998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3147-1",34.758,9.848,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4002-1",1.008,0.286,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4003-1",127.293,36.066,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4005-1",164.139,46.506,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4006-1",1.332,0.377,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4006-2",1.422,0.403,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4007-1",183.657,52.036,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4008-1",32.493,9.206,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4011-1",16.05,4.547,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4012-1",13.74,3.893,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4013-1",92.349,26.166,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4015-1",159.807,45.279,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4016-1",6.246,1.77,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4017-1",89.562,25.375998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4018-1",7.1369996,2.022,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4019-1",38.253,10.838,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4019-2",97.575,27.646,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4020-1",117.813,33.38,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4021-1",31.971,9.058,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4022-1",5.565,1.5769999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4023-1",5.064,1.435,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4027-1",65.118,18.45,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4031-1",2.748,0.779,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4032-1",91.389,25.893997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4033-1",126.249,35.771,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4034-1",37.641,10.665,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4035-1",79.161,22.429,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4036-1",9.336,2.645,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4036-2",25.734,7.2909994,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4037-1",28.722,8.138,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4038-1",82.779,23.454,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4038-2",0.525,0.149,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4040-1",225.663,63.937996,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4042-1",101.166,28.664,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4042-2",114.012,32.303,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4043-1",2.475,0.701,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4048-1",13.104001,3.7130003,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4051-1",15.438,4.374,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4051-2",73.953,20.953,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4053-1",0.11100001,0.031,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4054-1",5.598,1.5859998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4055-1",1.6079999,0.45599997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4055-2",16.173,4.582,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4064-1",8.817,2.498,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4066-1",191.532,54.267002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4067-1",159.456,45.179,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4068-1",2.646,0.75,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4068-2",25.340998,7.1800003,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4069-1",4.239,1.201,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4071-1",281.454,79.745,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4072-1",51.708,14.651001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4078-1",84.072,23.82,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4079-1",171.213,48.51,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4086-1",19.869,5.63,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4087-1",2.082,0.59,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4088-1",212.52,60.214,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4089-1",8.604,2.438,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4099-1",15.168001,4.298,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4100-1",50.600998,14.337,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4101-1",128.139,36.306,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4102-1",24.168,6.848,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4103-1",189.879,53.798996,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4106-1",37.548,10.639,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4107-1",118.362,33.536,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4108-1",28.340998,8.03,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4109-1",110.859,31.41,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4110-1",57.345,16.248,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4111-1",1.743,0.494,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4111-2",102.333,28.994,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4112-1",5.586,1.583,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4117-1",18.891,5.352,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4118-1",13.881,3.933,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4119-1",1.188,0.337,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4119-2",54.384,15.409,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4120-1",46.524,13.182001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4121-1",4.107,1.164,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4122-1",146.109,41.398,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4123-1",90.495,25.64,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4124-1",3.141,0.89,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4124-2",21.243,6.019,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4125-1",4.503,1.276,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4126-1",127.380005,36.091,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4127-1",87.288,24.732,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4128-1",2.148,0.609,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4128-2",121.365,34.387,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-1",5.28,1.496,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-2",1.662,0.47100002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-3",1.515,0.42900002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-4",10.056,2.849,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4130-1",9.483,2.687,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4132-1",33.093,9.376,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4139-1",10.617,3.008,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4143-1",14.361,4.069,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4144-1",16.356,4.634,1.0,1.0,0.0,0.0,0.0,0.0,true
