"ID","TransformerWinding","TapNode","IsRegulating","RegulatedNode"
"tx2-8098-8097-1:tap2","tx2-8098-8097-1:wnd1","8097","false",""
"tx2-8095-8094-1:tap2","tx2-8095-8094-1:wnd1","8094","false",""
"tx2-8086-8085-1:tap2","tx2-8086-8085-1:wnd1","8085","false",""
"tx2-8084-8083-1:tap2","tx2-8084-8083-1:wnd1","8083","false",""
"tx2-8088-8082-1:tap2","tx2-8088-8082-1:wnd1","8082","false",""
"tx2-8087-8082-1:tap2","tx2-8087-8082-1:wnd1","8082","false",""
"tx2-8083-8082-1:tap2","tx2-8083-8082-1:wnd1","8082","false",""
"tx2-8076-8075-1:tap2","tx2-8076-8075-1:wnd1","8075","false",""
"tx2-8080-8074-1:tap2","tx2-8080-8074-1:wnd1","8074","false",""
"tx2-8079-8074-1:tap2","tx2-8079-8074-1:wnd1","8074","false",""
"tx2-8078-8074-1:tap2","tx2-8078-8074-1:wnd1","8074","false",""
"tx2-8077-8074-1:tap2","tx2-8077-8074-1:wnd1","8074","false",""
"tx2-8075-8074-2:tap2","tx2-8075-8074-2:wnd1","8074","false",""
"tx2-8075-8074-1:tap2","tx2-8075-8074-1:wnd1","8074","false",""
"tx2-8069-8068-1:tap2","tx2-8069-8068-1:wnd1","8068","false",""
"tx2-8071-8067-1:tap2","tx2-8071-8067-1:wnd1","8067","false",""
"tx2-8070-8067-1:tap2","tx2-8070-8067-1:wnd1","8067","false",""
"tx2-8068-8067-1:tap2","tx2-8068-8067-1:wnd1","8067","false",""
"tx2-8059-8058-1:tap2","tx2-8059-8058-1:wnd1","8058","false",""
"tx2-8061-8057-1:tap2","tx2-8061-8057-1:wnd1","8057","false",""
"tx2-8060-8057-1:tap2","tx2-8060-8057-1:wnd1","8057","false",""
"tx2-8058-8057-1:tap2","tx2-8058-8057-1:wnd1","8057","false",""
"tx2-8045-8044-1:tap2","tx2-8045-8044-1:wnd1","8044","false",""
"tx2-8051-8043-1:tap2","tx2-8051-8043-1:wnd1","8043","false",""
"tx2-8050-8043-1:tap2","tx2-8050-8043-1:wnd1","8043","false",""
"tx2-8049-8043-1:tap2","tx2-8049-8043-1:wnd1","8043","false",""
"tx2-8048-8043-1:tap2","tx2-8048-8043-1:wnd1","8043","false",""
"tx2-8047-8043-1:tap2","tx2-8047-8043-1:wnd1","8043","false",""
"tx2-8046-8043-1:tap2","tx2-8046-8043-1:wnd1","8043","false",""
"tx2-8044-8043-1:tap2","tx2-8044-8043-1:wnd1","8043","false",""
"tx2-8032-8031-1:tap2","tx2-8032-8031-1:wnd1","8031","false",""
"tx2-8036-8030-1:tap2","tx2-8036-8030-1:wnd1","8030","false",""
"tx2-8035-8030-1:tap2","tx2-8035-8030-1:wnd1","8030","false",""
"tx2-8034-8030-1:tap2","tx2-8034-8030-1:wnd1","8030","false",""
"tx2-8033-8030-1:tap2","tx2-8033-8030-1:wnd1","8030","false",""
"tx2-8031-8030-1:tap2","tx2-8031-8030-1:wnd1","8030","false",""
"tx2-8024-8023-1:tap2","tx2-8024-8023-1:wnd1","8023","false",""
"tx2-8019-8018-2:tap2","tx2-8019-8018-2:wnd1","8018","false",""
"tx2-8019-8018-1:tap2","tx2-8019-8018-1:wnd1","8018","false",""
"tx2-8005-8004-2:tap2","tx2-8005-8004-2:wnd1","8004","false",""
"tx2-8005-8004-1:tap2","tx2-8005-8004-1:wnd1","8004","false",""
"tx2-7430-7429-1:tap2","tx2-7430-7429-1:wnd1","7429","false",""
"tx2-7429-7428-1:tap2","tx2-7429-7428-1:wnd1","7428","false",""
"tx2-7424-7423-3:tap2","tx2-7424-7423-3:wnd1","7423","false",""
"tx2-7424-7423-2:tap2","tx2-7424-7423-2:wnd1","7423","false",""
"tx2-7424-7423-1:tap2","tx2-7424-7423-1:wnd1","7423","false",""
"tx2-7423-7422-1:tap2","tx2-7423-7422-1:wnd1","7422","false",""
"tx2-7421-7420-2:tap2","tx2-7421-7420-2:wnd1","7420","false",""
"tx2-7421-7420-1:tap2","tx2-7421-7420-1:wnd1","7420","false",""
"tx2-7416-7415-1:tap2","tx2-7416-7415-1:wnd1","7415","false",""
"tx2-7415-7414-1:tap2","tx2-7415-7414-1:wnd1","7414","false",""
"tx2-7410-7409-3:tap2","tx2-7410-7409-3:wnd1","7409","false",""
"tx2-7410-7409-2:tap2","tx2-7410-7409-2:wnd1","7409","false",""
"tx2-7410-7409-1:tap2","tx2-7410-7409-1:wnd1","7409","false",""
"tx2-7408-7407-1:tap2","tx2-7408-7407-1:wnd1","7407","false",""
"tx2-7407-7406-1:tap2","tx2-7407-7406-1:wnd1","7406","false",""
"tx2-7402-7401-1:tap2","tx2-7402-7401-1:wnd1","7401","false",""
"tx2-7401-7400-1:tap2","tx2-7401-7400-1:wnd1","7400","false",""
"tx2-7391-7390-1:tap2","tx2-7391-7390-1:wnd1","7390","false",""
"tx2-7390-7389-1:tap2","tx2-7390-7389-1:wnd1","7389","false",""
"tx2-7368-7367-3:tap2","tx2-7368-7367-3:wnd1","7367","false",""
"tx2-7368-7367-2:tap2","tx2-7368-7367-2:wnd1","7367","false",""
"tx2-7368-7367-1:tap2","tx2-7368-7367-1:wnd1","7367","false",""
"tx2-7379-7366-1:tap2","tx2-7379-7366-1:wnd1","7366","false",""
"tx2-7378-7366-1:tap2","tx2-7378-7366-1:wnd1","7366","false",""
"tx2-7377-7366-1:tap2","tx2-7377-7366-1:wnd1","7366","false",""
"tx2-7376-7366-1:tap2","tx2-7376-7366-1:wnd1","7366","false",""
"tx2-7375-7366-1:tap2","tx2-7375-7366-1:wnd1","7366","false",""
"tx2-7374-7366-1:tap2","tx2-7374-7366-1:wnd1","7366","false",""
"tx2-7373-7366-1:tap2","tx2-7373-7366-1:wnd1","7366","false",""
"tx2-7372-7366-1:tap2","tx2-7372-7366-1:wnd1","7366","false",""
"tx2-7371-7366-1:tap2","tx2-7371-7366-1:wnd1","7366","false",""
"tx2-7370-7366-1:tap2","tx2-7370-7366-1:wnd1","7366","false",""
"tx2-7369-7366-1:tap2","tx2-7369-7366-1:wnd1","7366","false",""
"tx2-7367-7366-2:tap2","tx2-7367-7366-2:wnd1","7366","false",""
"tx2-7367-7366-1:tap2","tx2-7367-7366-1:wnd1","7366","false",""
"tx2-7348-7347-2:tap2","tx2-7348-7347-2:wnd1","7347","false",""
"tx2-7348-7347-1:tap2","tx2-7348-7347-1:wnd1","7347","false",""
"tx2-7361-7346-1:tap2","tx2-7361-7346-1:wnd1","7346","false",""
"tx2-7360-7346-1:tap2","tx2-7360-7346-1:wnd1","7346","false",""
"tx2-7359-7346-1:tap2","tx2-7359-7346-1:wnd1","7346","false",""
"tx2-7358-7346-1:tap2","tx2-7358-7346-1:wnd1","7346","false",""
"tx2-7357-7346-1:tap2","tx2-7357-7346-1:wnd1","7346","false",""
"tx2-7356-7346-1:tap2","tx2-7356-7346-1:wnd1","7346","false",""
"tx2-7355-7346-1:tap2","tx2-7355-7346-1:wnd1","7346","false",""
"tx2-7354-7346-1:tap2","tx2-7354-7346-1:wnd1","7346","false",""
"tx2-7353-7346-1:tap2","tx2-7353-7346-1:wnd1","7346","false",""
"tx2-7352-7346-1:tap2","tx2-7352-7346-1:wnd1","7346","false",""
"tx2-7351-7346-1:tap2","tx2-7351-7346-1:wnd1","7346","false",""
"tx2-7350-7346-1:tap2","tx2-7350-7346-1:wnd1","7346","false",""
"tx2-7349-7346-1:tap2","tx2-7349-7346-1:wnd1","7346","false",""
"tx2-7347-7346-2:tap2","tx2-7347-7346-2:wnd1","7346","false",""
"tx2-7347-7346-1:tap2","tx2-7347-7346-1:wnd1","7346","false",""
"tx2-7343-7342-2:tap2","tx2-7343-7342-2:wnd1","7342","false",""
"tx2-7343-7342-1:tap2","tx2-7343-7342-1:wnd1","7342","false",""
"tx2-7342-7341-1:tap2","tx2-7342-7341-1:wnd1","7341","false",""
"tx2-7333-7332-3:tap2","tx2-7333-7332-3:wnd1","7332","false",""
"tx2-7333-7332-2:tap2","tx2-7333-7332-2:wnd1","7332","false",""
"tx2-7333-7332-1:tap2","tx2-7333-7332-1:wnd1","7332","false",""
"tx2-7335-7331-1:tap2","tx2-7335-7331-1:wnd1","7331","false",""
"tx2-7334-7331-1:tap2","tx2-7334-7331-1:wnd1","7331","false",""
"tx2-7332-7331-1:tap2","tx2-7332-7331-1:wnd1","7331","false",""
"tx2-7329-7327-1:tap2","tx2-7329-7327-1:wnd1","7327","false",""
"tx2-7328-7327-1:tap2","tx2-7328-7327-1:wnd1","7327","false",""
"tx2-7322-7321-1:tap2","tx2-7322-7321-1:wnd1","7321","false",""
"tx2-7326-7320-1:tap2","tx2-7326-7320-1:wnd1","7320","false",""
"tx2-7325-7320-1:tap2","tx2-7325-7320-1:wnd1","7320","false",""
"tx2-7324-7320-1:tap2","tx2-7324-7320-1:wnd1","7320","false",""
"tx2-7323-7320-1:tap2","tx2-7323-7320-1:wnd1","7320","false",""
"tx2-7321-7320-1:tap2","tx2-7321-7320-1:wnd1","7320","false",""
"tx2-7313-7312-1:tap2","tx2-7313-7312-1:wnd1","7312","false",""
"tx2-7306-7305-1:tap2","tx2-7306-7305-1:wnd1","7305","false",""
"tx2-7311-7304-1:tap2","tx2-7311-7304-1:wnd1","7304","false",""
"tx2-7310-7304-1:tap2","tx2-7310-7304-1:wnd1","7304","false",""
"tx2-7309-7304-1:tap2","tx2-7309-7304-1:wnd1","7304","false",""
"tx2-7308-7304-1:tap2","tx2-7308-7304-1:wnd1","7304","false",""
"tx2-7307-7304-1:tap2","tx2-7307-7304-1:wnd1","7304","false",""
"tx2-7305-7304-1:tap2","tx2-7305-7304-1:wnd1","7304","false",""
"tx2-7289-7282-1:tap2","tx2-7289-7282-1:wnd1","7282","false",""
"tx2-7288-7282-1:tap2","tx2-7288-7282-1:wnd1","7282","false",""
"tx2-7287-7282-1:tap2","tx2-7287-7282-1:wnd1","7282","false",""
"tx2-7286-7282-1:tap2","tx2-7286-7282-1:wnd1","7282","false",""
"tx2-7285-7282-1:tap2","tx2-7285-7282-1:wnd1","7282","false",""
"tx2-7284-7282-1:tap2","tx2-7284-7282-1:wnd1","7282","false",""
"tx2-7283-7282-1:tap2","tx2-7283-7282-1:wnd1","7282","false",""
"tx2-7281-7278-1:tap2","tx2-7281-7278-1:wnd1","7278","false",""
"tx2-7280-7278-1:tap2","tx2-7280-7278-1:wnd1","7278","false",""
"tx2-7279-7278-1:tap2","tx2-7279-7278-1:wnd1","7278","false",""
"tx2-7275-7274-1:tap2","tx2-7275-7274-1:wnd1","7274","false",""
"tx2-7265-7264-2:tap2","tx2-7265-7264-2:wnd1","7264","false",""
"tx2-7265-7264-1:tap2","tx2-7265-7264-1:wnd1","7264","false",""
"tx2-7270-7263-1:tap2","tx2-7270-7263-1:wnd1","7263","false",""
"tx2-7269-7263-1:tap2","tx2-7269-7263-1:wnd1","7263","false",""
"tx2-7268-7263-1:tap2","tx2-7268-7263-1:wnd1","7263","false",""
"tx2-7267-7263-1:tap2","tx2-7267-7263-1:wnd1","7263","false",""
"tx2-7266-7263-1:tap2","tx2-7266-7263-1:wnd1","7263","false",""
"tx2-7264-7263-2:tap2","tx2-7264-7263-2:wnd1","7263","false",""
"tx2-7264-7263-1:tap2","tx2-7264-7263-1:wnd1","7263","false",""
"tx2-7262-7261-1:tap2","tx2-7262-7261-1:wnd1","7261","false",""
"tx2-7253-7252-1:tap2","tx2-7253-7252-1:wnd1","7252","false",""
"tx2-7229-7228-3:tap2","tx2-7229-7228-3:wnd1","7228","false",""
"tx2-7229-7228-2:tap2","tx2-7229-7228-2:wnd1","7228","false",""
"tx2-7229-7228-1:tap2","tx2-7229-7228-1:wnd1","7228","false",""
"tx2-7228-7227-1:tap2","tx2-7228-7227-1:wnd1","7227","false",""
"tx2-7206-7205-1:tap2","tx2-7206-7205-1:wnd1","7205","false",""
"tx2-7212-7204-1:tap2","tx2-7212-7204-1:wnd1","7204","false",""
"tx2-7211-7204-1:tap2","tx2-7211-7204-1:wnd1","7204","false",""
"tx2-7210-7204-1:tap2","tx2-7210-7204-1:wnd1","7204","false",""
"tx2-7209-7204-1:tap2","tx2-7209-7204-1:wnd1","7204","false",""
"tx2-7208-7204-1:tap2","tx2-7208-7204-1:wnd1","7204","false",""
"tx2-7207-7204-1:tap2","tx2-7207-7204-1:wnd1","7204","false",""
"tx2-7205-7204-1:tap2","tx2-7205-7204-1:wnd1","7204","false",""
"tx2-7201-7200-3:tap2","tx2-7201-7200-3:wnd1","7200","false",""
"tx2-7201-7200-2:tap2","tx2-7201-7200-2:wnd1","7200","false",""
"tx2-7201-7200-1:tap2","tx2-7201-7200-1:wnd1","7200","false",""
"tx2-7200-7199-1:tap2","tx2-7200-7199-1:wnd1","7199","false",""
"tx2-7188-7187-4:tap2","tx2-7188-7187-4:wnd1","7187","false",""
"tx2-7188-7187-3:tap2","tx2-7188-7187-3:wnd1","7187","false",""
"tx2-7188-7187-2:tap2","tx2-7188-7187-2:wnd1","7187","false",""
"tx2-7188-7187-1:tap2","tx2-7188-7187-1:wnd1","7187","false",""
"tx2-7197-7186-1:tap2","tx2-7197-7186-1:wnd1","7186","false",""
"tx2-7196-7186-1:tap2","tx2-7196-7186-1:wnd1","7186","false",""
"tx2-7195-7186-1:tap2","tx2-7195-7186-1:wnd1","7186","false",""
"tx2-7194-7186-1:tap2","tx2-7194-7186-1:wnd1","7186","false",""
"tx2-7193-7186-1:tap2","tx2-7193-7186-1:wnd1","7186","false",""
"tx2-7192-7186-1:tap2","tx2-7192-7186-1:wnd1","7186","false",""
"tx2-7191-7186-1:tap2","tx2-7191-7186-1:wnd1","7186","false",""
"tx2-7190-7186-1:tap2","tx2-7190-7186-1:wnd1","7186","false",""
"tx2-7189-7186-1:tap2","tx2-7189-7186-1:wnd1","7186","false",""
"tx2-7187-7186-2:tap2","tx2-7187-7186-2:wnd1","7186","false",""
"tx2-7187-7186-1:tap2","tx2-7187-7186-1:wnd1","7186","false",""
"tx2-7185-7184-3:tap2","tx2-7185-7184-3:wnd1","7184","false",""
"tx2-7185-7184-2:tap2","tx2-7185-7184-2:wnd1","7184","false",""
"tx2-7185-7184-1:tap2","tx2-7185-7184-1:wnd1","7184","false",""
"tx2-7177-7176-3:tap2","tx2-7177-7176-3:wnd1","7176","false",""
"tx2-7177-7176-2:tap2","tx2-7177-7176-2:wnd1","7176","false",""
"tx2-7177-7176-1:tap2","tx2-7177-7176-1:wnd1","7176","false",""
"tx2-7176-7175-2:tap2","tx2-7176-7175-2:wnd1","7175","false",""
"tx2-7176-7175-1:tap2","tx2-7176-7175-1:wnd1","7175","false",""
"tx2-7172-7171-1:tap2","tx2-7172-7171-1:wnd1","7171","false",""
"tx2-7161-7160-3:tap2","tx2-7161-7160-3:wnd1","7160","false",""
"tx2-7161-7160-2:tap2","tx2-7161-7160-2:wnd1","7160","false",""
"tx2-7161-7160-1:tap2","tx2-7161-7160-1:wnd1","7160","false",""
"tx2-7170-7159-1:tap2","tx2-7170-7159-1:wnd1","7159","false",""
"tx2-7169-7159-1:tap2","tx2-7169-7159-1:wnd1","7159","false",""
"tx2-7168-7159-1:tap2","tx2-7168-7159-1:wnd1","7159","false",""
"tx2-7167-7159-1:tap2","tx2-7167-7159-1:wnd1","7159","false",""
"tx2-7166-7159-1:tap2","tx2-7166-7159-1:wnd1","7159","false",""
"tx2-7165-7159-1:tap2","tx2-7165-7159-1:wnd1","7159","false",""
"tx2-7164-7159-1:tap2","tx2-7164-7159-1:wnd1","7159","false",""
"tx2-7163-7159-1:tap2","tx2-7163-7159-1:wnd1","7159","false",""
"tx2-7162-7159-1:tap2","tx2-7162-7159-1:wnd1","7159","false",""
"tx2-7160-7159-1:tap2","tx2-7160-7159-1:wnd1","7159","false",""
"tx2-7157-7156-3:tap2","tx2-7157-7156-3:wnd1","7156","false",""
"tx2-7157-7156-2:tap2","tx2-7157-7156-2:wnd1","7156","false",""
"tx2-7157-7156-1:tap2","tx2-7157-7156-1:wnd1","7156","false",""
"tx2-7151-7150-1:tap2","tx2-7151-7150-1:wnd1","7150","false",""
"tx2-7146-7145-1:tap2","tx2-7146-7145-1:wnd1","7145","false",""
"tx2-7132-7131-2:tap2","tx2-7132-7131-2:wnd1","7131","false",""
"tx2-7132-7131-1:tap2","tx2-7132-7131-1:wnd1","7131","false",""
"tx2-7142-7130-1:tap2","tx2-7142-7130-1:wnd1","7130","false",""
"tx2-7141-7130-1:tap2","tx2-7141-7130-1:wnd1","7130","false",""
"tx2-7140-7130-1:tap2","tx2-7140-7130-1:wnd1","7130","false",""
"tx2-7139-7130-1:tap2","tx2-7139-7130-1:wnd1","7130","false",""
"tx2-7138-7130-1:tap2","tx2-7138-7130-1:wnd1","7130","false",""
"tx2-7137-7130-1:tap2","tx2-7137-7130-1:wnd1","7130","false",""
"tx2-7136-7130-1:tap2","tx2-7136-7130-1:wnd1","7130","false",""
"tx2-7135-7130-1:tap2","tx2-7135-7130-1:wnd1","7130","false",""
"tx2-7134-7130-1:tap2","tx2-7134-7130-1:wnd1","7130","false",""
"tx2-7133-7130-1:tap2","tx2-7133-7130-1:wnd1","7130","false",""
"tx2-7131-7130-1:tap2","tx2-7131-7130-1:wnd1","7130","false",""
"tx2-7127-7126-4:tap2","tx2-7127-7126-4:wnd1","7126","false",""
"tx2-7127-7126-3:tap2","tx2-7127-7126-3:wnd1","7126","false",""
"tx2-7127-7126-2:tap2","tx2-7127-7126-2:wnd1","7126","false",""
"tx2-7127-7126-1:tap2","tx2-7127-7126-1:wnd1","7126","false",""
"tx2-7126-7125-2:tap2","tx2-7126-7125-2:wnd1","7125","false",""
"tx2-7126-7125-1:tap2","tx2-7126-7125-1:wnd1","7125","false",""
"tx2-7122-7120-1:tap2","tx2-7122-7120-1:wnd1","7120","false",""
"tx2-7121-7120-1:tap2","tx2-7121-7120-1:wnd1","7120","false",""
"tx2-7106-7105-2:tap2","tx2-7106-7105-2:wnd1","7105","false",""
"tx2-7106-7105-1:tap2","tx2-7106-7105-1:wnd1","7105","false",""
"tx2-7115-7104-1:tap2","tx2-7115-7104-1:wnd1","7104","false",""
"tx2-7114-7104-1:tap2","tx2-7114-7104-1:wnd1","7104","false",""
"tx2-7113-7104-1:tap2","tx2-7113-7104-1:wnd1","7104","false",""
"tx2-7112-7104-1:tap2","tx2-7112-7104-1:wnd1","7104","false",""
"tx2-7111-7104-1:tap2","tx2-7111-7104-1:wnd1","7104","false",""
"tx2-7110-7104-1:tap2","tx2-7110-7104-1:wnd1","7104","false",""
"tx2-7109-7104-1:tap2","tx2-7109-7104-1:wnd1","7104","false",""
"tx2-7108-7104-1:tap2","tx2-7108-7104-1:wnd1","7104","false",""
"tx2-7107-7104-1:tap2","tx2-7107-7104-1:wnd1","7104","false",""
"tx2-7105-7104-1:tap2","tx2-7105-7104-1:wnd1","7104","false",""
"tx2-7097-7096-1:tap2","tx2-7097-7096-1:wnd1","7096","false",""
"tx2-7099-7095-1:tap2","tx2-7099-7095-1:wnd1","7095","false",""
"tx2-7098-7095-1:tap2","tx2-7098-7095-1:wnd1","7095","false",""
"tx2-7096-7095-1:tap2","tx2-7096-7095-1:wnd1","7095","false",""
"tx2-7084-7083-2:tap2","tx2-7084-7083-2:wnd1","7083","false",""
"tx2-7084-7083-1:tap2","tx2-7084-7083-1:wnd1","7083","false",""
"tx2-7078-7077-1:tap2","tx2-7078-7077-1:wnd1","7077","false",""
"tx2-7082-7076-1:tap2","tx2-7082-7076-1:wnd1","7076","false",""
"tx2-7081-7076-1:tap2","tx2-7081-7076-1:wnd1","7076","false",""
"tx2-7080-7076-1:tap2","tx2-7080-7076-1:wnd1","7076","false",""
"tx2-7079-7076-1:tap2","tx2-7079-7076-1:wnd1","7076","false",""
"tx2-7077-7076-1:tap2","tx2-7077-7076-1:wnd1","7076","false",""
"tx2-7074-7073-1:tap2","tx2-7074-7073-1:wnd1","7073","false",""
"tx2-7069-7068-1:tap2","tx2-7069-7068-1:wnd1","7068","false",""
"tx2-7060-7059-1:tap2","tx2-7060-7059-1:wnd1","7059","false",""
"tx2-7066-7058-1:tap2","tx2-7066-7058-1:wnd1","7058","false",""
"tx2-7065-7058-1:tap2","tx2-7065-7058-1:wnd1","7058","false",""
"tx2-7064-7058-1:tap2","tx2-7064-7058-1:wnd1","7058","false",""
"tx2-7063-7058-1:tap2","tx2-7063-7058-1:wnd1","7058","false",""
"tx2-7062-7058-1:tap2","tx2-7062-7058-1:wnd1","7058","false",""
"tx2-7061-7058-1:tap2","tx2-7061-7058-1:wnd1","7058","false",""
"tx2-7059-7058-1:tap2","tx2-7059-7058-1:wnd1","7058","false",""
"tx2-7057-7056-1:tap2","tx2-7057-7056-1:wnd1","7056","false",""
"tx2-7049-7048-2:tap2","tx2-7049-7048-2:wnd1","7048","false",""
"tx2-7049-7048-1:tap2","tx2-7049-7048-1:wnd1","7048","false",""
"tx2-7048-7047-1:tap2","tx2-7048-7047-1:wnd1","7047","false",""
"tx2-7044-7043-1:tap2","tx2-7044-7043-1:wnd1","7043","false",""
"tx2-7046-7042-1:tap2","tx2-7046-7042-1:wnd1","7042","false",""
"tx2-7045-7042-1:tap2","tx2-7045-7042-1:wnd1","7042","false",""
"tx2-7043-7042-1:tap2","tx2-7043-7042-1:wnd1","7042","false",""
"tx2-7041-7040-2:tap2","tx2-7041-7040-2:wnd1","7040","false",""
"tx2-7041-7040-1:tap2","tx2-7041-7040-1:wnd1","7040","false",""
"tx2-7039-7038-2:tap2","tx2-7039-7038-2:wnd1","7038","false",""
"tx2-7039-7038-1:tap2","tx2-7039-7038-1:wnd1","7038","false",""
"tx2-7038-7037-1:tap2","tx2-7038-7037-1:wnd1","7037","false",""
"tx2-7036-7035-1:tap2","tx2-7036-7035-1:wnd1","7035","false",""
"tx2-7034-7029-1:tap2","tx2-7034-7029-1:wnd1","7029","false",""
"tx2-7033-7029-1:tap2","tx2-7033-7029-1:wnd1","7029","false",""
"tx2-7032-7029-1:tap2","tx2-7032-7029-1:wnd1","7029","false",""
"tx2-7031-7029-1:tap2","tx2-7031-7029-1:wnd1","7029","false",""
"tx2-7030-7029-1:tap2","tx2-7030-7029-1:wnd1","7029","false",""
"tx2-7020-7019-1:tap2","tx2-7020-7019-1:wnd1","7019","false",""
"tx2-7025-7018-1:tap2","tx2-7025-7018-1:wnd1","7018","false",""
"tx2-7024-7018-1:tap2","tx2-7024-7018-1:wnd1","7018","false",""
"tx2-7023-7018-1:tap2","tx2-7023-7018-1:wnd1","7018","false",""
"tx2-7022-7018-1:tap2","tx2-7022-7018-1:wnd1","7018","false",""
"tx2-7021-7018-1:tap2","tx2-7021-7018-1:wnd1","7018","false",""
"tx2-7019-7018-1:tap2","tx2-7019-7018-1:wnd1","7018","false",""
"tx2-7015-7014-1:tap2","tx2-7015-7014-1:wnd1","7014","false",""
"tx2-7004-7003-3:tap2","tx2-7004-7003-3:wnd1","7003","false",""
"tx2-7004-7003-2:tap2","tx2-7004-7003-2:wnd1","7003","false",""
"tx2-7004-7003-1:tap2","tx2-7004-7003-1:wnd1","7003","false",""
"tx2-7009-7002-1:tap2","tx2-7009-7002-1:wnd1","7002","false",""
"tx2-7008-7002-1:tap2","tx2-7008-7002-1:wnd1","7002","false",""
"tx2-7007-7002-1:tap2","tx2-7007-7002-1:wnd1","7002","false",""
"tx2-7006-7002-1:tap2","tx2-7006-7002-1:wnd1","7002","false",""
"tx2-7005-7002-1:tap2","tx2-7005-7002-1:wnd1","7002","false",""
"tx2-7003-7002-1:tap2","tx2-7003-7002-1:wnd1","7002","false",""
"tx2-6360-6359-1:tap2","tx2-6360-6359-1:wnd1","6359","false",""
"tx2-6355-6354-2:tap2","tx2-6355-6354-2:wnd1","6354","false",""
"tx2-6355-6354-1:tap2","tx2-6355-6354-1:wnd1","6354","false",""
"tx2-6351-6350-2:tap2","tx2-6351-6350-2:wnd1","6350","false",""
"tx2-6351-6350-1:tap2","tx2-6351-6350-1:wnd1","6350","false",""
"tx2-6350-6349-1:tap2","tx2-6350-6349-1:wnd1","6349","false",""
"tx2-6344-6343-2:tap2","tx2-6344-6343-2:wnd1","6343","false",""
"tx2-6344-6343-1:tap2","tx2-6344-6343-1:wnd1","6343","false",""
"tx2-6343-6342-1:tap2","tx2-6343-6342-1:wnd1","6342","false",""
"tx2-6335-6334-1:tap2","tx2-6335-6334-1:wnd1","6334","false",""
"tx2-6334-6333-1:tap2","tx2-6334-6333-1:wnd1","6333","false",""
"tx2-6322-6321-1:tap2","tx2-6322-6321-1:wnd1","6321","false",""
"tx2-6319-6318-1:tap2","tx2-6319-6318-1:wnd1","6318","false",""
"tx2-6316-6315-1:tap2","tx2-6316-6315-1:wnd1","6315","false",""
"tx2-6309-6308-1:tap2","tx2-6309-6308-1:wnd1","6308","false",""
"tx2-6300-6299-1:tap2","tx2-6300-6299-1:wnd1","6299","false",""
"tx2-6305-6298-1:tap2","tx2-6305-6298-1:wnd1","6298","false",""
"tx2-6304-6298-1:tap2","tx2-6304-6298-1:wnd1","6298","false",""
"tx2-6303-6298-1:tap2","tx2-6303-6298-1:wnd1","6298","false",""
"tx2-6302-6298-1:tap2","tx2-6302-6298-1:wnd1","6298","false",""
"tx2-6301-6298-1:tap2","tx2-6301-6298-1:wnd1","6298","false",""
"tx2-6299-6298-1:tap2","tx2-6299-6298-1:wnd1","6298","false",""
"tx2-6294-6293-1:tap2","tx2-6294-6293-1:wnd1","6293","false",""
"tx2-6297-6292-1:tap2","tx2-6297-6292-1:wnd1","6292","false",""
"tx2-6296-6292-1:tap2","tx2-6296-6292-1:wnd1","6292","false",""
"tx2-6295-6292-1:tap2","tx2-6295-6292-1:wnd1","6292","false",""
