"ID","MW1","MVAr1","MW2","MVAr2","InService","SETelemMW1","SETelemMVAr1","SETelemMW2","SETelemMVAr2","SESigmaMW1","SESigmaMVAr1","SESigmaMW2","SESigmaMVAr2"
"ln-1069-1082-1",-50.31593,15.285587,50.88574,-14.202595,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1079-3048-1",368.04086,-86.60812,-366.32132,0.9262085,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1079-3048-2",368.04086,-86.60812,-366.32132,0.9262085,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1081-3058-1",107.6996,-25.053406,-106.66235,17.248535,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1084-3130-1",54.234684,10.606384,-53.633213,-9.298801,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1085-1086-1",24.838757,-10.649967,-24.603153,9.365034,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1085-1090-1",9.11026,-10.502386,-9.076632,8.317471,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1091-2029-1",18.5261,-5.249548,-18.398594,-2.5307178,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1091-2048-1",12.758136,-3.9786339,-12.723565,-0.59041977,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-1091-2098-1",-42.906284,5.934906,43.005753,-6.6921234,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2001-2022-1",-65.73563,-7.555008,66.10065,7.4220657,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2001-2027-1",17.378473,-6.145859,-17.347288,4.2381287,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2002-2021-1",-733.63293,29.148102,738.78296,-46.77658,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2002-2101-1",533.687,-35.424805,-532.8222,20.629883,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2003-2038-1",42.555428,7.688904,-42.490673,-8.359909,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2003-2047-1",157.27263,-9.191895,-156.95667,11.068726,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2007-2114-1",-76.26788,-3.8581848,76.78235,4.23851,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2007-2122-1",66.72774,1.1558533,-66.34602,-1.3616562,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2008-2014-1",10.297346,-2.9919624,-10.274124,-1.671505,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2008-2052-1",-18.358349,0.7086754,18.42091,-4.4133186,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2009-2049-1",-103.44591,22.979641,104.77754,-18.892288,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2009-2082-1",-8.572054,57.174683,8.814716,-57.741356,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2009-2109-1",72.88313,26.999092,-72.459076,-26.778984,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2010-2061-1",16.242195,-7.246971,-16.175293,2.3306847,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2010-2079-1",-34.317993,3.5550117,34.55789,-6.9067,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2010-2091-1",-38.729286,10.892773,39.128017,-14.623737,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2011-2127-1",267.05524,-73.498535,-266.33453,-11.589813,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2012-2041-1",-72.03617,15.188789,72.680954,-15.242195,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2012-2052-1",43.62085,-0.083732605,-43.25786,-2.6219368,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2012-2093-1",28.99952,-7.883072,-28.912973,6.036949,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2012-2123-1",-117.34648,26.04351,118.71476,-22.460365,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2014-2029-1",-15.153909,-5.531502,15.197587,1.6243935,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2015-2037-1",8.852434,-30.93586,-8.768845,29.494667,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2015-5014-1",-13.538599,29.608536,13.645029,-31.11248,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2016-2043-1",-19.043064,11.060715,19.07196,-12.177277,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2016-2069-1",-25.111961,-15.343666,25.180864,13.866997,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2016-2069-2",-25.111961,-15.343666,25.180864,13.866997,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2017-2096-1",-257.59076,-48.34671,259.2626,-145.20569,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2017-2127-1",286.40567,-167.51022,-285.57416,100.76294,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2018-2093-1",-28.818274,3.9377213,28.912926,-6.036949,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2020-2045-1",167.00192,-15.751648,-166.7265,17.015076,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2020-2055-1",-214.9746,2.1621704,215.45067,0.8911133,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2021-2113-1",-673.1125,61.517334,673.55725,-64.434814,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2022-2040-1",12.650394,-2.5297165,-12.615776,-2.1032333,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2022-2064-1",93.06855,6.029129,-92.592285,-5.0548553,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2025-2055-1",-33.336067,-24.520874,33.37555,24.227142,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2025-2067-1",-6.282139,13.295746,6.2893867,-13.906097,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2026-2058-1",-63.27913,12.50391,64.274536,-13.827419,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2026-2128-1",44.70911,-17.760658,-44.44909,16.28952,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2027-2090-1",13.792324,-5.2453995,-13.75823,1.9083023,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2028-2045-1",-143.34012,26.95198,144.1218,-23.418427,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2028-2109-1",-38.46402,-18.491745,38.649033,17.20028,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2028-2112-1",167.56625,-12.494278,-166.51353,17.595673,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2030-2106-1",67.31593,-16.638756,-66.7398,16.810417,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2030-2122-1",-114.461044,3.2819748,115.45062,0.39424896,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2031-2048-1",33.462597,-12.642097,-33.181335,8.742809,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2031-2087-1",-39.228558,11.009216,39.58793,-14.288807,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2032-2114-1",-59.6252,-0.9399414,60.011627,0.35705566,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2032-2122-1",56.27134,-0.01001358,-55.82745,-0.93774796,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2033-2129-1",38.718987,-14.934158,-38.6281,14.281464,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2033-5288-1",-52.29049,11.088562,52.561615,-11.868668,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2034-2043-1",23.337078,-11.805725,-23.3078,10.977554,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2034-2046-1",-28.6767,10.293198,28.719711,-11.124039,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2035-2066-1",-61.455418,10.929775,61.995827,-12.016106,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2035-2091-1",56.772446,-12.255859,-56.174088,9.794521,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2036-2055-1",-89.621735,38.744354,89.82849,-38.321686,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2036-2082-1",48.03562,-50.52643,-47.92118,50.508118,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2037-2065-1",140.7919,-36.01799,-139.94594,39.719772,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2037-2110-1",-135.52417,5.532074,136.07092,-3.262329,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2038-2081-1",39.8869,7.621193,-39.782097,-8.893204,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2039-2086-1",-53.0148,8.581352,53.26414,-9.188271,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2039-5285-1",-22.837973,5.2375793,22.870255,-6.6833496,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2039-5455-1",70.29347,-15.393829,-70.098495,15.468979,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2040-2114-1",-31.096767,1.3160706,31.322563,-5.417156,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2040-2121-1",27.809477,-3.718567,-27.740622,2.1635056,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2041-2058-1",-13.058043,0.98934174,13.08074,-3.9510727,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2044-2065-1",4.894829,-17.765617,-4.864788,15.734863,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2044-2102-1",-32.2999,10.000992,32.467842,-12.337303,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2046-2063-1",-50.854015,4.853821,50.947285,-5.4489136,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2047-2092-1",142.0013,-15.307236,-141.24884,18.597794,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2048-2079-1",39.487885,-9.969902,-39.03687,5.637169,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2049-2061-1",-116.348526,15.611649,117.565796,-11.248016,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2050-2090-1",-36.311245,-1.3486862,36.628498,-2.1143913,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2050-5268-1",32.654045,0.3124237,-32.516384,-2.3906708,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2051-2080-1",141.76508,-34.649467,-140.26714,41.04576,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2051-2112-1",-159.61499,29.594612,161.97139,-18.881226,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2053-5285-1",33.108116,-5.581665,-33.022022,3.8078308,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2053-5362-1",-62.241196,-2.6717186,62.68228,2.0150185,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2054-2127-1",-274.30142,28.827667,306.0503,-226.33057,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2054-5236-1",458.6191,-127.09198,-456.85654,83.84247,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2058-2123-1",-17.548752,2.6355743,17.564583,-3.7029266,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2060-2064-1",-82.133194,-1.5745163,82.54535,2.2083282,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2060-5136-1",78.33795,0.49934387,-78.078224,-0.1991272,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2063-2092-1",-116.563416,27.595139,117.14096,-25.42839,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2065-2126-1",66.450356,21.167946,-66.11419,-21.49105,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2066-2073-1",-69.108795,10.0019455,69.62759,-10.238171,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2067-2068-1",-60.256195,-1.3847351,60.62305,0.64811707,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2068-2088-1",-66.38279,-2.280426,66.44249,2.2323608,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2069-2072-1",-99.406624,33.28705,99.99852,-31.503296,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2069-5074-1",27.120447,47.831726,-26.81346,-48.602867,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2070-2088-1",15.815926,4.2907715,-15.809631,-4.942322,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2070-5237-1",96.520325,-12.322807,-95.83488,13.694382,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2072-2102-1",-109.703156,28.753662,110.75864,-25.087547,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2073-2087-1",47.936035,-14.104271,-47.4839,12.053108,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2073-3079-1",-21.729778,3.4523964,21.796906,-7.2104454,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2074-3115-1",-73.485374,24.248886,73.79365,-22.937393,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2077-2110-1",145.13664,-40.446472,-144.6596,42.580414,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2077-2133-1",-60.8943,38.622284,61.049557,-38.638687,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2080-2086-1",55.88839,-9.377193,-55.457283,8.567238,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2080-2133-1",67.44701,-36.463737,-66.728424,37.029743,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2081-2129-1",35.31811,7.6280594,-35.15172,-9.578323,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2090-2121-1",-25.29416,-0.4808426,25.406694,-2.8245926,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2097-3096-1",-182.41548,16.160393,184.20035,-17.707634,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2101-5083-1",249.66774,-20.281982,-249.30763,-24.143982,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2102-2107-1",139.82811,29.89273,-139.51569,-28.266907,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2106-2124-1",63.976288,-6.0440063,-63.77201,5.854416,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2106-2129-1",-11.639309,-14.847183,11.654282,14.025116,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2107-2125-1",65.36398,7.2592735,-64.89461,-7.693863,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2108-2130-1",-57.870674,9.272766,58.19769,-9.892464,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2108-5472-1",55.725624,-9.880543,-55.21102,8.840179,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2111-5187-1",36.111378,-12.179947,-35.92186,10.334015,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2111-5472-1",-50.064323,8.227158,50.64497,-10.134125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2113-5049-1",615.6839,22.568512,-613.7099,-59.428406,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2113-8126-1",-424.05566,-164.28604,425.15344,99.56818,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2124-5450-1",42.486572,-11.885071,-42.384052,10.923386,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2125-5078-1",-14.76779,11.938858,14.806128,-13.746643,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2125-5215-1",75.60673,-5.3943634,-75.40836,5.5740356,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2126-5220-1",51.8795,17.457962,-51.76644,-17.91687,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2127-5164-1",506.75174,-49.216175,-481.82846,-14.680958,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2129-5141-1",55.492306,-20.606995,-55.33476,20.24002,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-2131-3021-1",-70.210335,13.587093,71.32119,-10.147953,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3001-6177-1",-108.19251,-15.605545,108.95555,10.482216,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3001-6285-1",-16.787647,-19.928932,16.82117,11.697578,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3002-3107-1",12.034035,-2.2403717,-12.014794,1.2656212,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3003-3103-1",97.47901,-5.424309,-96.48643,8.7703705,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3003-3141-1",-69.37523,-0.7926941,69.491196,1.1306763,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3005-3052-1",6.291127,3.6509514,-6.2461853,-5.892658,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3005-3126-1",-13.631952,-5.728817,13.677168,4.1434765,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3006-3049-1",66.164185,-14.149189,-65.35015,16.610622,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3006-3145-1",-73.511246,12.066746,74.469185,-9.309673,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3007-3013-1",53.18788,-14.06846,-52.362144,15.74893,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3007-3137-1",-51.062157,-0.97236633,51.28331,1.3729095,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3007-3145-1",-17.089748,10.802364,17.1548,-11.802292,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3008-3036-1",51.831097,-12.736416,-50.80508,14.5160675,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3008-3140-1",-92.29253,24.199343,94.881744,-14.4489765,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-3008-3143-1",20.652437,-17.075682,-20.34185,16.442442,true,true,true,true,true,1.0,1.0,1.0,1.0
