"ID","MW","MVAr","ConstMvaMW","ConstMvaMVAr","ConstIMW","ConstIMVAr","ConstYMW","ConstYMVAr","InService"
"load-1064-1",116.81,33.101,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1064-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1067-1",97.138,27.52,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1068-1",56.066,15.885,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1068-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1071-1",87.466,24.779,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1083-1",36.792,10.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1085-1",20.003,5.6628,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1085-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1086-1",37.254,10.556,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1087-1",0.85459,0.24416998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1089-1",38.472,10.897,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1089-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1091-1",10.909,3.0888,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-1091-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2001-1",38.395,10.877,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2001-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2007-1",7.9139004,2.2398,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2008-1",7.8525,2.2213,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2009-1",34.485,9.771,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-1",50.315,14.250999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-4",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2010-5",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2014-1",23.971,6.7868004,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2014-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2015-1",4.146,1.1757,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2016-1",53.970997,15.293999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2020-1",42.265,11.974,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2022-1",9.5663,2.7143,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2025-1",36.435,10.327,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-1",17.371,4.9203,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2026-4",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2027-1",3.0492,0.86752,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2028-1",13.095,3.706,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2029-1",3.0924,0.87941,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2030-1",39.115,11.083,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2030-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2031-1",5.3714,1.5174,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2031-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2031-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2032-1",2.6597,0.75424,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2033-1",12.097,3.4322002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2033-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2034-1",3.9189,1.1082,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2035-1",4.1514,1.1798,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2035-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2036-1",36.644,10.379,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2037-1",3.094,0.87517,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2037-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2038-1",1.871,0.53251,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2039-1",4.9064,1.3943,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2040-1",12.624,3.5807,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2043-1",3.1117,0.88066,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2044-1",20.108,5.6949,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2045-1",19.921,5.6388,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2046-1",16.241,4.6014,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2047-1",10.766,3.0513,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2047-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2048-1",5.6867,1.6121,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2049-1",10.247,2.905,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2049-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2049-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2050-1",2.9058,0.8257,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2051-1",15.780001,4.4731,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2052-1",23.622,6.6947,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2052-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2053-1",25.706,7.2802,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2055-1",43.719,12.388,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2060-1",2.7346,0.77721,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2063-1",48.157,13.643,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2064-1",7.2320995,2.0509,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2064-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2065-1",69.271,19.625,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2066-1",6.4330006,1.8277,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2066-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2066-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2067-1",47.551,13.472,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2068-1",5.0749,1.4361,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2069-1",16.087,4.5574,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2072-1",8.1043,2.2952,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2079-1",3.974,1.1266,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2080-1",15.605,4.4244,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2081-1",3.6998,1.0452,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2082-1",51.402004,14.568,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2086-1",1.936,0.54809,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2087-1",7.7094,2.186,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2090-1",2.0786,0.59266,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2091-1",16.631,4.7112,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2092-1",9.5155,2.6956,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2106-1",8.478,2.4021,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2107-1",43.656,12.37,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2108-1",1.7760001,0.50625,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2109-1",27.618998,7.8258,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2110-1",7.0738,2.0011,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2111-1",10.078,2.8537,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2111-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2112-1",4.4452,1.2631,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2114-1",57.897995,16.401,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2121-1",2.316,0.65603,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2122-1",5.743,1.6238,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2124-1",18.466,5.2301,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2125-1",3.5214,0.99745,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2126-1",14.156,4.0063,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2129-1",3.9417,1.1177,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2132-1",11.218,3.1755998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-2133-1",5.2807,1.4968,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3002-1",99.698,28.25,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3005-1",6.484,1.8374,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3005-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3005-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3006-1",6.6878,1.8926,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3007-1",7.983,2.2625,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3008-1",12.068,3.4175,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3008-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3009-1",9.0502,2.5621,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3010-1",2.1443,0.6061,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3011-1",21.736,6.1587,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3011-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3012-1",0.49107996,0.14031,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3013-1",34.548,9.7874,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3014-1",17.673,5.0046,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3015-1",4.8204,1.367,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3021-1",1.6792002,0.47606,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3021-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3022-1",24.427,6.9237003,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3023-1",8.3098,2.3548,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3024-1",8.3561,2.3674,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3025-1",9.5509,2.7039,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3029-1",3.5323002,1.0009,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3030-1",115.04,32.592,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3031-1",10.625,3.0078,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3032-1",50.242,14.232999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3035-1",2.2399,0.6326,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3036-1",3.5333,0.9990699,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3036-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3040-1",13.493,3.8234,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3042-1",7.8690996,2.2303,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3042-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3049-1",8.4226,2.3883,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3051-1",131.52,37.269,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3051-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3052-1",6.5112004,1.8454001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3066-1",18.797,5.3243,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3069-1",2.8625,0.81142,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3072-1",5.844,1.6613,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3075-1",9.7538,2.7628,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3076-1",4.9653,1.4081,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3077-1",56.902004,16.119,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3093-1",5.0156,1.4203,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3099-1",10.011,2.8343,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3100-1",7.0637,2.004,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3101-1",7.3689,2.0864,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3101-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3101-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3102-1",62.323006,17.655,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3103-1",32.561,9.225,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3103-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3107-1",13.098,3.7083,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3108-1",19.921,5.6409,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3114-1",69.25,19.618,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3114-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3115-1",8.7169,2.4659,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3115-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3123-1",53.27,15.093,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3124-1",47.723,13.524,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3125-1",48.698,13.799,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3126-1",6.5545,1.8558002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3128-1",2.4695,0.70056,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-1",81.946,23.219,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3130-4",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3132-1",8.1773,2.318,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3136-1",46.343,13.124999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3138-1",9.7374,2.7567,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3138-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3139-1",12.355,3.5029,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3139-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3139-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3140-1",0.18382,0.050132,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3142-1",6.5946007,1.8655,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3142-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3143-1",5.1805,1.4686,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3144-1",5.0093,1.4145,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3144-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3144-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3145-1",2.586,0.73005,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3145-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3146-1",7.7719,2.2012,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-3146-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4001-1",20.364,5.7705,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4002-1",1.0031,0.28803,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4003-1",117.49999,33.297,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4005-1",107.01001,30.322,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4006-1",2.4088,0.68322,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4006-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4007-1",169.54,48.039,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4008-1",28.305998,8.0239,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4011-1",12.867,3.6476998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4012-1",8.8154,2.4958,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4013-1",90.816,25.735,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4015-1",139.98,39.662,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4016-1",5.6043,1.5870999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4017-1",40.08,11.358,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4018-1",6.0881,1.7224,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4019-1",95.656,27.099,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4019-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4020-1",103.35,29.284,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4021-1",28.254,8.007,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4022-1",5.176,1.4709,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4023-1",4.9395,1.3959,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4027-1",64.038,18.144,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4031-1",2.6735,0.7583,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4032-1",84.691,23.992,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4033-1",122.74,34.775,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4034-1",37.086,10.503,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4035-1",58.63,16.613,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4036-1",30.043,8.5152,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4036-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4037-1",23.246,6.5885997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4038-1",67.424,19.102,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4038-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4040-1",204.58998,57.969006,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4042-1",132.76,37.617,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4042-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4043-1",2.2577,0.63983,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4048-1",12.141,3.4383,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4051-1",57.937004,16.417,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4051-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4053-1",0.088187,0.024051,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4054-1",4.8062,1.3646,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4055-1",7.9569006,2.2555,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4055-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4064-1",3.9439998,1.1179,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4066-1",85.916,24.344,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4067-1",89.027,25.224,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4068-1",12.556,3.5572,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4068-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4069-1",1.8975,0.53703,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4071-1",157.13,44.525,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4072-1",23.123,6.5510006,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4078-1",37.593,10.652,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4079-1",138.31,39.187,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4086-1",18.022,5.1062,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4087-1",1.5418,0.43732998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4088-1",203.66,57.699,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4089-1",5.4219,1.5383,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4099-1",15.095,4.2787,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4100-1",50.207,14.229,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4101-1",99.086,28.077,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4102-1",19.632,5.5638,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4103-1",146.73,41.573,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4106-1",30.498999,8.6422,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4107-1",74.621,21.146,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4108-1",21.434,6.0731,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4109-1",83.844,23.756,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4110-1",50.761,14.383,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4111-1",92.123,26.102001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4111-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4112-1",4.2218,1.1933,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4117-1",17.812,5.0447,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4118-1",12.838,3.6348,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4119-1",53.23,15.087,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4119-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4120-1",37.531,10.633,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4121-1",3.6097999,1.0188,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4122-1",127.67,36.174,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4123-1",60.023,17.005,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4124-1",22.176,6.2853003,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4124-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4125-1",3.2587,0.92691,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4126-1",112.75001,31.944,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4127-1",74.116,20.998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4128-1",118.31,33.526,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4128-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-1",14.920001,4.2319,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-2",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-3",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-4129-4",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
