"ID","SynchronousMachineOperatingMode","AVRMode","KVSetPoint","MVArSetPoint","MVAr","InService"
"Gen gen-5303-1:SM",GEN,ON,14.227965,0.0,184.15298,true
"Gen gen-5319-1:SM",GEN,ON,13.332129,0.0,18.719482,true
"Gen gen-5321-1:SM",GEN,ON,13.33213,0.0,19.428253,true
"Gen gen-5324-1:SM",GEN,ON,14.150363,0.0,104.82178,true
"Gen gen-5325-1:SM",GEN,ON,14.144779,0.0,104.84009,true
"Gen gen-5326-1:SM",GEN,ON,13.899466,0.0,30.926514,true
"Gen gen-5342-1:SM",GEN,ON,13.774049,0.0,-0.14,true
"Gen gen-5343-1:SM",GEN,ON,13.75315,0.0,-3.4299998,true
"Gen gen-5360-1:SM",GEN,ON,13.937945,0.0,-61.988068,true
"Gen gen-5363-1:SM",GEN,ON,13.806671,0.0,-1.15,true
"Gen gen-5364-1:SM",GEN,ON,13.800003,0.0,-9.538269,true
"Gen gen-5365-1:SM",GEN,ON,13.80001,0.0,-2.42424,true
"Gen gen-5366-1:SM",GEN,ON,13.80001,0.0,-2.1137235,true
"Gen gen-5367-1:SM",GEN,ON,13.80001,0.0,-1.7967224,true
"Gen gen-5368-1:SM",GEN,ON,13.80001,0.0,-5.5282593,true
"Gen gen-5369-1:SM",GEN,ON,13.80001,0.0,-1.7547607,true
"Gen gen-5382-1:SM",GEN,ON,14.077859,0.0,53.25775,true
"Gen gen-5383-1:SM",GEN,ON,14.105029,0.0,59.66606,true
"Gen gen-5399-1:SM",GEN,ON,13.874535,0.0,-15.828705,true
"Gen gen-5403-1:SM",GEN,ON,18.22391,0.0,23.18306,true
"Gen gen-5404-1:SM",GEN,ON,18.150286,0.0,12.955093,true
"Gen gen-5405-1:SM",GEN,ON,18.152237,0.0,13.258362,true
"Gen gen-5406-1:SM",GEN,ON,18.216444,0.0,22.716522,true
"Gen gen-5415-1:SM",GEN,ON,13.8,0.0,-6.1410904,true
"Gen gen-5416-1:SM",GEN,ON,13.800005,0.0,-5.6777954,true
"Gen gen-5417-1:SM",GEN,ON,13.8,0.0,-6.620407,true
"Gen gen-5418-1:SM",GEN,ON,13.799999,0.0,-8.525086,true
"Gen gen-5419-1:SM",GEN,ON,13.803034,0.0,-13.19,true
"Gen gen-5423-1:SM",GEN,ON,13.842169,0.0,-1.38,true
"Gen gen-5444-4:SM",GEN,ON,505.03464,0.0,42.060795,true
"Gen gen-5444-5:SM",GEN,ON,505.03464,0.0,42.060795,true
"Gen gen-5444-7:SM",GEN,ON,505.03464,0.0,20.564325,true
"Gen gen-5444-8:SM",GEN,ON,505.03464,0.0,20.564325,true
"Gen gen-6006-1:SM",GEN,ON,14.2777405,0.0,77.74125,true
"Gen gen-6008-1:SM",GEN,ON,14.2900915,0.0,74.14856,true
"Gen gen-6009-1:SM",GEN,ON,14.352278,0.0,65.57388,true
"Gen gen-6010-1:SM",GEN,ON,14.323785,0.0,77.88811,true
"Gen gen-6041-1:SM",GEN,ON,13.971481,0.0,-0.87661743,true
"Gen gen-6042-1:SM",GEN,ON,14.110402,0.0,33.095932,true
"Gen gen-6051-1:SM",GEN,ON,13.963613,0.0,-6.3610077,true
"Gen gen-6053-1:SM",GEN,ON,13.969045,0.0,-3.9146423,true
"Gen gen-6054-1:SM",GEN,ON,14.070557,0.0,11.700058,true
"Gen gen-6069-1:SM",GEN,ON,18.443958,0.0,51.467133,true
"Gen gen-6070-1:SM",GEN,ON,18.540213,0.0,42.573933,true
"Gen gen-6071-1:SM",GEN,ON,18.401888,0.0,40.9317,true
"Gen gen-6073-1:SM",GEN,ON,18.505978,0.0,61.502075,true
"Gen gen-6074-1:SM",GEN,ON,18.507046,0.0,61.2381,true
"Gen gen-6078-1:SM",GEN,ON,21.999886,0.0,-17.771149,true
"Gen gen-6079-1:SM",GEN,ON,22.03,0.0,-13.549805,true
"Gen gen-6080-1:SM",GEN,ON,21.999792,0.0,-27.748108,true
"Gen gen-6082-1:SM",GEN,ON,13.84347,0.0,-0.8242607,true
"Gen gen-6083-1:SM",GEN,ON,13.983744,0.0,4.1328907,true
"Gen gen-6085-1:SM",GEN,OFF,13.702933,0.0,0.0,true
"Gen gen-6086-1:SM",GEN,OFF,13.700899,0.0,0.0,true
"Gen gen-6088-1:SM",GEN,OFF,13.704178,0.0,0.0,true
"Gen gen-6089-1:SM",GEN,OFF,13.70387,0.0,0.0,true
"Gen gen-6090-1:SM",GEN,OFF,13.703212,0.0,0.0,true
"Gen gen-6104-1:SM",GEN,ON,13.863124,0.0,17.025375,true
"Gen gen-6105-1:SM",GEN,ON,13.923003,0.0,22.094727,true
"Gen gen-6106-1:SM",GEN,ON,13.843202,0.0,26.605988,true
"Gen gen-6110-1:SM",GEN,ON,14.352697,0.0,137.03384,true
"Gen gen-6111-1:SM",GEN,ON,14.352712,0.0,138.58414,true
"Gen gen-6145-1:SM",GEN,ON,14.214261,0.0,57.233047,true
"Gen gen-6146-1:SM",GEN,ON,14.214284,0.0,69.753265,true
"Gen gen-6147-1:SM",GEN,ON,14.21427,0.0,69.74335,true
"Gen gen-6149-1:SM",GEN,ON,14.2148485,0.0,217.10663,true
"Gen gen-6164-1:SM",GEN,ON,14.214268,0.0,69.2379,true
"Gen gen-6165-1:SM",GEN,ON,14.214238,0.0,61.735916,true
"Gen gen-6166-1:SM",GEN,ON,14.132471,0.0,68.77594,true
"Gen gen-6167-1:SM",GEN,ON,14.214308,0.0,79.06113,true
"Gen gen-6213-1:SM",GEN,ON,14.182296,0.0,12.277794,true
"Gen gen-6214-1:SM",GEN,ON,14.300202,0.0,53.927612,true
"Gen gen-6215-1:SM",GEN,ON,14.112957,0.0,3.9978027,true
"Gen gen-6216-1:SM",GEN,ON,14.195876,0.0,41.337585,true
"Gen gen-6242-1:SM",GEN,ON,14.291768,0.0,21.530342,true
"Gen gen-6243-1:SM",GEN,ON,14.336124,0.0,69.90051,true
"Gen gen-6244-1:SM",GEN,ON,14.352328,0.0,91.64811,true
"Gen gen-6245-1:SM",GEN,ON,14.352389,0.0,106.86264,true
"Gen gen-6246-1:SM",GEN,ON,14.244496,0.0,88.87634,true
"Gen gen-6247-1:SM",GEN,ON,14.20899,0.0,41.900635,true
"Gen gen-6248-1:SM",GEN,ON,14.313869,0.0,67.64755,true
"Gen gen-6249-1:SM",GEN,ON,14.352219,0.0,58.30803,true
"Gen gen-6257-1:SM",GEN,ON,14.076143,0.0,41.56952,true
"Gen gen-6258-1:SM",GEN,ON,14.076076,0.0,22.348785,true
"Gen gen-6260-1:SM",GEN,ON,14.076151,0.0,44.65866,true
"Gen gen-6266-1:SM",GEN,ON,13.719986,0.0,0.0,true
"Gen gen-6267-1:SM",GEN,ON,13.716941,0.0,-0.1178503,true
"Gen gen-6268-1:SM",GEN,ON,13.7209215,0.0,0.0,true
"Gen gen-6269-1:SM",GEN,ON,13.716602,0.0,-0.11795759,true
"Gen gen-6274-1:SM",GEN,ON,13.715379,0.0,-0.13713837,true
"Gen gen-6295-1:SM",GEN,ON,14.076071,0.0,19.655611,true
"Gen gen-6296-1:SM",GEN,ON,14.076066,0.0,23.258972,true
"Gen gen-6297-1:SM",GEN,ON,14.076044,0.0,8.397674,true
"Gen gen-6302-1:SM",GEN,ON,22.333008,0.0,-2.181244,true
"Gen gen-6303-1:SM",GEN,ON,22.434814,0.0,53.77655,true
"Gen gen-6304-1:SM",GEN,ON,22.360981,0.0,2.5981903,true
"Gen gen-6305-1:SM",GEN,ON,22.335014,0.0,-3.5133362,true
"Gen gen-6346-1:SM",GEN,ON,502.88065,0.0,-13.249999,true
"Gen gen-6349-11:SM",GEN,ON,505.92136,0.0,9.255372,true
"Gen gen-6349-7:SM",GEN,ON,505.92136,0.0,32.61711,true
"Gen gen-6349-8:SM",GEN,ON,505.92136,0.0,32.61711,true
"Gen gen-7005-1:SM",GEN,ON,14.352167,0.0,40.7547,true
"Gen gen-7006-1:SM",GEN,ON,14.337347,0.0,63.446808,true
"Gen gen-7007-1:SM",GEN,ON,14.352214,0.0,47.18323,true
"Gen gen-7008-1:SM",GEN,ON,14.352192,0.0,44.324875,true
"Gen gen-7009-1:SM",GEN,ON,14.352167,0.0,40.145874,true
"Gen gen-7021-1:SM",GEN,ON,18.310596,0.0,8.507919,true
"Gen gen-7022-1:SM",GEN,ON,18.44178,0.0,21.397018,true
"Gen gen-7023-1:SM",GEN,ON,18.35263,0.0,19.70787,true
"Gen gen-7024-1:SM",GEN,ON,18.303501,0.0,35.07614,true
"Gen gen-7031-1:SM",GEN,OFF,13.90993,0.0,0.0,true
"Gen gen-7032-1:SM",GEN,OFF,13.92104,0.0,0.0,true
"Gen gen-7033-1:SM",GEN,OFF,13.919908,0.0,0.0,true
"Gen gen-7045-1:SM",GEN,ON,20.600437,0.0,82.107544,true
"Gen gen-7046-1:SM",GEN,ON,20.432285,0.0,81.61011,true
"Gen gen-7061-1:SM",GEN,ON,13.949002,0.0,1.9432068,true
"Gen gen-7062-1:SM",GEN,ON,13.95354,0.0,3.3248901,true
"Gen gen-7063-1:SM",GEN,ON,13.95111,0.0,2.1381378,true
"Gen gen-7064-1:SM",GEN,ON,13.959696,0.0,6.715393,true
"Gen gen-7065-1:SM",GEN,ON,13.958039,0.0,4.9461365,true
"Gen gen-7066-1:SM",GEN,ON,13.95464,0.0,3.704071,true
"Gen gen-7079-1:SM",GEN,ON,14.352167,0.0,37.39395,true
"Gen gen-7080-1:SM",GEN,ON,14.352137,0.0,29.811478,true
"Gen gen-7081-1:SM",GEN,ON,14.352139,0.0,30.386353,true
"Gen gen-7082-1:SM",GEN,ON,14.352167,0.0,36.113358,true
"Gen gen-7098-1:SM",GEN,ON,13.80103,0.0,150.81139,true
"Gen gen-7099-1:SM",GEN,ON,13.800206,0.0,-0.61264044,true
"Gen gen-7107-1:SM",GEN,ON,24.866827,0.0,52.62146,true
"Gen gen-7108-1:SM",GEN,ON,24.958782,0.0,20.645714,true
"Gen gen-7109-1:SM",GEN,ON,24.911356,0.0,19.56711,true
"Gen gen-7110-1:SM",GEN,ON,24.960377,0.0,51.823044,true
"Gen gen-7111-1:SM",GEN,ON,24.960373,0.0,50.530624,true
"Gen gen-7112-1:SM",GEN,ON,24.956926,0.0,79.26483,true
"Gen gen-7113-1:SM",GEN,ON,24.960302,0.0,43.346786,true
"Gen gen-7114-1:SM",GEN,ON,24.940987,0.0,77.84118,true
"Gen gen-7115-1:SM",GEN,ON,24.940083,0.0,77.84271,true
"Gen gen-7133-1:SM",GEN,ON,14.179221,0.0,-1.5281677,true
"Gen gen-7134-1:SM",GEN,ON,14.150736,0.0,-21.827698,true
"Gen gen-7135-1:SM",GEN,ON,14.138269,0.0,-22.05925,true
"Gen gen-7136-1:SM",GEN,ON,14.131693,0.0,-22.140121,true
"Gen gen-7137-1:SM",GEN,ON,14.133887,0.0,-22.166824,true
"Gen gen-7138-1:SM",GEN,ON,14.152655,0.0,-40.708923,true
"Gen gen-7139-1:SM",GEN,ON,14.153744,0.0,-6.228256,true
"Gen gen-7140-1:SM",GEN,ON,14.156994,0.0,-6.1689377,true
"Gen gen-7141-1:SM",GEN,ON,14.170428,0.0,-5.966568,true
"Gen gen-7142-1:SM",GEN,ON,14.162643,0.0,-6.108284,true
"Gen gen-7146-1:SM",GEN,ON,13.913174,0.0,-1.1248589,true
"Gen gen-7162-1:SM",GEN,ON,18.236927,0.0,10.0681305,true
"Gen gen-7163-1:SM",GEN,ON,18.322964,0.0,26.387405,true
"Gen gen-7164-1:SM",GEN,ON,18.255138,0.0,15.174866,true
"Gen gen-7165-1:SM",GEN,ON,18.237953,0.0,10.65979,true
"Gen gen-7166-1:SM",GEN,ON,18.36366,0.0,30.659485,true
"Gen gen-7167-1:SM",GEN,ON,18.421862,0.0,35.123062,true
"Gen gen-7168-1:SM",GEN,ON,18.261143,0.0,13.02948,true
"Gen gen-7169-1:SM",GEN,ON,18.227081,0.0,5.9852595,true
"Gen gen-7170-1:SM",GEN,ON,18.4583,0.0,114.7377,true
"Gen gen-7189-1:SM",GEN,ON,14.108293,0.0,-0.76847076,true
"Gen gen-7190-1:SM",GEN,ON,14.192305,0.0,11.35025,true
"Gen gen-7192-1:SM",GEN,ON,14.107647,0.0,-1.1751175,true
"Gen gen-7193-1:SM",GEN,ON,14.109558,0.0,-0.82740784,true
"Gen gen-7194-1:SM",GEN,ON,14.21427,0.0,51.284027,true
"Gen gen-7195-1:SM",GEN,ON,14.214229,0.0,44.16008,true
"Gen gen-7196-1:SM",GEN,ON,14.167972,0.0,43.372345,true
"Gen gen-7197-1:SM",GEN,ON,14.115408,0.0,2.4795532,true
"Gen gen-7208-1:SM",GEN,ON,18.720402,0.0,67.22412,true
"Gen gen-7209-1:SM",GEN,ON,18.720587,0.0,97.74627,true
"Gen gen-7210-1:SM",GEN,ON,18.720154,0.0,28.09143,true
"Gen gen-7211-1:SM",GEN,ON,18.720236,0.0,39.437866,true
"Gen gen-7212-1:SM",GEN,ON,18.720154,0.0,25.613403,true
"Gen gen-7266-1:SM",GEN,ON,14.152482,0.0,-33.805847,true
"Gen gen-7267-1:SM",GEN,ON,14.122857,0.0,-10.057831,true
"Gen gen-7268-1:SM",GEN,ON,14.168257,0.0,-10.054016,true
"Gen gen-7269-1:SM",GEN,ON,14.127173,0.0,-10.05764,true
"Gen gen-7270-1:SM",GEN,ON,14.15479,0.0,-20.114136,true
"Gen gen-7285-1:SM",GEN,OFF,13.475594,0.0,0.0,true
"Gen gen-7286-1:SM",GEN,OFF,13.476206,0.0,0.0,true
"Gen gen-7287-1:SM",GEN,OFF,13.473262,0.0,0.0,true
"Gen gen-7288-1:SM",GEN,OFF,13.476017,0.0,0.0,true
"Gen gen-7289-1:SM",GEN,OFF,13.476729,0.0,0.0,true
"Gen gen-7307-1:SM",GEN,ON,24.473793,0.0,18.029022,true
"Gen gen-7308-1:SM",GEN,ON,24.458805,0.0,16.05568,true
"Gen gen-7310-1:SM",GEN,ON,24.655415,0.0,30.737877,true
"Gen gen-7311-1:SM",GEN,ON,24.493729,0.0,40.584568,true
"Gen gen-7323-1:SM",GEN,ON,14.243196,0.0,-13.42926,true
"Gen gen-7324-1:SM",GEN,ON,14.224935,0.0,-13.530731,true
"Gen gen-7325-1:SM",GEN,ON,14.224236,0.0,-13.532639,true
"Gen gen-7326-1:SM",GEN,ON,14.255871,0.0,-13.22937,true
"Gen gen-7329-1:SM",GEN,ON,14.239972,0.0,31.011013,true
"Gen gen-7335-1:SM",GEN,ON,20.800957,0.0,159.12857,true
"Gen gen-7349-1:SM",GEN,ON,14.330186,0.0,90.34424,true
"Gen gen-7350-1:SM",GEN,ON,14.352253,0.0,49.668884,true
