"ID","Ang","Mag","MW","MVAr","SETelemMag","SESigmaMag","SETelemMW","SESigmaMW","SETelemMVAr","SESigmaMVAr"
"1090",-46.771374,115.715,156.1286,19.256638,true,0.1,true,1.0,true,1.0
"1091",-47.732838,168.6136,-10.909,-3.0888,false,0.1,true,1.0,true,1.0
"2001",-78.05822,161.99994,-38.395,-10.877,false,0.1,true,1.0,true,1.0
"2002",-78.93091,505.1654,0.0,0.0,false,0.1,false,0.0,false,0.0
"2003",-80.609695,162.39958,0.0,0.0,false,0.1,false,0.0,false,0.0
"2004",-78.93091,13.942565,0.0,0.0,false,0.1,false,0.0,false,0.0
"2005",-78.93091,13.942565,0.0,0.0,false,0.1,false,0.0,false,0.0
"2006",-78.93091,13.942565,0.0,0.0,false,0.1,false,0.0,false,0.0
"2007",-77.89487,161.92868,-7.9139004,-2.2398,false,0.1,true,1.0,true,1.0
"2008",-49.383663,168.69305,-7.8525,-2.2213,false,0.1,true,1.0,true,1.0
"2009",-60.32582,160.89435,-34.485,-9.771,false,0.1,true,1.0,true,1.0
"2010",-51.735,162.24792,-50.315,-14.250999,false,0.1,true,1.0,true,1.0
"2011",-49.171555,534.9157,0.0,0.0,false,0.1,false,0.0,false,0.0
"2012",-46.705208,170.60951,0.0,0.0,false,0.1,false,0.0,false,0.0
"2013",-47.493587,19.115183,114.40563,-28.89,true,0.1,true,1.0,true,1.0
"2014",-49.9,168.17531,-23.971,-6.7868004,false,0.1,true,1.0,true,1.0
"2015",-78.45875,158.89873,-4.146,-1.1757,false,0.1,true,1.0,true,1.0
"2016",-85.16601,161.35599,-53.970997,-15.293999,false,0.1,true,1.0,true,1.0
"2017",-49.215946,534.65405,0.0,0.0,false,0.1,false,0.0,false,0.0
"2018",-48.406937,171.37183,0.0,0.0,false,0.1,false,0.0,false,0.0
"2019",-49.215946,21.386164,0.0,0.0,false,0.1,false,0.0,false,0.0
"2020",-60.55244,159.72182,-42.265,-11.974,false,0.1,true,1.0,true,1.0
"2021",-75.4226,507.4634,0.0,0.0,false,0.1,false,0.0,false,0.0
"2022",-76.972206,162.99557,-9.5663,-2.7143,false,0.1,true,1.0,true,1.0
"2023",-73.856094,14.076073,83.32787,15.023041,true,0.1,true,1.0,true,1.0
"2024",-73.18957,14.076123,166.66574,22.143938,true,0.1,true,1.0,true,1.0
"2025",-59.929447,159.79733,-36.435,-10.327,false,0.1,true,1.0,true,1.0
"2026",-47.78339,170.39668,-17.371,-4.9203,false,0.1,true,1.0,true,1.0
"2027",-78.423676,162.08345,-3.0492,-0.86752,false,0.1,true,1.0,true,1.0
"2028",-62.67686,158.85121,-13.095,-3.706,false,0.1,true,1.0,true,1.0
"2029",-49.338993,168.71,-3.0924,-0.87941,false,0.1,true,1.0,true,1.0
"2030",-81.2073,159.80106,-39.115,-11.083,false,0.1,true,1.0,true,1.0
"2031",-46.427406,165.10078,-5.3714,-1.5174,false,0.1,true,1.0,true,1.0
"2032",-77.4183,162.21805,-2.6597,-0.75424,false,0.1,true,1.0,true,1.0
"2033",-82.35701,159.84662,-12.097,-3.4322002,false,0.1,true,1.0,true,1.0
"2034",-84.6019,161.35098,-3.9189,-1.1082,false,0.1,true,1.0,true,1.0
"2035",-47.03735,162.46643,-4.1514,-1.1798,false,0.1,true,1.0,true,1.0
"2036",-60.082745,159.99478,-36.644,-10.379,false,0.1,true,1.0,true,1.0
"2037",-78.763306,160.07655,-3.094,-0.87517,false,0.1,true,1.0,true,1.0
"2038",-81.04031,161.97177,-1.871,-0.53251,false,0.1,true,1.0,true,1.0
"2039",-75.98804,157.71252,-4.9064,-1.3943,false,0.1,true,1.0,true,1.0
"2040",-77.55816,162.75381,-12.624,-3.5807,false,0.1,true,1.0,true,1.0
"2041",-44.42664,170.86635,0.0,0.0,false,0.1,false,0.0,false,0.0
"2042",-41.76123,18.955336,65.93019,-11.289882,true,0.1,true,1.0,true,1.0
"2043",-84.85681,161.33897,-3.1117,-0.88066,false,0.1,true,1.0,true,1.0
"2044",-81.1434,160.68594,-20.108,-5.6949,false,0.1,true,1.0,true,1.0
"2045",-61.03389,159.4595,-19.921,-5.6388,false,0.1,true,1.0,true,1.0
"2046",-84.28574,161.40161,-16.241,-4.6014,false,0.1,true,1.0,true,1.0
"2047",-81.23833,162.20746,-10.766,-3.0513,false,0.1,true,1.0,true,1.0
"2048",-48.161724,166.3979,-5.6867,-1.6121,false,0.1,true,1.0,true,1.0
"2049",-55.870453,161.86266,-10.247,-2.905,false,0.1,true,1.0,true,1.0
"2050",-80.71401,160.78308,-2.9058,-0.8257,false,0.1,true,1.0,true,1.0
"2051",-69.35225,157.58438,-15.780001,-4.4731,false,0.1,true,1.0,true,1.0
"2052",-48.593914,169.06375,-23.622,-6.6947,false,0.1,true,1.0,true,1.0
"2053",-75.03889,158.6267,-25.706,-7.2802,false,0.1,true,1.0,true,1.0
"2054",-58.992516,498.72433,0.0,0.0,false,0.1,false,0.0,false,0.0
"2055",-59.725796,160.23965,-43.719,-12.388,false,0.1,true,1.0,true,1.0
"2056",-58.992516,17.954077,0.0,0.0,false,0.1,false,0.0,false,0.0
"2057",-54.409496,17.81971,596.4655,-43.330387,true,0.1,true,1.0,true,1.0
"2058",-43.958694,170.93642,0.0,0.0,false,0.1,false,0.0,false,0.0
"2059",-40.497303,14.519249,66.26146,-11.52,true,0.1,true,1.0,true,1.0
"2060",-79.575516,161.25916,-2.7346,-0.77721,false,0.1,true,1.0,true,1.0
"2061",-52.292065,163.39255,0.0,0.0,false,0.1,false,0.0,false,0.0
"2062",-49.754013,18.360062,112.14752,10.886765,true,0.1,true,1.0,true,1.0
"2063",-83.78172,161.62302,-48.157,-13.643,false,0.1,true,1.0,true,1.0
"2064",-78.25591,162.08533,-7.2320995,-2.0509,false,0.1,true,1.0,true,1.0
"2065",-80.90813,160.3282,-69.271,-19.625,false,0.1,true,1.0,true,1.0
"2066",-44.58996,162.54626,-6.4330006,-1.8277,false,0.1,true,1.0,true,1.0
"2067",-59.932186,159.59846,-47.551,-13.472,false,0.1,true,1.0,true,1.0
"2068",-58.420734,160.71619,-5.0749,-1.4361,false,0.1,true,1.0,true,1.0
"2069",-84.84731,162.12187,-16.087,-4.5574,false,0.1,true,1.0,true,1.0
"2070",-58.244247,161.01352,0.0,0.0,false,0.1,false,0.0,false,0.0
"2071",-55.502922,18.0,83.79551,0.0,true,0.1,true,1.0,true,1.0
"2072",-83.30928,161.92705,-8.1043,-2.2952,false,0.1,true,1.0,true,1.0
"2073",-42.466717,162.7524,0.0,0.0,false,0.1,false,0.0,false,0.0
"2074",-40.92409,115.26108,0.0,0.0,false,0.1,false,0.0,false,0.0
"2075",-40.92409,115.26108,0.0,0.0,false,0.1,false,0.0,false,0.0
"2076",-41.435963,24.264935,24.848053,-0.73175424,true,0.1,true,1.0,true,1.0
"2077",-76.146935,160.60649,0.0,0.0,false,0.1,false,0.0,false,0.0
"2078",-72.35809,13.877038,93.180176,11.766815,true,0.1,true,1.0,true,1.0
"2079",-50.38704,164.15791,-3.974,-1.1266,false,0.1,true,1.0,true,1.0
"2080",-72.64843,158.03984,-15.605,-4.4244,false,0.1,true,1.0,true,1.0
"2081",-81.78379,161.18155,-3.6998,-1.0452,false,0.1,true,1.0,true,1.0
"2082",-60.27276,160.03256,-51.402004,-14.568,false,0.1,true,1.0,true,1.0
"2083",-58.645958,20.085407,19.999489,6.9351196,true,0.1,true,1.0,true,1.0
"2084",-60.27276,19.879822,0.0,0.0,false,0.1,false,0.0,false,0.0
"2085",-60.27276,19.879822,0.0,0.0,false,0.1,false,0.0,false,0.0
"2086",-74.724815,157.81906,-1.936,-0.54809,false,0.1,true,1.0,true,1.0
"2087",-44.56318,163.82437,-7.7094,-2.186,false,0.1,true,1.0,true,1.0
"2088",-58.193882,160.88501,0.0,0.0,false,0.1,false,0.0,false,0.0
"2089",-54.212505,24.0,55.990936,1.3515472,true,0.1,true,1.0,true,1.0
"2090",-78.94538,162.11732,-2.0786,-0.59266,false,0.1,true,1.0,true,1.0
"2091",-49.876595,162.18195,-16.631,-4.7112,false,0.1,true,1.0,true,1.0
"2092",-82.51431,161.82948,-9.5155,-2.6956,false,0.1,true,1.0,true,1.0
"2093",-47.51311,171.04128,0.0,0.0,false,0.1,false,0.0,false,0.0
"2094",-47.51311,14.660679,0.0,0.0,false,0.1,false,0.0,false,0.0
"2095",-47.51311,14.660679,0.0,0.0,false,0.1,false,0.0,false,0.0
"2096",-45.05479,530.73566,0.0,0.0,false,0.1,false,0.0,false,0.0
"2097",-44.556168,243.09874,0.0,0.0,false,0.1,false,0.0,false,0.0
"2098",-47.246418,169.10486,0.0,0.0,false,0.1,false,0.0,false,0.0
"2099",-44.908062,19.09835,8.282682,-1.44,true,0.1,true,1.0,true,1.0
"2100",-42.34702,18.944641,124.24026,-21.6,true,0.1,true,1.0,true,1.0
"2101",-79.72142,504.20047,0.0,0.0,false,0.1,false,0.0,false,0.0
"2102",-80.7636,162.00851,0.0,0.0,false,0.1,false,0.0,false,0.0
"2103",-79.72142,20.168018,0.0,0.0,false,0.1,false,0.0,false,0.0
"2104",-79.72142,20.168018,0.0,0.0,false,0.1,false,0.0,false,0.0
"2105",-79.72142,20.168018,0.0,0.0,false,0.1,false,0.0,false,0.0
"2106",-82.796745,159.55084,-8.478,-2.4021,false,0.1,true,1.0,true,1.0
"2107",-81.38933,161.33061,-43.656,-12.37,false,0.1,true,1.0,true,1.0
"2108",-60.157684,160.22691,-1.7760001,-0.50625,false,0.1,true,1.0,true,1.0
"2109",-61.55116,159.64825,-27.618998,-7.8258,false,0.1,true,1.0,true,1.0
"2110",-77.27788,160.58678,-7.0738,-2.0011,false,0.1,true,1.0,true,1.0
"2111",-65.08781,160.07233,-10.078,-2.8537,false,0.1,true,1.0,true,1.0
"2112",-64.73723,158.25644,-4.4452,-1.2631,false,0.1,true,1.0,true,1.0
"2113",-75.12155,507.39145,0.0,0.0,false,0.1,false,0.0,false,0.0
"2114",-76.14445,163.09901,-57.897995,-16.401,false,0.1,true,1.0,true,1.0
"2115",-73.9168,13.898828,55.506264,-20.498276,true,0.1,true,1.0,true,1.0
"2116",-74.497444,13.949353,55.506264,-20.429993,true,0.1,true,1.0,true,1.0
"2117",-73.72969,13.877968,55.506264,-20.499802,true,0.1,true,1.0,true,1.0
"2118",-73.57683,13.865041,55.506264,-20.499039,true,0.1,true,1.0,true,1.0
"2119",-74.36109,13.937062,55.506264,-20.498657,true,0.1,true,1.0,true,1.0
"2120",-73.64781,13.9379835,55.506264,-10.307121,true,0.1,true,1.0,true,1.0
"2121",-78.075294,162.59924,-2.316,-0.65603,false,0.1,true,1.0,true,1.0
"2122",-78.97213,161.06851,-5.743,-1.6238,false,0.1,true,1.0,true,1.0
"2123",-43.74043,170.98615,150.49632,-26.159998,true,0.1,true,1.0,true,1.0
"2124",-83.64625,159.20084,-18.466,-5.2301,false,0.1,true,1.0,true,1.0
"2125",-83.38771,159.17007,-3.5214,-0.99745,false,0.1,true,1.0,true,1.0
"2126",-82.51113,159.16966,-14.156,-4.0063,false,0.1,true,1.0,true,1.0
"2127",-50.82685,534.9719,239.03816,18.297434,true,0.1,true,1.0,true,1.0
"2128",-49.24502,170.78299,0.0,0.0,false,0.1,false,0.0,false,0.0
"2129",-82.72245,159.86351,-3.9417,-1.1177,false,0.1,true,1.0,true,1.0
"2130",-58.866997,160.29361,0.0,0.0,false,0.1,false,0.0,false,0.0
"2131",-56.48006,113.65455,0.0,0.0,false,0.1,false,0.0,false,0.0
"2132",-58.13764,115.53083,-11.218,-3.1755998,false,0.1,true,1.0,true,1.0
"2133",-75.50552,160.04524,-5.2807,-1.4968,false,0.1,true,1.0,true,1.0
"3001",-66.86479,228.49837,0.0,0.0,false,0.1,false,0.0,false,0.0
"3002",-68.952644,113.06122,-99.698,-28.25,false,0.1,true,1.0,true,1.0
"3003",-36.03118,116.46442,0.0,0.0,false,0.1,false,0.0,false,0.0
"3004",-34.26824,18.185902,31.060064,-2.9227254,true,0.1,true,1.0,true,1.0
"3005",-67.82728,115.14305,-6.484,-1.8374,false,0.1,true,1.0,true,1.0
"3006",-44.26922,113.86966,-6.6878,-1.8926,false,0.1,true,1.0,true,1.0
"3007",-42.087154,115.023605,-7.983,-2.2625,false,0.1,true,1.0,true,1.0
"3008",-53.898388,113.73062,-12.068,-3.4175,false,0.1,true,1.0,true,1.0
"3009",-56.195744,115.53178,-9.0502,-2.5621,false,0.1,true,1.0,true,1.0
"3010",-66.53781,114.590744,-2.1443,-0.6061,false,0.1,true,1.0,true,1.0
"3011",-72.11202,115.05618,-21.736,-6.1587,false,0.1,true,1.0,true,1.0
"3012",-71.5804,115.164635,-0.49107996,-0.14031,false,0.1,true,1.0,true,1.0
"3013",-44.54191,115.6789,-34.548,-9.7874,false,0.1,true,1.0,true,1.0
"3014",-68.43142,115.52869,-17.673,-5.0046,false,0.1,true,1.0,true,1.0
"3015",-35.33914,116.26403,-4.8204,-1.367,false,0.1,true,1.0,true,1.0
"3016",-39.47498,115.15246,0.0,0.0,false,0.1,false,0.0,false,0.0
"3017",-33.975086,18.180038,133.59053,14.970684,true,0.1,true,1.0,true,1.0
"3018",-52.118664,230.58223,0.0,0.0,false,0.1,false,0.0,false,0.0
"3019",-53.364437,114.88649,0.0,0.0,false,0.1,false,0.0,false,0.0
"3020",-50.629444,13.894946,38.820396,6.2005043,true,0.1,true,1.0,true,1.0
"3021",-52.736263,113.67923,-1.6792002,-0.47606,false,0.1,true,1.0,true,1.0
"3022",-36.298267,114.49008,-24.427,-6.9237003,false,0.1,true,1.0,true,1.0
"3023",-44.110638,115.08191,-8.3098,-2.3548,false,0.1,true,1.0,true,1.0
"3024",-54.51573,114.92042,-8.3561,-2.3674,false,0.1,true,1.0,true,1.0
"3025",-62.276257,114.01878,-9.5509,-2.7039,false,0.1,true,1.0,true,1.0
"3026",-54.117744,231.57478,0.0,0.0,false,0.1,false,0.0,false,0.0
"3027",-53.871365,113.96359,0.0,0.0,false,0.1,false,0.0,false,0.0
"3028",-51.730957,18.266695,132.20453,25.834465,true,0.1,true,1.0,true,1.0
"3029",-69.950424,116.08873,-3.5323002,-1.0009,false,0.1,true,1.0,true,1.0
"3030",-59.978844,114.83754,-115.04,-32.592,false,0.1,true,1.0,true,1.0
"3031",-43.06156,113.83395,-10.625,-3.0078,false,0.1,true,1.0,true,1.0
"3032",-43.684704,114.0857,-50.242,-14.232999,false,0.1,true,1.0,true,1.0
"3033",-33.674335,115.73478,0.0,0.0,false,0.1,false,0.0,false,0.0
"3034",-24.309952,22.660135,98.702934,18.770123,true,0.1,true,1.0,true,1.0
"3035",-61.737663,114.15937,-2.2399,-0.6326,false,0.1,true,1.0,true,1.0
"3036",-58.788445,113.81058,-3.5333,-0.9990699,false,0.1,true,1.0,true,1.0
"3037",-43.113365,233.12668,0.0,0.0,false,0.1,false,0.0,false,0.0
"3038",-38.014038,115.174095,0.0,0.0,false,0.1,false,0.0,false,0.0
"3039",-40.179523,14.1295805,173.10806,35.762787,true,0.1,true,1.0,true,1.0
"3040",-53.147743,112.4881,-13.493,-3.8234,false,0.1,true,1.0,true,1.0
"3041",-48.696133,230.5408,0.0,0.0,false,0.1,false,0.0,false,0.0
"3042",-39.471966,114.43554,-7.8690996,-2.2303,false,0.1,true,1.0,true,1.0
"3043",-48.696133,13.832448,0.0,0.0,false,0.1,false,0.0,false,0.0
"3044",-48.696133,13.832448,0.0,0.0,false,0.1,false,0.0,false,0.0
"3045",-48.696133,13.832448,0.0,0.0,false,0.1,false,0.0,false,0.0
"3046",-53.267654,228.60327,0.0,0.0,false,0.1,false,0.0,false,0.0
"3047",-38.80292,115.69937,0.0,0.0,false,0.1,false,0.0,false,0.0
"3048",-60.21068,504.5705,199.61267,-34.7,true,0.1,true,1.0,true,1.0
"3049",-47.181324,113.56913,-8.4226,-2.3883,false,0.1,true,1.0,true,1.0
"3050",-58.416054,229.64926,0.0,0.0,false,0.1,false,0.0,false,0.0
"3051",-61.024242,113.74198,-131.52,-37.269,false,0.1,true,1.0,true,1.0
"3052",-68.59021,113.85819,-6.5112004,-1.8454001,false,0.1,true,1.0,true,1.0
"3053",-45.17376,233.04213,0.0,0.0,false,0.1,false,0.0,false,0.0
"3054",-43.901077,114.40749,0.0,0.0,false,0.1,false,0.0,false,0.0
"3055",-41.879765,14.116543,203.0666,35.07614,true,0.1,true,1.0,true,1.0
"3056",-39.00616,14.257428,203.0666,44.29722,true,0.1,true,1.0,true,1.0
"3057",-39.201065,14.263311,203.0666,43.763542,true,0.1,true,1.0,true,1.0
"3058",-44.369236,233.89478,0.0,0.0,false,0.1,false,0.0,false,0.0
"3059",-39.018906,114.48963,0.0,0.0,false,0.1,false,0.0,false,0.0
"3060",-35.897842,18.720125,137.18608,28.704357,true,0.1,true,1.0,true,1.0
"3061",-38.305325,18.646397,137.18608,29.167366,true,0.1,true,1.0,true,1.0
"3062",-41.281727,18.461346,137.18608,21.531105,true,0.1,true,1.0,true,1.0
"3063",-40.001045,18.554565,137.18608,25.925827,true,0.1,true,1.0,true,1.0
"3064",-36.99944,115.9649,0.0,0.0,false,0.1,false,0.0,false,0.0
"3065",-30.215628,17.999956,66.6756,-3.952217,true,0.1,true,1.0,true,1.0
"3066",-60.59674,114.2476,-18.797,-5.3243,false,0.1,true,1.0,true,1.0
"3067",-37.037266,117.17317,0.0,0.0,false,0.1,false,0.0,false,0.0
"3068",-33.784447,20.624485,124.24026,26.847458,true,0.1,true,1.0,true,1.0
"3069",-46.103607,113.802284,-2.8625,-0.81142,false,0.1,true,1.0,true,1.0
"3070",-37.90522,116.094666,0.0,0.0,false,0.1,false,0.0,false,0.0
"3071",-32.8347,24.125313,140.97125,-8.0394745,true,0.1,true,1.0,true,1.0
"3072",-58.12527,113.96473,-5.844,-1.6613,false,0.1,true,1.0,true,1.0
"3073",-63.94368,114.98796,0.0,0.0,false,0.1,false,0.0,false,0.0
"3074",-61.156586,13.800012,82.661156,0.11024475,true,0.1,true,1.0,true,1.0
"3075",-59.36666,113.723816,-9.7538,-2.7628,false,0.1,true,1.0,true,1.0
"3076",-65.10561,114.77578,-4.9653,-1.4081,false,0.1,true,1.0,true,1.0
"3077",-44.328384,114.01731,-56.902004,-16.119,false,0.1,true,1.0,true,1.0
"3078",-43.61666,232.36679,0.0,0.0,false,0.1,false,0.0,false,0.0
"3079",-41.77555,162.50832,0.0,0.0,false,0.1,false,0.0,false,0.0
"3080",-39.02461,115.184784,0.0,0.0,false,0.1,false,0.0,false,0.0
"3081",-36.807606,20.722233,206.23882,49.40777,true,0.1,true,1.0,true,1.0
"3082",-46.046616,230.83694,0.0,0.0,false,0.1,false,0.0,false,0.0
"3083",-42.00655,114.75681,0.0,0.0,false,0.1,false,0.0,false,0.0
"3084",-34.998306,13.800021,192.57234,11.673546,true,0.1,true,1.0,true,1.0
"3085",-36.450848,115.28675,0.0,0.0,false,0.1,false,0.0,false,0.0
"3086",-28.770144,13.2,62.12013,0.98867416,true,0.1,true,1.0,true,1.0
"3087",-36.450848,13.232916,0.0,0.0,false,0.1,false,0.0,false,0.0
"3088",-50.62759,231.01135,0.0,0.0,false,0.1,false,0.0,false,0.0
"3089",-52.93148,160.98323,0.0,0.0,false,0.1,false,0.0,false,0.0
"3090",-53.10918,160.14052,0.0,0.0,false,0.1,false,0.0,false,0.0
"3091",-53.352604,113.57625,0.0,0.0,false,0.1,false,0.0,false,0.0
"3092",-42.84426,14.164145,165.65364,34.92899,true,0.1,true,1.0,true,1.0
"3093",-67.581604,114.308784,-5.0156,-1.4203,false,0.1,true,1.0,true,1.0
"3094",-40.647827,115.468025,0.0,0.0,false,0.1,false,0.0,false,0.0
"3095",-34.342327,18.554558,70.659775,19.362831,true,0.1,true,1.0,true,1.0
"3096",-39.20529,237.23979,0.0,0.0,false,0.1,false,0.0,false,0.0
"3097",-37.458466,117.94506,0.0,0.0,false,0.1,false,0.0,false,0.0
"3098",-29.70295,14.352053,132.52292,14.239597,true,0.1,true,1.0,true,1.0
