"ID","Name","Node1","Node2","R","X","Bch","NormalOperatingLimit","ShortTermLimit","EmergencyLimit"
"ln-23-37-1","BUS_23-BUS_37","23","37",0.01163,0.07031,0.1058,394.0,423.55,453.1
"ln-23-46-1","BUS_23-BUS_46","23","46",0.00837,0.04868,0.07348,457.0,491.27,525.55
"ln-23-53-1","BUS_23-BUS_53","23","53",0.01122,0.06558,0.09835,274.0,294.55,315.1
"ln-24-54-1","BUS_24-BUS_54","24","54",0.00769,0.05727,0.08789,160.0,172.0,184.0
"ln-25-41-1","BUS_25-BUS_41","25","41",0.00556,0.04145,0.0636,274.0,294.55,315.1
"ln-25-53-1","BUS_25-BUS_53","25","53",0.00452,0.03368,0.05169,464.0,498.8,533.6
"ln-25-54-1","BUS_25-BUS_54","25","54",1.9E-4,0.0014,0.00213,464.0,498.8,533.6
"ln-26-38-1","BUS_26-BUS_38","26","38",0.00698,0.05196,0.07967,160.0,172.0,184.0
"ln-27-28-1","BUS_27-BUS_28","27","28",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-27-33-1","BUS_27-BUS_33","27","33",0.0024,0.01494,0.02253,160.0,172.0,184.0
"ln-27-48-1","BUS_27-BUS_48","27","48",0.01213,0.06215,0.09371,362.0,389.15,416.3
"ln-27-74-1","BUS_27-BUS_74","27","74",0.01116,0.07231,0.10367,304.0,326.8,349.6
"ln-28-47-1","BUS_28-BUS_47","28","47",0.00248,0.01798,0.02759,464.0,498.8,533.6
"ln-28-88-1","BUS_28-BUS_88","28","88",0.01488,0.08161,0.1148,362.0,389.15,416.3
"ln-29-30-1","BUS_29-BUS_30","29","30",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-29-45-1","BUS_29-BUS_45","29","45",0.00545,0.04021,0.06699,464.0,498.8,533.6
"ln-29-48-1","BUS_29-BUS_48","29","48",0.00574,0.04283,0.06573,464.0,498.8,533.6
"ln-30-46-1","BUS_30-BUS_46","30","46",0.00545,0.04021,0.06699,464.0,498.8,533.6
"ln-30-49-1","BUS_30-BUS_49","30","49",0.00707,0.04541,0.06931,362.0,389.15,416.3
"ln-31-32-1","BUS_31-BUS_32","31","32",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-31-39-1","BUS_31-BUS_39","31","39",0.00176,0.02144,0.57344,1385.0,1488.88,1592.75
"ln-32-36-1","BUS_32-BUS_36","32","36",0.00167,0.0189,0.54176,498.0,535.35,572.7
"ln-34-35-1","BUS_34-BUS_35","34","35",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-34-51-1","BUS_34-BUS_51","34","51",0.00113,0.01406,0.37488,1385.0,1488.88,1592.75
"ln-34-183-1","BUS_34-BUS_183","34","183",0.00188,0.02287,0.6432,1385.0,1488.88,1592.75
"ln-35-183-1","BUS_35-BUS_183","35","183",0.00188,0.02287,0.6432,1385.0,1488.88,1592.75
"ln-37-38-1","BUS_37-BUS_38","37","38",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-38-55-1","BUS_38-BUS_55","38","55",0.00316,0.02076,0.03146,394.0,423.55,453.1
"ln-39-40-1","BUS_39-BUS_40","39","40",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-40-44-1","BUS_40-BUS_44","40","44",0.00109,0.01277,0.34176,1385.0,1488.88,1592.75
"ln-41-42-1","BUS_41-BUS_42","41","42",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-41-80-1","BUS_41-BUS_80","41","80",0.00372,0.0438,0.10096,609.0,654.67,700.35
"ln-42-47-1","BUS_42-BUS_47","42","47",0.00882,0.06564,0.10066,274.0,294.55,315.1
"ln-42-54-1","BUS_42-BUS_54","42","54",0.00355,0.02643,0.04056,392.0,421.4,450.8
"ln-43-44-1","BUS_43-BUS_44","43","44",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-43-99-1","BUS_43-BUS_99","43","99",0.00169,0.01994,0.50624,831.0,893.33,955.65
"ln-44-50-1","BUS_44-BUS_50","44","50",9.4E-4,0.01097,0.29376,1662.0,1786.65,1911.3
"ln-45-46-1","BUS_45-BUS_46","45","46",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-45-49-1","BUS_45-BUS_49","45","49",0.01048,0.06097,0.09205,394.0,423.55,453.1
"ln-48-49-1","BUS_48-BUS_49","48","49",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-50-51-1","BUS_50-BUS_51","50","51",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-50-98-1","BUS_50-BUS_98","50","98",0.0015,0.01788,0.4512,831.0,893.33,955.65
"ln-50-100-1","BUS_50-BUS_100","50","100",0.00469,0.05544,1.4048,831.0,893.33,955.65
"ln-52-53-1","BUS_52-BUS_53","52","53",0.00151,0.00878,0.01316,160.0,172.0,184.0
"ln-55-181-1","BUS_55-BUS_181","55","181",0.01434,0.08353,0.12603,394.0,423.55,453.1
"ln-56-74-1","BUS_56-BUS_74","56","74",0.00207,0.01281,0.02052,394.0,423.55,453.1
"ln-57-81-1","BUS_57-BUS_81","57","81",8.3E-4,0.00496,0.00726,137.0,147.27,157.55
"ln-58-80-1","BUS_58-BUS_80","58","80",8.3E-4,0.00496,0.00726,137.0,147.27,157.55
"ln-59-63-1","BUS_59-BUS_63","59","63",0.00207,0.01405,0.02265,362.0,389.15,416.3
"ln-59-82-1","BUS_59-BUS_82","59","82",0.01116,0.07045,0.11606,362.0,389.15,416.3
"ln-60-85-1","BUS_60-BUS_85","60","85",0.01095,0.0593,0.08441,362.0,389.15,416.3
"ln-60-104-1","BUS_60-BUS_104","60","104",0.00599,0.04091,0.07212,464.0,498.8,533.6
"ln-61-62-1","BUS_61-BUS_62","61","62",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-61-64-1","BUS_61-BUS_64","61","64",0.00517,0.03843,0.05876,464.0,498.8,533.6
"ln-61-109-1","BUS_61-BUS_109","61","109",8.3E-4,0.0062,0.00958,464.0,498.8,533.6
"ln-61-184-1","BUS_61-BUS_184","61","184",0.01219,0.07066,0.11742,274.0,294.55,315.1
"ln-62-82-1","BUS_62-BUS_82","62","82",0.00165,0.01095,0.01955,464.0,498.8,533.6
"ln-62-110-1","BUS_62-BUS_110","62","110",8.3E-4,0.0062,0.00949,464.0,498.8,533.6
"ln-63-71-1","BUS_63-BUS_71","63","71",0.00475,0.03079,0.04879,362.0,389.15,416.3
"ln-63-91-1","BUS_63-BUS_91","63","91",0.00455,0.02769,0.04608,394.0,423.55,453.1
"ln-63-94-1","BUS_63-BUS_94","63","94",0.00186,0.0126,0.02236,464.0,498.8,533.6
"ln-63-96-1","BUS_63-BUS_96","63","96",0.00826,0.04236,0.06118,362.0,389.15,416.3
"ln-64-69-1","BUS_64-BUS_69","64","69",0.00434,0.02975,0.05266,464.0,498.8,533.6
"ln-64-79-1","BUS_64-BUS_79","64","79",0.00351,0.02438,0.03998,362.0,389.15,416.3
"ln-64-93-1","BUS_64-BUS_93","64","93",0.00186,0.0126,0.02236,464.0,498.8,533.6
"ln-64-95-1","BUS_64-BUS_95","64","95",0.00826,0.04236,0.06118,362.0,389.15,416.3
"ln-65-90-1","BUS_65-BUS_90","65","90",0.00785,0.04132,0.06389,394.0,423.55,453.1
"ln-65-91-1","BUS_65-BUS_91","65","91",0.00227,0.01446,0.02585,394.0,423.55,453.1
"ln-66-68-1","BUS_66-BUS_68","66","68",0.00248,0.02355,0.04763,457.0,491.27,525.55
"ln-66-152-1","BUS_66-BUS_152","66","152",0.01033,0.08285,0.13959,464.0,498.8,533.6
"ln-67-138-1","BUS_67-BUS_138","67","138",0.00194,0.02056,0.51584,866.0,930.95,995.9
"ln-68-78-1","BUS_68-BUS_78","68","78",0.00579,0.04153,0.06621,464.0,498.8,533.6
"ln-69-83-1","BUS_69-BUS_83","69","83",0.00145,0.00992,0.01762,464.0,498.8,533.6
"ln-70-73-1","BUS_70-BUS_73","70","73",0.00145,0.00971,0.01626,457.0,491.27,525.55
"ln-70-107-1","BUS_70-BUS_107","70","107",6.2E-4,0.00413,0.00697,457.0,491.27,525.55
"ln-71-72-1","BUS_71-BUS_72","71","72",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-71-86-1","BUS_71-BUS_86","71","86",0.00165,0.00971,0.01423,362.0,389.15,416.3
"ln-73-87-1","BUS_73-BUS_87","73","87",0.00393,0.02851,0.04501,464.0,498.8,533.6
"ln-74-108-1","BUS_74-BUS_108","74","108",8.3E-4,0.00517,0.00871,464.0,498.8,533.6
"ln-75-76-1","BUS_75-BUS_76","75","76",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-76-105-1","BUS_76-BUS_105","76","105",0.00244,0.02756,0.768,845.0,908.38,971.75
"ln-77-84-1","BUS_77-BUS_84","77","84",0.00393,0.02665,0.04617,457.0,491.27,525.55
"ln-77-85-1","BUS_77-BUS_85","77","85",0.00186,0.01384,0.02284,464.0,498.8,533.6
"ln-78-103-1","BUS_78-BUS_103","78","103",0.00496,0.03368,0.05963,464.0,498.8,533.6
"ln-79-88-1","BUS_79-BUS_88","79","88",0.0031,0.02335,0.0362,464.0,498.8,533.6
"ln-80-81-1","BUS_80-BUS_81","80","81",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-80-96-1","BUS_80-BUS_96","80","96",0.01591,0.0876,0.11684,362.0,389.15,416.3
"ln-81-93-1","BUS_81-BUS_93","81","93",0.01777,0.11674,0.16359,362.0,389.15,416.3
"ln-83-84-1","BUS_83-BUS_84","83","84",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-83-103-1","BUS_83-BUS_103","83","103",0.0031,0.02169,0.03843,464.0,498.8,533.6
"ln-84-184-1","BUS_84-BUS_184","84","184",0.01178,0.07087,0.11684,274.0,294.55,315.1
"ln-85-86-1","BUS_85-BUS_86","85","86",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-86-108-1","BUS_86-BUS_108","86","108",0.00537,0.0405,0.06002,464.0,498.8,533.6
"ln-87-88-1","BUS_87-BUS_88","87","88",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-87-94-1","BUS_87-BUS_94","87","94",0.00599,0.03512,0.05237,362.0,389.15,416.3
"ln-89-94-1","BUS_89-BUS_94","89","94",0.00599,0.04153,0.07366,464.0,498.8,533.6
"ln-89-102-1","BUS_89-BUS_102","89","102",0.00207,0.01343,0.02207,362.0,389.15,416.3
"ln-90-104-1","BUS_90-BUS_104","90","104",0.00455,0.0314,0.05489,464.0,498.8,533.6
"ln-92-100-1","BUS_92-BUS_100","92","100",9.4E-4,0.01038,0.28992,845.0,908.38,971.75
"ln-92-106-1","BUS_92-BUS_106","92","106",9.4E-4,0.0105,0.2928,845.0,908.38,971.75
"ln-93-94-1","BUS_93-BUS_94","93","94",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-95-96-1","BUS_95-BUS_96","95","96",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-95-102-1","BUS_95-BUS_102","95","102",0.00455,0.02459,0.0362,362.0,389.15,416.3
"ln-98-99-1","BUS_98-BUS_99","98","99",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-99-101-1","BUS_99-BUS_101","99","101",0.00313,0.03562,0.99104,845.0,908.38,971.75
"ln-100-101-1","BUS_100-BUS_101","100","101",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-103-104-1","BUS_103-BUS_104","103","104",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-105-106-1","BUS_105-BUS_106","105","106",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-105-185-1","BUS_105-BUS_185","105","185",0.00187,0.01763,0.4832,1108.0,1191.1,1274.2
"ln-106-180-1","BUS_106-BUS_180","106","180",0.0015,0.01469,0.40384,1108.0,1191.1,1274.2
"ln-107-108-1","BUS_107-BUS_108","107","108",6.2E-4,0.00496,0.00755,464.0,498.8,533.6
"ln-111-112-1","BUS_111-BUS_112","111","112",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-111-123-1","BUS_111-BUS_123","111","123",0.00438,0.03188,0.05072,464.0,498.8,533.6
"ln-111-124-1","BUS_111-BUS_124","111","124",0.00614,0.03252,0.05246,362.0,389.15,416.3
"ln-113-114-1","BUS_113-BUS_114","113","114",0.00506,0.03654,0.0636,304.0,326.8,349.6
"ln-113-151-1","BUS_113-BUS_151","113","151",0.00221,0.01655,0.02478,304.0,326.8,349.6
"ln-114-131-1","BUS_114-BUS_131","114","131",0.00583,0.04231,0.07066,464.0,498.8,533.6
"ln-115-116-1","BUS_115-BUS_116","115","116",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-115-133-1","BUS_115-BUS_133","115","133",0.00274,0.02696,0.70592,1385.0,1488.88,1592.75
"ln-116-138-1","BUS_116-BUS_138","116","138",0.0017,0.01733,0.45632,1385.0,1488.88,1592.75
"ln-117-140-1","BUS_117-BUS_140","117","140",0.01103,0.08057,0.12413,304.0,326.8,349.6
"ln-117-143-1","BUS_117-BUS_143","117","143",0.00355,0.02593,0.04124,464.0,498.8,533.6
"ln-118-119-1","BUS_118-BUS_119","118","119",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-118-126-1","BUS_118-BUS_126","118","126",0.00647,0.0413,0.06921,464.0,498.8,533.6
"ln-118-142-1","BUS_118-BUS_142","118","142",0.00105,0.00721,0.01028,464.0,498.8,533.6
"ln-120-125-1","BUS_120-BUS_125","120","125",0.01043,0.07789,0.12206,464.0,498.8,533.6
"ln-120-130-1","BUS_120-BUS_130","120","130",0.01054,0.07686,0.12236,464.0,498.8,533.6
"ln-121-122-1","BUS_121-BUS_122","121","122",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-121-151-1","BUS_121-BUS_151","121","151",0.00603,0.04401,0.06979,464.0,498.8,533.6
"ln-123-124-1","BUS_123-BUS_124","123","124",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-123-140-1","BUS_123-BUS_140","123","140",4.8E-4,0.00331,0.00571,464.0,498.8,533.6
"ln-123-144-1","BUS_123-BUS_144","123","144",0.0186,0.09638,0.14094,362.0,389.15,416.3
"ln-124-139-1","BUS_124-BUS_139","124","139",4.8E-4,0.00331,0.00571,304.0,326.8,349.6
"ln-125-126-1","BUS_125-BUS_126","125","126",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-125-135-1","BUS_125-BUS_135","125","135",0.00469,0.03465,0.05382,464.0,498.8,533.6
"ln-125-186-1","BUS_125-BUS_186","125","186",0.00165,0.01591,0.04695,464.0,498.8,533.6
"ln-126-186-1","BUS_126-BUS_186","126","186",0.00165,0.01591,0.04695,464.0,498.8,533.6
"ln-127-128-1","BUS_127-BUS_128","127","128",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-127-157-1","BUS_127-BUS_157","127","157",0.00294,0.03463,0.9216,831.0,893.33,955.65
"ln-128-145-1","BUS_128-BUS_145","128","145",0.00371,0.04326,1.18688,748.0,804.1,860.2
"ln-129-143-1","BUS_129-BUS_143","129","143",0.00934,0.05225,0.0877,394.0,423.55,453.1
"ln-129-148-1","BUS_129-BUS_148","129","148",0.01058,0.053,0.08848,394.0,423.55,453.1
"ln-130-132-1","BUS_130-BUS_132","130","132",0.01252,0.09136,0.14539,381.0,409.58,438.15
"ln-130-154-1","BUS_130-BUS_154","130","154",0.00771,0.05696,0.08838,381.0,409.58,438.15
"ln-131-132-1","BUS_131-BUS_132","131","132",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-131-147-1","BUS_131-BUS_147","131","147",0.01545,0.07335,0.12661,464.0,498.8,533.6
"ln-131-151-1","BUS_131-BUS_151","131","151",0.01457,0.07955,0.14007,394.0,423.55,453.1
"ln-132-148-1","BUS_132-BUS_148","132","148",0.01545,0.07335,0.12661,464.0,498.8,533.6
"ln-132-150-1","BUS_132-BUS_150","132","150",0.01457,0.07955,0.14007,394.0,423.55,453.1
"ln-133-134-1","BUS_133-BUS_134","133","134",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-133-182-1","BUS_133-BUS_182","133","182",3.1E-4,0.00338,0.0992,1385.0,1488.88,1592.75
"ln-134-182-1","BUS_134-BUS_182","134","182",3.1E-4,0.00338,0.0992,1385.0,1488.88,1592.75
"ln-135-136-1","BUS_135-BUS_136","135","136",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-135-142-1","BUS_135-BUS_142","135","142",0.0061,0.04483,0.07095,464.0,498.8,533.6
"ln-137-138-1","BUS_137-BUS_138","137","138",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-139-140-1","BUS_139-BUS_140","139","140",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-139-166-1","BUS_139-BUS_166","139","166",0.01386,0.08702,0.13504,304.0,326.8,349.6
"ln-139-174-1","BUS_139-BUS_174","139","174",0.01176,0.06829,0.1028,381.0,409.58,438.15
"ln-140-167-1","BUS_140-BUS_167","140","167",0.01717,0.0894,0.12903,304.0,326.8,349.6
"ln-141-144-1","BUS_141-BUS_144","141","144",0.01312,0.07622,0.11664,381.0,409.58,438.15
"ln-141-178-1","BUS_141-BUS_178","141","178",0.01676,0.09717,0.14868,274.0,294.55,315.1
"ln-143-144-1","BUS_143-BUS_144","143","144",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-143-149-1","BUS_143-BUS_149","143","149",0.00244,0.01318,0.0213,160.0,172.0,184.0
"ln-144-147-1","BUS_144-BUS_147","144","147",0.01849,0.0956,0.15914,304.0,326.8,349.6
"ln-145-146-1","BUS_145-BUS_146","145","146",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-147-148-1","BUS_147-BUS_148","147","148",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-147-154-1","BUS_147-BUS_154","147","154",0.0024,0.01779,0.02759,381.0,409.58,438.15
"ln-150-151-1","BUS_150-BUS_151","150","151",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-150-152-1","BUS_150-BUS_152","150","152",0.00517,0.03698,0.05895,464.0,498.8,533.6
"ln-152-153-1","BUS_152-BUS_153","152","153",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-155-166-1","BUS_155-BUS_166","155","166",0.0018,0.02114,0.0515,160.0,172.0,184.0
"ln-156-179-1","BUS_156-BUS_179","156","179",0.0057,0.04236,0.12971,365.0,392.38,419.75
"ln-157-158-1","BUS_157-BUS_158","157","158",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-158-176-1","BUS_158-BUS_176","158","176",0.00281,0.03312,0.88096,831.0,893.33,955.65
"ln-159-160-1","BUS_159-BUS_160","159","160",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-159-165-1","BUS_159-BUS_165","159","165",0.00224,0.02583,0.72352,831.0,893.33,955.65
"ln-159-176-1","BUS_159-BUS_176","159","176",0.00133,0.01569,0.41821,831.0,893.33,955.65
"ln-160-168-1","BUS_160-BUS_168","160","168",0.0021,0.02475,0.65792,831.0,893.33,955.65
"ln-160-177-1","BUS_160-BUS_177","160","177",0.00133,0.01569,0.41821,831.0,893.33,955.65
"ln-161-162-1","BUS_161-BUS_162","161","162",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-161-166-1","BUS_161-BUS_166","161","166",0.02738,0.14254,0.20047,274.0,294.55,315.1
"ln-162-179-1","BUS_162-BUS_179","162","179",0.01905,0.11132,0.16785,274.0,294.55,315.1
"ln-163-164-1","BUS_163-BUS_164","163","164",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-163-172-1","BUS_163-BUS_172","163","172",0.00564,0.04196,0.06437,274.0,294.55,315.1
"ln-164-167-1","BUS_164-BUS_167","164","167",0.00795,0.05919,0.0908,274.0,294.55,315.1
"ln-166-167-1","BUS_166-BUS_167","166","167",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-168-169-1","BUS_168-BUS_169","168","169",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-170-171-1","BUS_170-BUS_171","170","171",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-170-174-1","BUS_170-BUS_174","170","174",0.02756,0.16014,0.24287,274.0,294.55,315.1
"ln-172-173-1","BUS_172-BUS_173","172","173",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-173-175-1","BUS_173-BUS_175","173","175",0.00731,0.05579,0.08364,274.0,294.55,315.1
"ln-174-175-1","BUS_174-BUS_175","174","175",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-176-177-1","BUS_176-BUS_177","176","177",-0.0,1.0E-4,0.0,1593.0,1712.47,1831.95
"ln-178-179-1","BUS_178-BUS_179","178","179",-0.0,1.0E-4,0.0,876.0,941.7,1007.4
"ln-187-202-1","BUS_187-BUS_202","187","202",0.10041,0.17736,0.01665,68.0,73.1,78.2
"ln-187-423-1","BUS_187-BUS_423","187","423",0.0386,0.08364,0.00735,90.0,96.75,103.5
"ln-188-434-1","BUS_188-BUS_434","188","434",0.04017,0.11711,0.01446,140.0,150.5,161.0
"ln-188-437-1","BUS_188-BUS_437","188","437",0.0414,0.1257,0.01489,140.0,150.5,161.0
"ln-189-443-1","BUS_189-BUS_443","189","443",0.04719,0.08273,0.00785,90.0,96.75,103.5
"ln-189-513-1","BUS_189-BUS_513","189","513",0.03909,0.06843,0.00649,91.0,97.82,104.65
"ln-190-355-1","BUS_190-BUS_355","190","355",0.01967,0.0638,0.0066,120.0,129.0,138.0
"ln-190-376-1","BUS_190-BUS_376","190","376",0.02231,0.07248,0.0075,120.0,129.0,138.0
"ln-191-207-1","BUS_191-BUS_207","191","207",0.00686,0.02215,0.00229,120.0,129.0,138.0
"ln-191-529-1","BUS_191-BUS_529","191","529",0.02058,0.06694,0.00691,120.0,129.0,138.0
"ln-192-193-1","BUS_192-BUS_193","192","193",0.00694,0.02256,0.00231,140.0,150.5,161.0
"ln-192-194-1","BUS_192-BUS_194","192","194",0.00264,0.00851,8.8E-4,140.0,150.5,161.0
"ln-192-308-1","BUS_192-BUS_308","192","308",0.03942,0.12033,0.01413,137.0,147.27,157.55
"ln-192-453-1","BUS_192-BUS_453","192","453",0.00818,0.02545,0.00289,122.0,131.15,140.3
"ln-193-332-1","BUS_193-BUS_332","193","332",0.0205,0.07347,0.00782,140.0,150.5,161.0
"ln-194-248-1","BUS_194-BUS_248","194","248",0.02893,0.08719,0.0105,140.0,150.5,161.0
"ln-194-256-1","BUS_194-BUS_256","194","256",0.02802,0.08446,0.01016,140.0,150.5,161.0
"ln-194-332-1","BUS_194-BUS_332","194","332",0.02545,0.08099,0.00735,120.0,129.0,138.0
"ln-195-285-1","BUS_195-BUS_285","195","285",0.01959,0.06355,0.00659,137.0,147.27,157.55
"ln-195-514-1","BUS_195-BUS_514","195","514",0.00992,0.02975,0.00316,120.0,129.0,138.0
"ln-196-1736-1","BUS_196-BUS_1736","196","1736",0.06182,0.10504,0.01014,90.0,96.75,103.5
"ln-197-247-1","BUS_197-BUS_247","197","247",0.0443,0.09347,0.00876,90.0,96.75,103.5
"ln-198-351-1","BUS_198-BUS_351","198","351",0.03529,0.10818,0.011,90.0,96.75,103.5
"ln-198-425-1","BUS_198-BUS_425","198","425",0.02744,0.08264,0.00995,76.0,81.7,87.4
"ln-199-433-1","BUS_199-BUS_433","199","433",0.00983,0.03198,0.0033,120.0,129.0,138.0
