"ID","MW","MVAr","ConstMvaMW","ConstMvaMVAr","ConstIMW","ConstIMVAr","ConstYMW","ConstYMVAr","InService"
"load-241-1",8.653,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-242-1",1.037,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-244-1",0.8669999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-245-1",10.302,4.59,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-246-1",-6.919,-3.06,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-247-1",9.52,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-248-1",2.601,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-249-1",7.786,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-250-1",23.553,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-251-1",18.173,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-252-1",15.173,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-253-1",12.640001,3.655,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-254-1",16.881,2.975,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-255-1",8.653,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-256-1",4.768,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-257-1",6.052,0.17,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-258-1",3.4679997,0.255,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-259-1",17.74,3.5700002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-260-1",9.087,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-261-1",6.7490005,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-262-1",0.17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-263-1",4.505,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-264-1",6.3869996,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-265-1",10.387,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-266-1",7.089,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-267-1",8.823,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-268-1",12.640001,3.145,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-269-1",12.988,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-270-1",3.119,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-271-1",3.119,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-272-1",7.871,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-273-1",10.991,3.145,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-274-1",21.819,6.29,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-275-1",19.737,5.695,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-276-1",12.121,4.335,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-277-1",44.319,17.34,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-278-1",21.208,8.245,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-279-1",21.208,8.245,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-281-1",26.061,10.115,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-282-1",11.169,4.335,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-283-1",14.466999,0.17,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-284-1",2.168,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-285-1",6.919,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-286-1",25.288,3.4849997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-287-1",10.387,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-288-1",11.169,3.23,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-289-1",18.088,5.185,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-290-1",14.722,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-291-1",14.288001,4.59,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-292-1",14.722,4.25,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-293-1",6.3150005,1.7850001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-294-1",25.988,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-295-1",10.088,2.89,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-296-1",14.985,4.335,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-297-1",7.2670007,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-298-1",5.967,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-299-1",40.851,11.73,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-300-1",18.173,7.6499996,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-301-1",5.287,1.105,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-302-1",3.202,1.105,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-303-1",5.372,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-304-1",15.156001,4.335,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-305-1",6.4,0.935,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-306-1",18.173,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-307-1",15.589001,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-308-1",4.335,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-311-1",27.54,4.845,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-313-1",6.052,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-314-1",1.871,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-315-1",8.05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-316-1",13.77,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-317-1",3.502,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-318-1",5.202,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-319-1",0.688,0.255,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-320-1",6.052,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-323-1",8.483,1.53,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-324-1",9.52,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-325-1",11.602,0.255,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-326-1",5.627,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-327-1",12.467999,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-328-1",38.956,19.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-329-1",38.956,19.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-330-1",41.106,18.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-331-1",41.106,18.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-333-1",8.05,0.34,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-334-1",14.288001,0.595,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-335-1",3.4679997,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-337-1",15.156001,4.675,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-338-1",2.168,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-339-1",3.383,1.445,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-340-1",9.52,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-341-1",9.35,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-342-1",13.855,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-343-1",0.8669999,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-344-1",1.704,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-345-1",15.071,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-346-1",28.589,11.05,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-347-1",6.919,3.8249998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-348-1",1.7339998,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-349-1",17.315,3.8249998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-350-1",16.719,4.08,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-351-1",15.334,3.06,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-352-1",12.469,4.42,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-353-1",8.653,2.805,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-354-1",1.7339998,0.51,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-356-1",2.516,0.51,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-357-1",0.7339998,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-358-1",5.882,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-359-1",3.034,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-360-1",3.034,0.935,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-363-1",5.202,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-364-1",-2.168,-0.68,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-365-1",28.569,5.695,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-366-1",29.427,5.695,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-367-1",10.217,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-368-1",8.653,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-369-1",9.52,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-370-1",12.384,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-371-1",14.288001,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-372-1",10.906,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-373-1",1.9039999,0.17,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-376-1",21.386,4.59,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-377-1",7.786,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-378-1",8.134,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-379-1",21.208,1.19,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-380-1",6.486,1.445,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-381-1",0.7,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-382-1",6.919,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-383-1",19.04,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-384-1",12.121,2.975,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-385-1",18.607,5.525,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-386-1",10.821,2.125,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-387-1",10.939,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-388-1",15.156001,1.105,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-389-1",9.52,2.125,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-390-1",7.2169995,2.975,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-391-1",4.42,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-392-1",9.69,2.21,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-393-1",5.438,0.34,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-394-1",9.953,2.805,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-395-1",19.907,3.8249998,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-396-1",7.7010007,2.21,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-397-1",3.553,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-398-1",7.786,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-399-1",7.871,0.935,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-400-1",7.786,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-401-1",7.387,-0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-402-1",3.638,0.765,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-403-1",3.4679997,0.765,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-404-1",6.217,1.6349999,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-405-1",4.598,0.595,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-406-1",7.7010007,2.04,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-407-1",17.094,4.165,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-408-1",7.5229993,0.935,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-409-1",6.052,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-410-1",8.05,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-411-1",16.022,1.7850001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-412-1",6.486,1.105,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-413-1",17.654,1.36,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-414-1",4.335,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-415-1",5.032,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-416-1",17.74,4.25,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-417-1",2.253,0.255,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-418-1",11.688,1.105,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-419-1",12.554,1.19,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-420-1",3.655,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-421-1",8.121,0.68,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-422-1",12.121,0.68,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-423-1",15.589001,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-424-1",10.736,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-425-1",28.832,3.5700002,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-426-1",14.288001,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-427-1",15.334,1.7850001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-428-1",15.156001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-429-1",10.472,2.975,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-430-1",5.55,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-431-1",5.287,1.275,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-432-1",2.865,0.17,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-433-1",4.42,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-434-1",11.315,2.125,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-435-1",0.518,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-436-1",0.433,0.085,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-437-1",5.653,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-438-1",5.287,0.17,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-439-1",2.253,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-440-1",13.421,2.975,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-441-1",14.117999,4.08,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-442-1",4.165,0.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-443-1",6.688,1.7850001,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-444-1",13.684999,3.4849997,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-445-1",12.554,1.615,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-446-1",12.733001,1.445,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-447-1",3.4679997,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-448-1",4.071,2.04,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-451-1",7.786,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-452-1",3.4679997,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-453-1",7.786,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-454-1",18.173,5.1,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-455-1",25.976,5.95,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-456-1",23.375,7.6499996,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-457-1",24.242,7.6499996,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-458-1",6.052,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-459-1",6.052,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-460-1",9.172,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-461-1",18.173,9.35,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-462-1",33.762,8.5,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-463-1",23.375,8.5,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-464-1",18.173,6.8,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-465-1",19.907,5.1,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-466-1",6.052,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-467-1",51.926,17.0,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-468-1",25.976,8.5,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-469-1",6.486,1.19,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-471-1",17.145,5.525,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-472-1",3.034,1.02,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-473-1",3.4679997,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-474-1",3.4679997,0.425,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-475-1",19.04,5.1,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-476-1",7.786,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-477-1",7.786,1.7,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-478-1",20.774,5.1,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-479-1",12.988,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-480-1",8.653,2.55,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-481-1",9.222,2.04,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-482-1",26.409998,2.21,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-483-1",31.161,7.6499996,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-484-1",12.121,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-485-1",39.814,9.35,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-486-1",9.52,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-487-1",10.906,0.935,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-488-1",1.7,0.85,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-489-1",9.04,4.25,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-490-1",15.589001,3.4,1.0,1.0,0.0,0.0,0.0,0.0,true
"load-491-1",31.161,7.6499996,1.0,1.0,0.0,0.0,0.0,0.0,true
