"ID","MW1","MVAr1","MW2","MVAr2","InService","SETelemMW1","SETelemMVAr1","SETelemMW2","SETelemMVAr2","SESigmaMW1","SESigmaMVAr1","SESigmaMW2","SESigmaMVAr2"
"ln-11-16-1",-140.0538,-44.16485,141.2919,45.1643,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-11-17-1",-99.76802,-23.158455,100.369934,19.833565,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-11-111-1",5.9493303,-22.930527,-5.90899,13.770771,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-12-140-1",-85.78904,-20.852852,86.96354,12.782383,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-13-29-1",-143.72108,-11.393642,146.6342,15.064335,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-14-17-1",-148.19159,-50.920868,149.15927,53.58467,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-15-18-1",-222.48582,-77.72598,224.37039,-6.6993713,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-15-165-1",285.17444,29.503632,-283.32635,-69.465256,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-16-73-1",70.36693,-18.696404,-69.915054,10.293007,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-17-74-1",69.583336,-32.357216,-69.10088,26.027775,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-18-20-1",163.84412,-15.428162,-163.67474,-21.742249,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-18-75-1",23.316742,11.799622,-23.26691,-70.23926,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-18-76-1",33.786346,40.14778,-33.720062,-80.12848,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-18-101-1",29.585028,-16.25824,-29.556633,-53.144073,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-19-124-1",-74.8287,-14.619923,75.83061,2.6943207,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-20-67-1",39.82637,-50.08011,-39.77201,-35.14614,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-22-112-1",-62.27913,-64.29596,62.658215,63.526917,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-23-37-1",2.6134014,3.2823563,-2.6040792,-13.693333,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-23-46-1",-44.833683,4.7555923,45.008564,-11.053276,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-23-53-1",-33.925797,-7.6521873,34.056328,-1.4348984,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-24-54-1",-45.088722,4.7439575,45.247864,-12.541008,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-25-41-1",-53.675438,-4.873657,53.832626,-0.4655838,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-25-53-1",50.10922,9.657288,-49.9913,-14.017487,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-25-54-1",-36.419678,-16.40625,36.42273,16.210938,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-26-38-1",-62.70752,-5.656624,62.990356,-0.023078918,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-27-28-1",-34.577007,8.496094,34.577007,-8.3984375,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-27-33-1",80.31502,18.566132,-80.15022,-19.773865,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-27-48-1",1.1379004,-4.797268,-1.1377573,-4.5329094,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-27-74-1",-46.87674,-22.284412,47.155857,13.579941,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-28-47-1",54.15001,-0.26397705,-54.076862,-1.9493103,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-28-88-1",-88.7264,8.678818,89.93374,-13.537502,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-29-30-1",65.67291,68.359375,-65.67291,-68.26172,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-29-45-1",67.579506,13.474655,-67.31915,-18.288994,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-29-48-1",68.87822,11.707687,-68.59727,-16.220856,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-30-46-1",67.33064,13.25798,-67.07242,-18.088531,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-30-49-1",64.88502,9.124184,-64.58073,-14.139366,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-31-32-1",381.67258,288.47656,-381.67258,-288.1836,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-31-39-1",93.721725,-18.580627,-93.56332,-35.856247,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-32-36-1",240.88258,80.41,-239.70532,-119.252014,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-34-35-1",112.23178,-17.1875,-112.23178,17.1875,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-34-51-1",-176.31631,82.55539,176.77173,-115.01694,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-34-183-1",64.08548,-65.507126,-63.99126,0.061416626,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-35-183-1",63.601685,-65.40146,-63.50875,-0.061416626,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-37-38-1",-35.749374,17.871094,35.749374,-17.871094,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-38-55-1",-98.74043,17.798996,99.06583,-18.751144,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-39-40-1",22.512157,0.48828125,-22.512157,-0.5859375,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-40-44-1",-101.029495,-87.7182,101.199104,55.879974,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-41-42-1",155.00128,51.757812,-155.00128,-51.660156,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-41-80-1",22.721851,-2.9346466,-22.702991,-7.2008133,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-42-47-1",76.69157,13.06715,-76.15814,-19.26632,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-42-54-1",81.90222,1.2577057,-81.670044,-3.6827087,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-43-44-1",203.27924,12.3046875,-203.27924,-12.5,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-43-99-1",144.52841,3.8684845,-144.16098,-49.763107,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-44-50-1",304.2038,-58.239746,-303.31607,39.14795,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-45-46-1",-22.06436,-29.003906,22.06436,29.101562,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-45-49-1",3.719163,-5.434227,-3.7176132,-3.720665,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-48-49-1",0.43026572,2.0507812,-0.43026572,-2.0507812,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-50-51-1",243.31694,-67.96875,-243.31694,67.87109,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-50-98-1",-24.0767,37.955093,24.14031,-82.074356,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-50-100-1",15.433609,-56.783867,-15.413594,-82.992935,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-52-53-1",-15.926743,-16.728973,15.934753,15.451813,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-55-181-1",-170.60341,25.321007,175.00003,-12.198353,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-56-74-1",-94.87906,-19.966125,95.06836,19.028473,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-57-81-1",-19.533157,-9.3185425,19.53621,8.595276,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-58-80-1",-18.682861,-4.924011,18.685532,4.1992188,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-59-63-1",-28.066254,-31.991577,28.10278,29.986572,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-59-82-1",-27.16415,0.045681,27.251041,-10.978413,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-60-85-1",-42.264248,-0.4650116,42.462444,-6.8798065,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-60-104-1",-74.20816,1.7551422,74.54154,-6.6703796,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-61-62-1",-45.127148,30.46875,45.127148,-30.664062,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-61-64-1",104.01514,-21.209145,-103.437256,19.626427,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-61-109-1",-248.63339,17.564392,249.15027,-14.659119,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-61-184-1",189.74966,-26.833344,-185.29756,40.910625,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-62-82-1",203.50131,13.50708,-202.81287,-10.88028,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-62-110-1",-248.633,17.070007,249.15009,-14.1571045,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-63-71-1",203.61761,-14.341164,-201.64151,22.290802,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-63-91-1",109.17072,7.5756073,-108.62408,-8.823776,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-63-94-1",172.51663,-26.686096,-171.95091,28.281403,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-63-96-1",104.82855,-28.050041,-103.86925,26.833153,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-64-69-1",111.953545,-6.105423,-111.41057,4.563141,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-64-79-1",153.3732,-20.82901,-152.53749,22.624588,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-64-93-1",157.50084,-13.581085,-157.03793,14.479065,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-64-95-1",100.54579,-24.134064,-99.67666,22.446632,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-65-90-1",54.912926,-13.836098,-54.66385,8.843613,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-65-91-1",-66.29505,12.11853,66.40044,-13.996124,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-66-68-1",-102.64759,80.5233,103.04976,-81.74591,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-66-152-1",207.50127,25.63982,-203.25876,-6.138611,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-67-138-1",595.69684,133.62427,-588.3204,-105.16968,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-68-78-1",-75.67232,56.01616,76.186966,-59.09443,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-69-83-1",6.8683624,-20.468903,-6.862068,18.751526,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-70-73-1",-133.21428,-22.149658,133.4715,22.194672,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-70-107-1",133.21457,22.149658,-133.10432,-22.128296,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-71-72-1",0.0,0.0,0.0,0.0,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-71-86-1",141.09344,-64.56909,-140.69405,65.49988,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-73-87-1",-85.08515,65.356064,85.53386,-66.690445,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-74-108-1",-29.825783,62.65564,29.864502,-63.30719,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-75-76-1",44.71645,-31.054688,-44.71645,31.054688,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-76-105-1",35.000183,-77.46506,-34.930084,2.2377014,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-77-84-1",-129.1707,1.3366699,129.83322,-1.4396667,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-77-85-1",45.959568,-41.21704,-45.889473,39.46457,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-78-103-1",-144.62251,26.152039,145.69896,-24.815369,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-79-88-1",152.53763,-22.623825,-151.80493,24.510956,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-80-81-1",16.085032,-0.390625,-16.085032,0.29296875,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-80-96-1",-82.119225,22.616577,83.293846,-28.009224,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-81-93-1",-82.16584,18.608284,83.46363,-26.643372,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-83-84-1",-6.556532,3.125,6.556532,-3.125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-83-103-1",166.21756,-22.923279,-165.34743,25.168228,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-84-184-1",85.31426,-17.341805,-84.44125,10.909843,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-85-86-1",-29.057568,4.1015625,29.057568,-4.1015625,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-86-108-1",91.66584,-45.560265,-91.11733,43.615532,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-87-88-1",-61.86501,11.035156,61.86501,-10.9375,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-87-94-1",-148.2214,32.187653,149.60406,-29.330444,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-89-94-1",-103.32673,-5.57251,103.97644,2.766037,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-89-102-1",5.517769,-16.135406,-5.5122375,13.994598,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-90-104-1",25.9058,-26.834488,-25.848055,21.779442,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-92-100-1",-90.081314,-49.768066,90.17124,22.240448,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-92-106-1",-23.140335,-108.6792,23.230934,80.722046,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-93-94-1",81.64143,1.6601562,-81.64143,-1.7578125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-95-96-1",115.235794,8.3984375,-115.235794,-8.300781,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-95-102-1",85.67467,19.10019,-85.32291,-20.808792,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-98-99-1",-108.24164,-107.22656,108.24164,107.22656,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-99-101-1",35.919144,-57.36637,-35.875797,-39.896965,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-100-101-1",-44.450058,-31.933594,44.450058,31.835938,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-103-104-1",-61.174076,80.27344,61.174076,-80.27344,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-105-106-1",18.183266,261.8164,-18.183266,-261.71875,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-105-185-1",309.8713,-48.273468,-308.06503,16.981125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-106-180-1",239.74165,-41.97235,-238.87201,10.114288,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-107-108-1",-61.227226,-20.262146,61.252785,19.694519,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-111-112-1",62.656372,63.57422,-62.656372,-63.57422,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-111-123-1",136.20898,-18.185043,-135.38565,19.10534,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-111-124-1",131.19121,-24.40033,-130.10541,24.905586,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-113-114-1",-49.283813,-30.038834,49.442554,24.716377,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-113-151-1",-66.0398,-6.558609,66.13626,4.786682,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-114-131-1",-123.74158,-36.28807,124.66903,35.58464,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-115-116-1",-118.75036,64.16016,118.75036,-64.16016,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-115-133-1",-19.723654,-154.0348,20.180248,91.64314,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-116-138-1",-247.75052,-31.872177,248.89522,1.5361786,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-117-140-1",-241.33548,29.61731,248.14969,7.972622,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-117-143-1",136.02423,-46.33522,-135.26979,47.842407,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-118-119-1",0.0,0.09765625,0.0,-0.09765625,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-118-126-1",-133.87592,-61.798477,135.3609,64.59713,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-118-142-1",49.712753,30.065155,-49.674416,-30.755615,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-120-125-1",-45.945942,-51.24798,46.423374,43.11695,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-120-130-1",-47.28631,1.6318321,47.5495,-10.929012,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-121-122-1",0.0,0.0,0.0,0.0,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-121-151-1",-38.265324,-5.5849075,38.353634,-0.7911682,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-123-124-1",-108.39927,0.78125,108.39927,-0.78125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-123-140-1",12.821579,-2.1636963,-12.8211975,1.5960693,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-123-144-1",244.65804,-12.85038,-233.51836,56.635,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-124-139-1",8.644485,-1.5838623,-8.643723,1.0162354,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-125-126-1",-170.24365,-47.16797,170.24365,47.16797,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-125-135-1",157.04796,82.85675,-155.54802,-76.968765,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-125-186-1",7.1217537,-2.9945374,-7.1208954,-1.6921997,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-126-186-1",8.211231,-2.809143,-8.21023,-1.8753052,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-127-128-1",74.82935,132.71484,-74.82935,-132.51953,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-127-157-1",-40.239693,-13.402939,40.318703,-76.91498,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-128-145-1",74.83252,132.52545,-73.258804,-223.1352,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-129-143-1",-67.66279,-24.191856,68.1561,18.527603,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-129-148-1",-23.7808,-13.293076,23.853565,5.24807,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-130-132-1",-163.99817,-55.607605,167.998,70.318985,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-130-154-1",-28.391123,-7.002735,28.459621,-0.62942505,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-131-132-1",200.13327,1.7578125,-200.13327,-1.6601562,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-131-147-1",148.02235,50.56963,-144.39859,-46.230698,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-131-151-1",75.59327,22.127151,-74.699165,-31.839657,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-132-148-1",147.647,50.53091,-144.03984,-46.2718,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-132-150-1",75.23715,22.184277,-74.34991,-31.93388,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-133-134-1",-9.543249,-45.01953,9.543249,45.01953,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-133-182-1",-153.76625,-263.3484,154.05215,256.64062,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-134-182-1",-153.3699,-262.0697,153.65295,255.33142,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-135-136-1",0.0,0.0,0.0,0.0,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-135-142-1",9.819317,0.9130478,-9.811854,-7.438278,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-137-138-1",0.0,0.09765625,0.0,0.09765625,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-139-140-1",249.46268,0.1953125,-249.46268,0.1953125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-139-166-1",140.93138,-3.629303,-138.17725,7.6132774,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-139-174-1",183.03291,15.689373,-179.04219,-2.5118828,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-140-167-1",136.11887,-7.788658,-132.93733,11.638069,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-141-144-1",-77.81548,-4.5796394,78.647354,-1.8616676,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-141-178-1",-60.026478,-47.281742,60.94197,37.618256,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-143-144-1",-23.856049,92.48047,23.856049,-92.578125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-143-149-1",81.7749,15.045166,-81.60162,-16.184235,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-144-147-1",24.201334,-1.6283035,-24.083424,-13.164043,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-145-146-1",0.0,0.0,0.0,0.0,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-147-148-1",-82.3684,-54.296875,82.3684,54.39453,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-147-154-1",167.04083,71.769714,-166.20784,-68.19229,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-150-151-1",94.40447,-10.7421875,-94.40447,10.644531,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-150-152-1",-96.37718,16.80088,96.87295,-19.19403,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-152-153-1",0.0,0.0,0.0,0.0,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-155-166-1",-58.949516,-47.177505,59.053326,43.450928,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-156-179-1",76.469185,75.995255,-75.82707,-85.458755,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-157-158-1",-172.64009,38.28125,172.64009,-38.28125,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-158-176-1",-249.18336,-41.617966,250.96373,-24.616432,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-159-160-1",43.67284,-46.972656,-43.67284,46.972656,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-159-165-1",4.065585,91.39519,-3.6975384,-155.77812,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-159-176-1",-166.12172,-65.25993,166.52316,28.574753,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-160-168-1",92.47854,-13.717651,-92.28804,-48.16284,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-160-177-1",-166.58383,-64.86435,166.98668,28.194809,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-161-162-1",29.476225,-22.265625,-29.476225,22.070312,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-161-166-1",-60.8549,13.838482,62.02839,-27.449942,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-162-179-1",24.650919,-39.631653,-24.347866,24.152756,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-163-164-1",55.44668,46.777344,-55.44668,-46.679688,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-163-172-1",49.75107,71.22536,-49.314644,-74.44744,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-164-167-1",-22.849655,56.443024,23.176025,-63.13572,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-166-167-1",-46.2997,-37.695312,46.2997,37.597656,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-168-169-1",92.29231,48.14453,-92.29231,-48.14453,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-170-171-1",-54.236965,-17.1875,54.236965,17.1875,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-170-174-1",-20.368212,-6.750107,20.495462,-15.490961,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-172-173-1",-12.653121,53.027344,12.653121,-53.222656,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-173-175-1",-51.83735,27.717018,52.11556,-33.608246,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-174-175-1",105.527855,-8.300781,-105.527855,8.300781,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-176-177-1",-33.014297,7.9101562,33.014297,-7.9101562,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-178-179-1",-80.47692,-50.29297,80.47692,50.29297,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-187-202-1",-18.948889,-4.907322,19.340015,3.946352,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-187-423-1",12.896776,3.6319733,-12.823868,-4.1772842,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-188-434-1",21.034409,0.6103039,-20.839046,-1.3474464,true,true,true,true,true,1.0,1.0,1.0,1.0
"ln-188-437-1",-27.520418,-1.4602184,27.864052,1.1244297,true,true,true,true,true,1.0,1.0,1.0,1.0
