"ID","SynchronousMachineOperatingMode","AVRMode","KVSetPoint","MVArSetPoint","MVAr","InService"
"Gen gen-514-1:SM",GEN,ON,110.00055,0.0,77.29449,true
"Gen gen-515-1:SM",GEN,ON,108.53649,0.0,86.057594,true
"Gen gen-525-1:SM",GEN,ON,110.0,0.0,0.0,true
"Gen gen-536-1:SM",GEN,ON,107.51074,0.0,4.713602,true
"Gen gen-537-1:SM",GEN,ON,108.44625,0.0,0.0,true
"Gen gen-556-1:SM",GEN,ON,110.77697,0.0,1.0,true
"Gen gen-580-1:SM",GEN,ON,112.49718,0.0,0.0,true
"Gen gen-584-1:SM",GEN,ON,108.1421,0.0,1.7462307,true
"Gen gen-585-1:SM",GEN,ON,108.1696,0.0,0.87078774,true
"Gen gen-607-1:SM",GEN,OFF,110.87492,0.0,0.0,true
"Gen gen-612-1:SM",GEN,ON,110.000114,0.0,9.725321,true
"Gen gen-613-1:SM",GEN,ON,110.00105,0.0,0.0,true
"Gen gen-615-1:SM",GEN,ON,110.7799,0.0,0.0,true
"Gen gen-623-1:SM",GEN,ON,108.95173,0.0,1.9319341,true
"Gen gen-639-1:SM",GEN,ON,112.1658,0.0,0.0,true
"Gen gen-651-1:SM",GEN,ON,111.30577,0.0,0.0,true
"Gen gen-654-1:SM",GEN,ON,111.89886,0.0,0.0,true
"Gen gen-664-1:SM",GEN,ON,109.99297,0.0,6.0,true
"Gen gen-670-1:SM",GEN,ON,110.45422,0.0,0.0,true
"Gen gen-674-1:SM",GEN,OFF,110.27483,0.0,0.0,true
"Gen gen-688-1:SM",GEN,ON,110.771095,0.0,0.0,true
"Gen gen-692-1:SM",GEN,ON,109.842445,0.0,1.0,true
"Gen gen-699-1:SM",GEN,ON,111.584724,0.0,0.119039044,true
"Gen gen-712-1:SM",GEN,ON,109.26119,0.0,0.0,true
"Gen gen-730-1:SM",GEN,ON,113.41712,0.0,0.49828812,true
"Gen gen-732-1:SM",GEN,ON,112.489655,0.0,0.0,true
"Gen gen-735-1:SM",GEN,ON,111.5811,0.0,0.0,true
"Gen gen-740-1:SM",GEN,ON,114.09386,0.0,0.51758456,true
"Gen gen-744-1:SM",GEN,ON,114.74453,0.0,0.0,true
"Gen gen-754-1:SM",GEN,ON,111.94378,0.0,0.0,true
"Gen gen-755-1:SM",GEN,ON,113.27241,0.0,0.0,true
"Gen gen-760-1:SM",GEN,ON,109.13293,0.0,0.0,true
"Gen gen-766-1:SM",GEN,ON,108.50033,0.0,0.10124035,true
"Gen gen-784-1:SM",GEN,OFF,110.10362,0.0,0.0,true
"Gen gen-790-1:SM",GEN,ON,111.13249,0.0,0.0,true
"Gen gen-795-1:SM",GEN,ON,108.26987,0.0,0.0,true
"Gen gen-798-1:SM",GEN,ON,109.74025,0.0,0.0,true
"Gen gen-814-1:SM",GEN,ON,110.00008,0.0,9.758093,true
"Gen gen-834-1:SM",GEN,ON,110.30696,0.0,13.494905,true
"Gen gen-878-1:SM",GEN,OFF,109.59859,0.0,0.0,true
"Gen gen-884-1:SM",GEN,OFF,107.56515,0.0,0.0,true
"Gen gen-892-1:SM",GEN,ON,110.00024,0.0,34.147957,true
"Gen gen-895-1:SM",GEN,ON,109.48516,0.0,0.0,true
"Gen gen-901-1:SM",GEN,ON,108.629684,0.0,0.0,true
"Gen gen-910-1:SM",GEN,ON,109.905014,0.0,0.0,true
"Gen gen-911-1:SM",GEN,ON,113.491516,0.0,4.1457324,true
"Gen gen-912-1:SM",GEN,ON,113.096405,0.0,10.787498,true
"Gen gen-914-1:SM",GEN,ON,109.5038,0.0,0.0,true
"Gen gen-917-1:SM",GEN,OFF,109.88187,0.0,0.0,true
"Gen gen-919-1:SM",GEN,ON,108.69269,0.0,0.0,true
"Gen gen-920-1:SM",GEN,OFF,108.72551,0.0,0.0,true
"Gen gen-929-1:SM",GEN,ON,110.00024,0.0,34.817688,true
"Gen gen-959-1:SM",GEN,ON,104.76605,0.0,0.0,true
"Gen gen-968-1:SM",GEN,OFF,110.66037,0.0,0.0,true
"Gen gen-993-1:SM",GEN,ON,109.870964,0.0,0.0,true
"Gen gen-994-1:SM",GEN,ON,109.87083,0.0,0.0,true
"Gen gen-995-1:SM",GEN,ON,109.9518,0.0,30.289543,true
"Gen gen-996-1:SM",GEN,ON,110.00009,0.0,13.3298025,true
"Gen gen-997-1:SM",GEN,ON,109.56519,0.0,35.431625,true
"Gen gen-1004-1:SM",GEN,ON,113.81709,0.0,0.0,true
"Gen gen-1024-1:SM",GEN,OFF,111.67385,0.0,0.0,true
"Gen gen-1027-1:SM",GEN,ON,109.439766,0.0,0.0,true
"Gen gen-1028-1:SM",GEN,ON,109.49873,0.0,0.0,true
"Gen gen-1029-1:SM",GEN,ON,109.796814,0.0,0.0,true
"Gen gen-1053-1:SM",GEN,ON,110.00016,0.0,27.873096,true
"Gen gen-1054-1:SM",GEN,ON,108.64475,0.0,31.0,true
"Gen gen-1105-1:SM",GEN,ON,109.201324,0.0,0.0,true
"Gen gen-1106-1:SM",GEN,ON,110.812195,0.0,0.0,true
"Gen gen-1107-1:SM",GEN,ON,108.34413,0.0,0.0,true
"Gen gen-1138-1:SM",GEN,ON,109.50967,0.0,39.00219,true
"Gen gen-1140-1:SM",GEN,ON,110.0002,0.0,31.344492,true
"Gen gen-1141-1:SM",GEN,ON,110.00024,0.0,35.331554,true
"Gen gen-1175-1:SM",GEN,ON,110.20751,0.0,0.0,true
"Gen gen-1182-1:SM",GEN,ON,110.106384,0.0,-47.554787,true
"Gen gen-1183-1:SM",GEN,ON,110.0,0.0,4.207863,true
"Gen gen-1184-1:SM",GEN,ON,110.00047,0.0,68.31205,true
"Gen gen-1191-1:SM",GEN,ON,110.0,0.0,-2.589319,true
"Gen gen-1192-1:SM",GEN,ON,110.00024,0.0,37.850163,true
"Gen gen-1201-1:SM",GEN,ON,110.0002,0.0,29.335064,true
"Gen gen-1202-1:SM",GEN,ON,110.00008,0.0,16.059065,true
"Gen gen-1203-1:SM",GEN,ON,110.0002,0.0,37.058395,true
"Gen gen-1232-1:SM",GEN,ON,110.08702,0.0,3.664758,true
"Gen gen-1233-1:SM",GEN,ON,110.00283,0.0,0.0,true
"Gen gen-1244-1:SM",GEN,ON,107.79434,0.0,0.0,true
"Gen gen-1247-1:SM",GEN,ON,108.845985,0.0,0.0,true
"Gen gen-1250-1:SM",GEN,ON,110.00031,0.0,52.50548,true
"Gen gen-1268-1:SM",GEN,OFF,106.88327,0.0,0.0,true
"Gen gen-1316-1:SM",GEN,OFF,110.9036,0.0,0.0,true
"Gen gen-1325-1:SM",GEN,OFF,109.88596,0.0,0.0,true
"Gen gen-1349-1:SM",GEN,OFF,109.06981,0.0,0.0,true
"Gen gen-1356-1:SM",GEN,ON,107.83127,0.0,0.0,true
"Gen gen-1359-1:SM",GEN,ON,109.90758,0.0,0.0,true
"Gen gen-1393-1:SM",GEN,ON,110.00004,0.0,4.1110706,true
"Gen gen-1403-1:SM",GEN,ON,109.82872,0.0,0.0,true
"Gen gen-1416-1:SM",GEN,ON,109.92322,0.0,10.677645,true
"Gen gen-1417-1:SM",GEN,ON,110.00008,0.0,24.275297,true
"Gen gen-1418-1:SM",GEN,ON,110.00016,0.0,23.872255,true
"Gen gen-1426-1:SM",GEN,ON,110.7874,0.0,68.0,true
"Gen gen-1429-1:SM",GEN,OFF,105.96751,0.0,0.0,true
"Gen gen-1469-1:SM",GEN,OFF,110.14924,0.0,0.0,true
"Gen gen-1475-1:SM",GEN,ON,107.75688,0.0,0.0,true
"Gen gen-1504-1:SM",GEN,ON,111.30026,0.0,0.0,true
"Gen gen-1505-1:SM",GEN,ON,113.605896,0.0,0.0,true
"Gen gen-1514-1:SM",GEN,ON,109.37631,0.0,0.0,true
"Gen gen-1534-1:SM",GEN,OFF,110.58316,0.0,0.0,true
"Gen gen-1536-1:SM",GEN,ON,110.00035,0.0,59.572567,true
"Gen gen-1537-1:SM",GEN,ON,110.0,0.0,6.1937823,true
"Gen gen-1538-1:SM",GEN,ON,110.0002,0.0,75.554634,true
"Gen gen-1542-1:SM",GEN,ON,113.57066,0.0,0.0,true
"Gen gen-1543-1:SM",GEN,OFF,108.94105,0.0,0.0,true
"Gen gen-1550-1:SM",GEN,ON,109.874176,0.0,0.0,true
"Gen gen-1566-1:SM",GEN,ON,110.09719,0.0,20.0,true
"Gen gen-1587-1:SM",GEN,ON,107.84902,0.0,0.0,true
"Gen gen-1600-1:SM",GEN,ON,107.77358,0.0,0.0,true
"Gen gen-1602-1:SM",GEN,ON,110.565445,0.0,0.0,true
"Gen gen-1603-1:SM",GEN,ON,110.00016,0.0,26.220903,true
"Gen gen-1609-1:SM",GEN,OFF,108.54739,0.0,0.0,true
"Gen gen-1617-1:SM",GEN,OFF,114.28607,0.0,0.0,true
"Gen gen-1620-1:SM",GEN,OFF,115.16021,0.0,0.0,true
"Gen gen-1627-1:SM",GEN,OFF,106.72309,0.0,0.0,true
"Gen gen-1630-1:SM",GEN,OFF,114.799706,0.0,0.0,true
"Gen gen-1635-1:SM",GEN,OFF,113.56256,0.0,0.0,true
"Gen gen-1638-1:SM",GEN,ON,111.99429,0.0,0.0,true
"Gen gen-1664-1:SM",GEN,ON,111.0362,0.0,1.1078943,true
"Gen gen-1669-1:SM",GEN,ON,110.845604,0.0,0.0,true
"Gen gen-1673-1:SM",GEN,ON,110.00031,0.0,53.22573,true
"Gen gen-1674-1:SM",GEN,ON,110.00016,0.0,14.168936,true
"Gen gen-1679-1:SM",GEN,OFF,101.09249,0.0,0.0,true
"Gen gen-1683-1:SM",GEN,OFF,106.36457,0.0,0.0,true
"Gen gen-1685-1:SM",GEN,OFF,109.36994,0.0,0.0,true
"Gen gen-1686-1:SM",GEN,ON,110.016495,0.0,0.7044852,true
"Gen gen-1698-1:SM",GEN,OFF,108.35186,0.0,0.0,true
"Gen gen-1700-1:SM",GEN,OFF,109.085236,0.0,0.0,true
"Gen gen-1706-1:SM",GEN,OFF,112.39567,0.0,0.0,true
"Gen gen-1710-1:SM",GEN,OFF,113.71788,0.0,0.0,true
"Gen gen-1712-1:SM",GEN,ON,110.00024,0.0,31.865559,true
"Gen gen-1717-1:SM",GEN,OFF,115.50116,0.0,0.0,true
"Gen gen-1719-1:SM",GEN,OFF,107.22262,0.0,0.0,true
"Gen gen-1726-1:SM",GEN,OFF,101.73802,0.0,0.0,true
"Gen gen-1728-1:SM",GEN,OFF,106.33933,0.0,0.0,true
"Gen gen-1730-1:SM",GEN,OFF,113.801346,0.0,0.0,true
"Gen gen-1734-1:SM",GEN,OFF,115.84632,0.0,0.0,true
"Gen gen-1735-1:SM",GEN,ON,105.4251,0.0,2.0,true
"Gen gen-1739-1:SM",GEN,OFF,109.00623,0.0,0.0,true
"Gen gen-1742-1:SM",GEN,OFF,113.15405,0.0,0.0,true
"Gen gen-1749-1:SM",GEN,OFF,108.81617,0.0,0.0,true
"Gen gen-1758-1:SM",GEN,OFF,110.95565,0.0,0.0,true
"Gen gen-1760-1:SM",GEN,ON,109.86144,0.0,7.6113167,true
"Gen gen-1761-1:SM",GEN,ON,109.84127,0.0,5.1680818,true
"Gen gen-1763-1:SM",GEN,ON,14.292081,0.0,11.176538,true
"Gen gen-1764-1:SM",GEN,ON,14.498699,0.0,11.423841,true
"Gen gen-1768-1:SM",GEN,OFF,113.79881,0.0,0.0,true
"Gen gen-1788-1:SM",GEN,OFF,106.84224,0.0,0.0,true
"Gen gen-1793-1:SM",GEN,OFF,101.772606,0.0,0.0,true
"Gen gen-1799-1:SM",GEN,OFF,113.058235,0.0,0.0,true
"Gen gen-1807-1:SM",GEN,OFF,114.238205,0.0,0.0,true
"Gen gen-1844-1:SM",GEN,OFF,111.38718,0.0,0.0,true
"Gen gen-1845-1:SM",GEN,OFF,109.82498,0.0,0.0,true
"Gen gen-1870-1:SM",GEN,OFF,106.24217,0.0,0.0,true
"Gen gen-1871-1:SM",GEN,OFF,110.214676,0.0,0.0,true
"Gen gen-1874-1:SM",GEN,OFF,108.01813,0.0,0.0,true
"Gen gen-1875-1:SM",GEN,OFF,105.25524,0.0,0.0,true
"Gen gen-1882-1:SM",GEN,ON,110.00008,0.0,14.440884,true
"Gen gen-1883-1:SM",GEN,ON,110.0002,0.0,39.16694,true
"Gen gen-1894-1:SM",GEN,OFF,109.10535,0.0,0.0,true
"Gen gen-1895-1:SM",GEN,OFF,108.0274,0.0,0.0,true
"Gen gen-1904-1:SM",GEN,OFF,109.20999,0.0,0.0,true
"Gen gen-1918-1:SM",GEN,ON,109.583145,0.0,2.0,true
"Gen gen-1921-1:SM",GEN,ON,108.58135,0.0,15.000001,true
"Gen gen-1932-1:SM",GEN,OFF,111.77608,0.0,0.0,true
"Gen gen-1940-1:SM",GEN,OFF,107.96061,0.0,0.0,true
"Gen gen-1947-1:SM",GEN,OFF,110.97754,0.0,0.0,true
"Gen gen-1960-1:SM",GEN,OFF,108.83755,0.0,0.0,true
"Gen gen-1961-1:SM",GEN,OFF,116.133484,0.0,0.0,true
"Gen gen-1962-1:SM",GEN,OFF,108.59216,0.0,0.0,true
"Gen gen-1964-1:SM",GEN,OFF,109.06001,0.0,0.0,true
"Gen gen-1966-1:SM",GEN,OFF,113.4864,0.0,0.0,true
"Gen gen-1970-1:SM",GEN,OFF,107.1519,0.0,0.0,true
"Gen gen-1974-1:SM",GEN,OFF,105.12377,0.0,0.0,true
"Gen gen-1976-1:SM",GEN,OFF,103.93515,0.0,0.0,true
"Gen gen-1977-1:SM",GEN,OFF,113.0119,0.0,0.0,true
"Gen gen-1993-1:SM",GEN,OFF,105.76364,0.0,0.0,true
"Gen gen-1995-1:SM",GEN,ON,108.57921,0.0,8.0,true
"Gen gen-1996-1:SM",GEN,OFF,109.12131,0.0,0.0,true
"Gen gen-1998-1:SM",GEN,OFF,100.72581,0.0,0.0,true
"Gen gen-2010-1:SM",GEN,ON,114.381386,0.0,0.0,true
"Gen gen-2021-1:SM",GEN,ON,112.257195,0.0,0.0,true
"Gen gen-2022-1:SM",GEN,ON,113.3319,0.0,0.0,true
"Gen gen-2026-1:SM",GEN,ON,113.9171,0.0,0.0,true
"Gen gen-2027-1:SM",GEN,OFF,116.260864,0.0,0.0,true
"Gen gen-2033-1:SM",GEN,OFF,114.79239,0.0,0.0,true
"Gen gen-2034-1:SM",GEN,OFF,111.9576,0.0,0.0,true
"Gen gen-2036-1:SM",GEN,OFF,112.90713,0.0,0.0,true
"Gen gen-2046-1:SM",GEN,OFF,109.92123,0.0,0.0,true
"Gen gen-2085-1:SM",GEN,OFF,107.67655,0.0,0.0,true
"Gen gen-2088-1:SM",GEN,OFF,109.49226,0.0,0.0,true
"Gen gen-2099-1:SM",GEN,ON,110.7502,0.0,0.0,true
"Gen gen-2106-1:SM",GEN,OFF,106.20819,0.0,0.0,true
"Gen gen-2107-1:SM",GEN,OFF,112.724915,0.0,0.0,true
"Gen gen-2108-1:SM",GEN,OFF,115.64395,0.0,0.0,true
"Gen gen-2115-1:SM",GEN,OFF,108.80257,0.0,0.0,true
"Gen gen-2119-1:SM",GEN,ON,110.00008,0.0,15.979101,true
"Gen gen-2121-1:SM",GEN,OFF,116.09521,0.0,0.0,true
"Gen gen-2127-1:SM",GEN,ON,109.7591,0.0,0.0,true
"Gen gen-2138-1:SM",GEN,ON,114.10267,0.0,0.45271218,true
"Gen gen-2139-1:SM",GEN,ON,114.10314,0.0,0.0,true
"Gen gen-2140-1:SM",GEN,ON,108.6184,0.0,1.0,true
"Gen gen-2153-1:SM",GEN,OFF,108.97631,0.0,0.0,true
"Gen gen-2159-1:SM",GEN,ON,110.00031,0.0,42.944305,true
"Gen gen-2164-1:SM",GEN,ON,114.606804,0.0,0.0,true
"Gen gen-2167-1:SM",GEN,ON,112.37426,0.0,0.655368,true
"Gen gen-2168-1:SM",GEN,ON,112.21065,0.0,0.49444064,true
"Gen gen-2171-1:SM",GEN,ON,112.28416,0.0,0.31608826,true
"Gen gen-2194-1:SM",GEN,ON,110.0,0.0,2.2051773,true
"Gen gen-2197-1:SM",GEN,ON,104.87384,0.0,17.847921,true
"Gen gen-2204-1:SM",GEN,ON,109.2883,0.0,2.092743,true
"Gen gen-2213-1:SM",GEN,ON,116.909096,0.0,1.0,true
"Gen gen-2217-1:SM",GEN,ON,104.27368,0.0,1.0,true
"Gen gen-2218-1:SM",GEN,OFF,106.27486,0.0,0.0,true
"Gen gen-2221-1:SM",GEN,ON,110.00024,0.0,33.81471,true
"Gen gen-2225-1:SM",GEN,OFF,110.544556,0.0,0.0,true
"Gen gen-2234-1:SM",GEN,ON,108.90364,0.0,1.0,true
"Gen gen-2237-1:SM",GEN,ON,104.034615,0.0,18.0,true
"Gen gen-2248-1:SM",GEN,ON,109.5155,0.0,0.9400927,true
"Gen gen-2268-1:SM",GEN,OFF,114.45693,0.0,0.0,true
"Gen gen-2271-1:SM",GEN,OFF,110.074524,0.0,0.0,true
"Gen gen-2272-1:SM",GEN,ON,110.21391,0.0,3.4222767,true
"Gen gen-2273-1:SM",GEN,ON,104.302505,0.0,1.6714178,true
"Gen gen-2278-1:SM",GEN,OFF,106.55033,0.0,0.0,true
"Gen gen-2290-1:SM",GEN,OFF,109.934555,0.0,0.0,true
"Gen gen-2293-1:SM",GEN,ON,111.74672,0.0,0.3623817,true
"Gen gen-2294-1:SM",GEN,ON,110.031395,0.0,0.15660375,true
"Gen gen-2296-1:SM",GEN,ON,112.59325,0.0,0.4261371,true
"Gen gen-2298-1:SM",GEN,OFF,109.06072,0.0,0.0,true
"Gen gen-2307-1:SM",GEN,OFF,112.76996,0.0,0.0,true
"Gen gen-2323-1:SM",GEN,OFF,114.563225,0.0,0.0,true
"Gen gen-2328-1:SM",GEN,ON,109.148254,0.0,0.0,true
"Gen gen-2330-1:SM",GEN,OFF,111.9267,0.0,0.0,true
"Gen gen-2336-1:SM",GEN,ON,110.00024,0.0,32.647614,true
"Gen gen-2339-1:SM",GEN,ON,109.093605,0.0,0.0,true
"Gen gen-2361-1:SM",GEN,ON,109.14543,0.0,10.0,true
"Gen gen-2372-1:SM",GEN,ON,110.00008,0.0,13.752333,true
"Gen gen-2376-1:SM",GEN,ON,102.378075,0.0,0.7889174,true
"Gen gen-2379-1:SM",GEN,ON,108.3687,0.0,0.0,true
"Gen gen-2380-1:SM",GEN,ON,115.57588,0.0,-18.0,true
"Gen gen-2381-1:SM",GEN,ON,115.57477,0.0,-14.439821,true
