"ID","MW1","MVAr1","MW2","MVAr2","InService","SETelemMW1","SETelemMVAr1","SETelemMW2","SETelemMVAr2","SESigmaMW1","SESigmaMVAr1","SESigmaMW2","SESigmaMVAr2"
"tx2-979-68-1:wnd1",15.820223,-9.887505,-15.815273,10.445118,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-995-69-1:wnd1",-95.720764,-8.578682,95.85771,15.01379,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-996-69-1:wnd1",-8.683509,-0.5862236,8.684619,0.89092255,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1059-71-1:wnd1",-26.614496,-26.18103,26.635775,27.431107,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1060-71-1:wnd1",-33.88904,-13.633633,33.911766,14.843082,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-73-75-1:wnd1",21.528221,-97.844315,-21.446741,101.293945,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-74-76-1:wnd1",-43.298065,-121.29173,43.434334,126.53694,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1095-77-1:wnd1",-76.582634,-26.072502,76.69645,30.971146,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1096-77-1:wnd1",-6.513172,-8.181,6.5148683,8.90789,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1106-78-1:wnd1",-68.355385,-28.710938,68.43865,32.950783,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1114-80-1:wnd1",-69.971115,22.843456,70.056175,-19.152164,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1115-81-1:wnd1",-78.597435,32.45535,78.70964,-27.57063,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1138-82-1:wnd1",-88.01088,1.84412,88.140785,3.7896156,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1139-82-1:wnd1",-87.30421,-12.407494,87.42106,18.069553,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1141-83-1:wnd1",-58.557034,-5.465412,58.607746,8.080769,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1192-84-1:wnd1",10.124508,-1.5115738,-10.122761,1.8734932,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1182-85-1:wnd1",-66.097336,1.1936188,66.18822,3.2538414,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1184-86-1:wnd1",-53.6188,6.149578,53.672577,-3.1658173,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1213-87-1:wnd1",-114.93971,-0.69379807,115.13248,9.842777,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1217-89-1:wnd1",-97.6613,-14.506531,97.80896,21.705055,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1244-90-1:wnd1",-28.741514,-16.868114,28.758326,17.991066,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1343-91-1:wnd1",-42.18992,-20.965385,42.22372,22.821522,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1382-92-1:wnd1",-33.583225,-72.934814,33.698086,78.35503,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1384-92-1:wnd1",-79.320145,-71.14592,79.522026,80.09472,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1418-93-1:wnd1",-103.29776,0.9868622,103.453445,6.468296,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1426-96-1:wnd1",-135.53917,3.460312,135.80621,9.490013,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1427-97-1:wnd1",-80.18038,-40.525436,80.214,42.01584,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1502-98-1:wnd1",-83.509384,-162.04443,84.10278,189.30159,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1504-100-1:wnd1",30.438366,-85.90155,-30.307886,92.655754,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1505-101-1:wnd1",-20.91774,-57.58066,20.982742,61.13596,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1524-102-1:wnd1",-90.69636,-0.8986473,90.83483,6.811905,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-103-106-1:wnd1",245.33794,-190.0116,-244.79132,222.94807,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1536-103-1:wnd1",22.598358,-6.503868,-22.590246,7.118511,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1538-104-1:wnd1",1.3722956,-5.6975365,-1.3716996,6.0111046,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1552-107-1:wnd1",-110.19261,-4.8623085,110.36762,13.401127,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1553-107-1:wnd1",-83.85256,-23.659897,83.96422,28.994942,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1603-111-1:wnd1",-13.333011,-5.003929,13.336378,5.131626,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1623-113-1:wnd1",-59.527683,-23.59829,59.58907,26.484299,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1624-113-1:wnd1",-55.681538,-7.936573,55.734253,10.114384,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1647-114-1:wnd1",-74.21589,-7.899666,74.29882,11.572647,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1649-115-1:wnd1",-138.04152,-71.251205,138.49771,89.75563,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1650-116-1:wnd1",-128.58025,-78.40262,129.01048,95.9693,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1655-117-1:wnd1",-105.13598,-8.845043,105.31423,16.740036,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1680-118-1:wnd1",-84.0314,-25.72956,84.162506,31.536007,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1686-120-1:wnd1",-41.951878,-22.738361,41.993362,24.452496,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1687-120-1:wnd1",-51.17531,-22.79358,51.232536,25.15831,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1747-121-1:wnd1",-5.703801,-3.3262253,5.7044387,3.3563614,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1748-121-1:wnd1",-32.545895,-1.7028809,32.561317,2.4276733,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1760-123-1:wnd1",-4.732564,9.037685,4.7359753,-8.812332,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1762-123-1:wnd1",-14.608982,-41.29467,14.6425905,42.69018,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1764-123-1:wnd1",15.75682,12.091017,-15.735822,-11.225605,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1761-124-1:wnd1",-48.984615,12.090254,49.068123,-6.423521,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1763-124-1:wnd1",-5.6871676,5.9395313,5.6908746,-5.7902813,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1775-125-1:wnd1",-15.027681,-11.72123,15.033611,11.531448,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-126-127-1:wnd1",-320.31732,-122.491264,321.1452,161.94382,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1814-129-1:wnd1",-91.268875,-31.342506,91.43975,37.48398,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1822-130-1:wnd1",-62.835384,-28.956127,62.925285,32.187366,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1823-130-1:wnd1",-81.76655,-35.906124,81.91809,41.352367,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-131-133-1:wnd1",-142.61183,-197.91013,143.18988,216.87546,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1839-131-1:wnd1",-16.999493,-27.411652,17.016289,28.35598,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-132-134-1:wnd1",-143.2759,-198.02112,143.85619,217.06085,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1840-132-1:wnd1",-5.3744793,-20.301533,5.3814263,20.583439,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1845-135-1:wnd1",-67.54283,-39.885044,67.5631,43.797684,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1846-135-1:wnd1",-78.041,-26.986027,78.16789,32.261467,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1880-138-1:wnd1",-172.97041,-37.75425,173.47028,59.237003,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1881-138-1:wnd1",-165.48997,-25.593758,165.92896,44.460583,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1882-140-1:wnd1",45.83193,-4.562187,-45.79715,6.063175,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1902-141-1:wnd1",-67.73755,-20.196342,67.82646,23.3922,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1903-141-1:wnd1",-69.91541,-24.92075,70.014084,28.467274,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1904-142-1:wnd1",-49.09397,-32.076645,49.20771,36.36751,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1905-142-1:wnd1",-10.275972,-1.6999245,10.279283,1.8249512,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-143-145-1:wnd1",9.238857,-173.97174,-9.097481,183.56476,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1907-144-1:wnd1",-106.60223,-31.484318,106.82087,39.342308,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1906-145-1:wnd1",-82.16605,-33.477783,82.31883,39.674854,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1919-147-1:wnd1",-83.664474,-35.854626,83.81581,41.957188,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1920-148-1:wnd1",-37.78397,14.544296,37.811695,-13.405991,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1925-149-1:wnd1",-81.48493,-12.457657,81.60267,16.189194,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1987-150-1:wnd1",-76.21677,-21.413803,76.32287,25.798416,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1988-151-1:wnd1",-64.54118,-14.171886,64.61426,17.191696,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2090-152-1:wnd1",-106.190155,-17.47799,106.38635,25.363827,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2112-154-1:wnd1",-57.581104,-27.998543,57.657635,31.074524,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2113-154-1:wnd1",-79.94895,-32.130527,80.08882,37.751865,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2134-155-1:wnd1",-58.856476,-43.225098,58.949524,47.178078,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-156-158-1:wnd1",-76.46363,-75.99659,76.537285,79.85783,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2157-157-1:wnd1",-132.05981,-27.099895,132.32547,38.674545,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2165-159-1:wnd1",-118.19215,-11.4590645,118.38224,20.944405,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2166-160-1:wnd1",-117.585205,-21.84515,117.78077,31.603813,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2170-161-1:wnd1",-31.357899,-7.6547623,31.374725,8.362865,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2169-162-1:wnd1",-4.817879,-16.819,4.830026,17.431498,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-163-165-1:wnd1",-182.14828,-163.14621,182.44348,185.28613,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2188-163-1:wnd1",-76.8383,-40.025425,76.96327,45.13979,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2186-164-1:wnd1",-78.19233,13.659191,78.29002,-9.661198,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2187-165-1:wnd1",-104.49744,-34.212303,104.57816,39.966393,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2195-166-1:wnd1",-63.32202,-11.124516,63.391068,14.049435,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2196-167-1:wnd1",-63.395996,-10.90498,63.465073,13.831806,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2258-169-1:wnd1",-92.18896,-42.01393,92.28847,48.064613,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2260-170-1:wnd1",-74.49877,-19.555664,74.60306,23.93217,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2261-171-1:wnd1",-75.64379,15.586567,75.743484,-11.403561,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2339-172-1:wnd1",-61.897976,-18.315315,61.967354,21.298218,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2340-173-1:wnd1",-39.12304,-23.141861,39.18541,25.533104,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2357-174-1:wnd1",-52.956425,-23.791313,53.01609,26.288033,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2357-175-1:wnd1",-53.354027,-22.851086,53.415047,25.318146,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2377-176-1:wnd1",-107.619736,-31.563377,107.80025,39.427757,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2378-176-1:wnd1",-107.54497,-32.250023,107.72603,40.138435,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2380-178-1:wnd1",-19.519447,-12.271881,19.527363,12.618828,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-2381-179-1:wnd1",-19.695742,-10.745335,19.703506,11.071968,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1764-1760-1:wnd1",9.556721,-3.7271738,-9.544437,4.233432,true,true,true,true,true,1.0,1.0,1.0,1.0
"tx2-1763-1761-1:wnd1",21.92628,2.0070076,-21.872347,0.16407967,true,true,true,true,true,1.0,1.0,1.0,1.0
