"ID","Name","Transformer","Node1","Node2","R","X","Gmag","Bmag","PhaseShift","NormalOperatingLimit","ShortTermLimit","EmergencyLimit"
"tx2-29-32-1:wnd1","BUS_29-BUS_32","tx2-29-32-1","29","32",3.4E-4,0.02097,0.0,0.0,0.0,500.0,537.5,575.0
"tx2-613-29-1:wnd1","BUS_613-BUS_29","tx2-613-29-1","613","29",0.00157,0.06775,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-615-33-1:wnd1","BUS_615-BUS_33","tx2-615-33-1","615","33",0.00163,0.06946,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-617-35-1:wnd1","BUS_617-BUS_35","tx2-617-35-1","617","35",0.00135,0.06052,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-644-36-1:wnd1","BUS_644-BUS_36","tx2-644-36-1","644","36",0.00135,0.06052,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-645-36-1:wnd1","BUS_645-BUS_36","tx2-645-36-1","645","36",0.00153,0.06156,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-663-37-1:wnd1","BUS_663-BUS_37","tx2-663-37-1","663","37",0.00157,0.06616,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-682-39-1:wnd1","BUS_682-BUS_39","tx2-682-39-1","682","39",0.00139,0.05984,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-679-40-1:wnd1","BUS_679-BUS_40","tx2-679-40-1","679","40",0.0014,0.06235,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-41-43-1:wnd1","BUS_41-BUS_43","tx2-41-43-1","41","43",8.1E-4,0.03,0.0,0.0,0.0,400.0,430.0,460.0
"tx2-689-42-1:wnd1","BUS_689-BUS_42","tx2-689-42-1","689","42",0.00145,0.06839,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-706-47-1:wnd1","BUS_706-BUS_47","tx2-706-47-1","706","47",0.00157,0.06775,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-707-47-1:wnd1","BUS_707-BUS_47","tx2-707-47-1","707","47",0.00165,0.06775,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-717-48-1:wnd1","BUS_717-BUS_48","tx2-717-48-1","717","48",0.00163,0.06783,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-716-49-1:wnd1","BUS_716-BUS_49","tx2-716-49-1","716","49",0.00143,0.06831,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-726-50-1:wnd1","BUS_726-BUS_50","tx2-726-50-1","726","50",0.00139,0.0608,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-727-51-1:wnd1","BUS_727-BUS_51","tx2-727-51-1","727","51",0.0014,0.06235,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-754-52-1:wnd1","BUS_754-BUS_52","tx2-754-52-1","754","52",0.00163,0.06754,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-778-55-1:wnd1","BUS_778-BUS_55","tx2-778-55-1","778","55",0.00161,0.06762,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-796-56-1:wnd1","BUS_796-BUS_56","tx2-796-56-1","796","56",0.00207,0.06777,0.0,-0.003,0.0,160.0,172.0,184.0
"tx2-821-59-1:wnd1","BUS_821-BUS_59","tx2-821-59-1","821","59",0.00165,0.06798,0.0,-0.00319,0.0,160.0,172.0,184.0
"tx2-834-60-1:wnd1","BUS_834-BUS_60","tx2-834-60-1","834","60",0.00145,0.06921,0.0,-0.00532,0.0,160.0,172.0,184.0
"tx2-836-60-1:wnd1","BUS_836-BUS_60","tx2-836-60-1","836","60",0.00372,0.12583,0.0,-0.00242,0.0,100.0,107.5,115.0
"tx2-66-67-1:wnd1","BUS_66-BUS_67","tx2-66-67-1","66","67",3.1E-4,0.02094,0.0,0.0,0.0,500.0,537.5,575.0
"tx2-911-67-1:wnd1","BUS_911-BUS_67","tx2-911-67-1","911","67",0.00156,0.06269,0.0,-0.00992,0.0,250.0,268.75,287.5
"tx2-912-67-1:wnd1","BUS_912-BUS_67","tx2-912-67-1","912","67",0.00156,0.06269,0.0,-0.00992,0.0,250.0,268.75,287.5
"tx2-978-68-1:wnd1","BUS_978-BUS_68","tx2-978-68-1","978","68",0.00165,0.06694,0.0,-0.0031,0.0,160.0,172.0,184.0
"tx2-979-68-1:wnd1","BUS_979-BUS_68","tx2-979-68-1","979","68",0.00145,0.06653,0.0,-0.00319,0.0,160.0,172.0,184.0
"tx2-995-69-1:wnd1","BUS_995-BUS_69","tx2-995-69-1","995","69",0.00145,0.0655,0.0,-0.00252,0.0,160.0,172.0,184.0
"tx2-996-69-1:wnd1","BUS_996-BUS_69","tx2-996-69-1","996","69",0.00145,0.07045,0.0,-0.00252,0.0,160.0,172.0,184.0
"tx2-1059-71-1:wnd1","BUS_1059-BUS_71","tx2-1059-71-1","1059","71",0.00145,0.06983,0.0,-0.00232,0.0,160.0,172.0,184.0
"tx2-1060-71-1:wnd1","BUS_1060-BUS_71","tx2-1060-71-1","1060","71",0.00165,0.06777,0.0,-0.00281,0.0,160.0,172.0,184.0
"tx2-73-75-1:wnd1","BUS_73-BUS_75","tx2-73-75-1","73","75",7.5E-4,0.02444,0.0,-0.00832,1.7,330.0,354.75,379.5
"tx2-74-76-1:wnd1","BUS_74-BUS_76","tx2-74-76-1","74","76",7.5E-4,0.02469,0.0,-0.008,1.7,330.0,354.75,379.5
"tx2-1095-77-1:wnd1","BUS_1095-BUS_77","tx2-1095-77-1","1095","77",0.00165,0.06694,0.0,-0.0029,0.0,160.0,172.0,184.0
"tx2-1096-77-1:wnd1","BUS_1096-BUS_77","tx2-1096-77-1","1096","77",0.00145,0.06736,0.0,-0.00658,0.0,160.0,172.0,184.0
"tx2-1106-78-1:wnd1","BUS_1106-BUS_78","tx2-1106-78-1","1106","78",0.00145,0.06839,0.0,-0.00319,0.0,160.0,172.0,184.0
"tx2-1114-80-1:wnd1","BUS_1114-BUS_80","tx2-1114-80-1","1114","80",0.00165,0.06694,0.0,-0.00232,0.0,160.0,172.0,184.0
"tx2-1115-81-1:wnd1","BUS_1115-BUS_81","tx2-1115-81-1","1115","81",0.00165,0.06694,0.0,-0.00319,0.0,160.0,172.0,184.0
"tx2-1138-82-1:wnd1","BUS_1138-BUS_82","tx2-1138-82-1","1138","82",0.00165,0.06756,0.0,-0.00319,0.0,160.0,172.0,184.0
"tx2-1139-82-1:wnd1","BUS_1139-BUS_82","tx2-1139-82-1","1139","82",0.00145,0.06756,0.0,-0.00223,0.0,160.0,172.0,184.0
"tx2-1141-83-1:wnd1","BUS_1141-BUS_83","tx2-1141-83-1","1141","83",0.00145,0.06653,0.0,-0.0029,0.0,160.0,172.0,184.0
"tx2-1192-84-1:wnd1","BUS_1192-BUS_84","tx2-1192-84-1","1192","84",0.00165,0.0686,0.0,-0.0029,0.0,160.0,172.0,184.0
"tx2-1182-85-1:wnd1","BUS_1182-BUS_85","tx2-1182-85-1","1182","85",0.00207,0.0936,0.0,-0.00339,0.0,160.0,172.0,184.0
"tx2-1184-86-1:wnd1","BUS_1184-BUS_86","tx2-1184-86-1","1184","86",0.00186,0.09277,0.0,-0.003,0.0,160.0,172.0,184.0
"tx2-1213-87-1:wnd1","BUS_1213-BUS_87","tx2-1213-87-1","1213","87",0.00145,0.06715,0.0,-0.00223,0.0,160.0,172.0,184.0
"tx2-1217-89-1:wnd1","BUS_1217-BUS_89","tx2-1217-89-1","1217","89",0.00145,0.0657,0.0,-0.00523,0.0,160.0,172.0,184.0
"tx2-1244-90-1:wnd1","BUS_1244-BUS_90","tx2-1244-90-1","1244","90",0.00145,0.06756,0.0,-0.00348,0.0,160.0,172.0,184.0
"tx2-1343-91-1:wnd1","BUS_1343-BUS_91","tx2-1343-91-1","1343","91",0.00145,0.06756,0.0,-0.0029,0.0,160.0,172.0,184.0
"tx2-1382-92-1:wnd1","BUS_1382-BUS_92","tx2-1382-92-1","1382","92",0.00156,0.06269,0.0,-0.00864,0.0,250.0,268.75,287.5
"tx2-1384-92-1:wnd1","BUS_1384-BUS_92","tx2-1384-92-1","1384","92",0.00156,0.06294,0.0,-0.00864,0.0,250.0,268.75,287.5
"tx2-1418-93-1:wnd1","BUS_1418-BUS_93","tx2-1418-93-1","1418","93",0.00145,0.06736,0.0,-0.00223,0.0,160.0,172.0,184.0
"tx2-1426-96-1:wnd1","BUS_1426-BUS_96","tx2-1426-96-1","1426","96",0.00145,0.06674,0.0,-0.00658,0.0,160.0,172.0,184.0
"tx2-1427-97-1:wnd1","BUS_1427-BUS_97","tx2-1427-97-1","1427","97",4.1E-4,0.01818,0.0,0.0,0.0,125.0,134.38,143.75
"tx2-1502-98-1:wnd1","BUS_1502-BUS_98","tx2-1502-98-1","1502","98",0.00137,0.05988,0.0,-0.01504,0.0,250.0,268.75,287.5
"tx2-1504-100-1:wnd1","BUS_1504-BUS_100","tx2-1504-100-1","1504","100",0.00137,0.06119,0.0,-0.00992,0.0,250.0,268.75,287.5
"tx2-1505-101-1:wnd1","BUS_1505-BUS_101","tx2-1505-101-1","1505","101",0.00156,0.06269,0.0,-0.00992,0.0,250.0,268.75,287.5
"tx2-1524-102-1:wnd1","BUS_1524-BUS_102","tx2-1524-102-1","1524","102",0.00165,0.06694,0.0,-0.003,0.0,160.0,172.0,184.0
"tx2-103-106-1:wnd1","BUS_103-BUS_106","tx2-103-106-1","103","106",5.0E-4,0.02875,0.0,-0.016,0.0,400.0,430.0,460.0
"tx2-1536-103-1:wnd1","BUS_1536-BUS_103","tx2-1536-103-1","1536","103",0.00145,0.0686,0.0,-0.00232,0.0,160.0,172.0,184.0
"tx2-1538-104-1:wnd1","BUS_1538-BUS_104","tx2-1538-104-1","1538","104",0.00165,0.06818,0.0,-0.0029,0.0,160.0,172.0,184.0
"tx2-1552-107-1:wnd1","BUS_1552-BUS_107","tx2-1552-107-1","1552","107",0.00145,0.06756,0.0,-0.00378,0.0,160.0,172.0,184.0
"tx2-1553-107-1:wnd1","BUS_1553-BUS_107","tx2-1553-107-1","1553","107",0.00145,0.0655,0.0,-0.0029,0.0,160.0,172.0,184.0
"tx2-1603-111-1:wnd1","BUS_1603-BUS_111","tx2-1603-111-1","1603","111",0.00165,0.0625,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1623-113-1:wnd1","BUS_1623-BUS_113","tx2-1623-113-1","1623","113",0.00145,0.06818,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1624-113-1:wnd1","BUS_1624-BUS_113","tx2-1624-113-1","1624","113",0.00165,0.06818,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1647-114-1:wnd1","BUS_1647-BUS_114","tx2-1647-114-1","1647","114",0.00151,0.06688,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1649-115-1:wnd1","BUS_1649-BUS_115","tx2-1649-115-1","1649","115",0.00153,0.06206,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-1650-116-1:wnd1","BUS_1650-BUS_116","tx2-1650-116-1","1650","116",0.00152,0.06206,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-1655-117-1:wnd1","BUS_1655-BUS_117","tx2-1655-117-1","1655","117",0.00151,0.06688,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1680-118-1:wnd1","BUS_1680-BUS_118","tx2-1680-118-1","1680","118",0.00151,0.06688,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1686-120-1:wnd1","BUS_1686-BUS_120","tx2-1686-120-1","1686","120",0.00161,0.06653,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1687-120-1:wnd1","BUS_1687-BUS_120","tx2-1687-120-1","1687","120",0.00161,0.06653,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1747-121-1:wnd1","BUS_1747-BUS_121","tx2-1747-121-1","1747","121",0.00145,0.06818,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1748-121-1:wnd1","BUS_1748-BUS_121","tx2-1748-121-1","1748","121",0.00145,0.06818,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1760-123-1:wnd1","BUS_1760-BUS_123","tx2-1760-123-1","1760","123",0.00341,0.22521,0.0,0.0,0.0,80.0,86.0,92.0
"tx2-1762-123-1:wnd1","BUS_1762-BUS_123","tx2-1762-123-1","1762","123",0.00165,0.06851,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1764-123-1:wnd1","BUS_1764-BUS_123","tx2-1764-123-1","1764","123",0.00562,0.23161,0.0,0.0,0.0,80.0,86.0,92.0
"tx2-1761-124-1:wnd1","BUS_1761-BUS_124","tx2-1761-124-1","1761","124",0.00341,0.2314,0.0,0.0,0.0,80.0,86.0,92.0
"tx2-1763-124-1:wnd1","BUS_1763-BUS_124","tx2-1763-124-1","1763","124",0.00562,0.22624,0.0,0.0,0.0,80.0,86.0,92.0
"tx2-1775-125-1:wnd1","BUS_1775-BUS_125","tx2-1775-125-1","1775","125",0.00163,0.06136,0.0,0.00416,0.0,160.0,172.0,184.0
"tx2-126-127-1:wnd1","BUS_126-BUS_127","tx2-126-127-1","126","127",6.4E-4,0.0305,0.0,0.0,0.0,400.0,430.0,460.0
"tx2-1814-129-1:wnd1","BUS_1814-BUS_129","tx2-1814-129-1","1814","129",0.00165,0.0593,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1822-130-1:wnd1","BUS_1822-BUS_130","tx2-1822-130-1","1822","130",0.00165,0.0593,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1823-130-1:wnd1","BUS_1823-BUS_130","tx2-1823-130-1","1823","130",0.00165,0.0593,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-131-133-1:wnd1","BUS_131-BUS_133","tx2-131-133-1","131","133",8.4E-4,0.02756,0.0,0.0,2.4,330.0,354.75,379.5
"tx2-1839-131-1:wnd1","BUS_1839-BUS_131","tx2-1839-131-1","1839","131",0.00165,0.09277,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-132-134-1:wnd1","BUS_132-BUS_134","tx2-132-134-1","132","134",8.4E-4,0.02756,0.0,0.0,2.4,330.0,354.75,379.5
"tx2-1840-132-1:wnd1","BUS_1840-BUS_132","tx2-1840-132-1","1840","132",0.00165,0.06694,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1845-135-1:wnd1","BUS_1845-BUS_135","tx2-1845-135-1","1845","135",2.9E-4,0.06136,0.0,0.00416,0.0,160.0,172.0,184.0
"tx2-1846-135-1:wnd1","BUS_1846-BUS_135","tx2-1846-135-1","1846","135",0.00165,0.0686,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1880-138-1:wnd1","BUS_1880-BUS_138","tx2-1880-138-1","1880","138",0.00138,0.05931,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-1881-138-1:wnd1","BUS_1881-BUS_138","tx2-1881-138-1","1881","138",0.00138,0.05931,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-1882-140-1:wnd1","BUS_1882-BUS_140","tx2-1882-140-1","1882","140",0.00163,0.07033,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1902-141-1:wnd1","BUS_1902-BUS_141","tx2-1902-141-1","1902","141",0.00165,0.0593,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1903-141-1:wnd1","BUS_1903-BUS_141","tx2-1903-141-1","1903","141",0.00165,0.0593,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1904-142-1:wnd1","BUS_1904-BUS_142","tx2-1904-142-1","1904","142",0.00281,0.10601,0.0,0.0,0.0,100.0,107.5,115.0
"tx2-1905-142-1:wnd1","BUS_1905-BUS_142","tx2-1905-142-1","1905","142",0.00281,0.10601,0.0,0.0,0.0,100.0,107.5,115.0
"tx2-143-145-1:wnd1","BUS_143-BUS_145","tx2-143-145-1","143","145",3.5E-4,0.02375,0.0,0.0,0.0,500.0,537.5,575.0
"tx2-1907-144-1:wnd1","BUS_1907-BUS_144","tx2-1907-144-1","1907","144",0.00165,0.0593,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1906-145-1:wnd1","BUS_1906-BUS_145","tx2-1906-145-1","1906","145",0.00153,0.06206,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-1919-147-1:wnd1","BUS_1919-BUS_147","tx2-1919-147-1","1919","147",0.00165,0.06653,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1920-148-1:wnd1","BUS_1920-BUS_148","tx2-1920-148-1","1920","148",0.00165,0.06775,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1925-149-1:wnd1","BUS_1925-BUS_149","tx2-1925-149-1","1925","149",0.00165,0.05229,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1987-150-1:wnd1","BUS_1987-BUS_150","tx2-1987-150-1","1987","150",0.00165,0.06818,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1988-151-1:wnd1","BUS_1988-BUS_151","tx2-1988-151-1","1988","151",0.00165,0.06818,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2090-152-1:wnd1","BUS_2090-BUS_152","tx2-2090-152-1","2090","152",0.00165,0.06632,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2112-154-1:wnd1","BUS_2112-BUS_154","tx2-2112-154-1","2112","154",0.00165,0.06632,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2113-154-1:wnd1","BUS_2113-BUS_154","tx2-2113-154-1","2113","154",0.00165,0.06632,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2134-155-1:wnd1","BUS_2134-BUS_155","tx2-2134-155-1","2134","155",0.00155,0.06585,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-156-158-1:wnd1","BUS_156-BUS_158","tx2-156-158-1","156","158",5.9E-4,0.03093,0.0,0.0,0.0,400.0,430.0,460.0
"tx2-2157-157-1:wnd1","BUS_2157-BUS_157","tx2-2157-157-1","2157","157",0.00137,0.05969,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-2165-159-1:wnd1","BUS_2165-BUS_159","tx2-2165-159-1","2165","159",0.00129,0.06437,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-2166-160-1:wnd1","BUS_2166-BUS_160","tx2-2166-160-1","2166","160",0.00129,0.06437,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-2170-161-1:wnd1","BUS_2170-BUS_161","tx2-2170-161-1","2170","161",0.00159,0.06694,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2169-162-1:wnd1","BUS_2169-BUS_162","tx2-2169-162-1","2169","162",0.0037,0.18657,0.0,0.0,0.0,120.0,129.0,138.0
"tx2-163-165-1:wnd1","BUS_163-BUS_165","tx2-163-165-1","163","165",4.0E-4,0.03,0.0,0.0,3.6,500.0,537.5,575.0
"tx2-2188-163-1:wnd1","BUS_2188-BUS_163","tx2-2188-163-1","2188","163",0.00163,0.06671,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2186-164-1:wnd1","BUS_2186-BUS_164","tx2-2186-164-1","2186","164",0.00163,0.06671,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2187-165-1:wnd1","BUS_2187-BUS_165","tx2-2187-165-1","2187","165",5.9E-4,0.04206,0.0,0.0,0.0,330.0,354.75,379.5
"tx2-2195-166-1:wnd1","BUS_2195-BUS_166","tx2-2195-166-1","2195","166",0.00159,0.06736,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2196-167-1:wnd1","BUS_2196-BUS_167","tx2-2196-167-1","2196","167",0.00159,0.06736,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2258-169-1:wnd1","BUS_2258-BUS_169","tx2-2258-169-1","2258","169",8.9E-4,0.05411,0.0,0.0,0.0,330.0,354.75,379.5
"tx2-2260-170-1:wnd1","BUS_2260-BUS_170","tx2-2260-170-1","2260","170",0.00161,0.06756,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2261-171-1:wnd1","BUS_2261-BUS_171","tx2-2261-171-1","2261","171",0.00161,0.06756,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2339-172-1:wnd1","BUS_2339-BUS_172","tx2-2339-172-1","2339","172",0.00157,0.0675,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2340-173-1:wnd1","BUS_2340-BUS_173","tx2-2340-173-1","2340","173",0.00277,0.1062,0.0,0.0,0.0,100.0,107.5,115.0
"tx2-2357-174-1:wnd1","BUS_2357-BUS_174","tx2-2357-174-1","2357","174",0.00161,0.06736,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2357-175-1:wnd1","BUS_2357-BUS_175","tx2-2357-175-1","2357","175",0.00165,0.06671,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2377-176-1:wnd1","BUS_2377-BUS_176","tx2-2377-176-1","2377","176",0.00137,0.05969,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-2378-176-1:wnd1","BUS_2378-BUS_176","tx2-2378-176-1","2378","176",0.00137,0.05969,0.0,0.0,0.0,250.0,268.75,287.5
"tx2-2380-178-1:wnd1","BUS_2380-BUS_178","tx2-2380-178-1","2380","178",0.00155,0.06798,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-2381-179-1:wnd1","BUS_2381-BUS_179","tx2-2381-179-1","2381","179",0.00161,0.06775,0.0,0.0,0.0,160.0,172.0,184.0
"tx2-1764-1760-1:wnd1","BUS_1764-BUS_1760","tx2-1764-1760-1","1764","1760",0.01124,0.46322,0.0,0.0,0.0,80.0,86.0,92.0
"tx2-1763-1761-1:wnd1","BUS_1763-BUS_1761","tx2-1763-1761-1","1763","1761",0.01124,0.45248,0.0,0.0,0.0,80.0,86.0,92.0
